DATAFLOW,AUDST,FREQ,REF_TIME_RN,REPYEAREND,REPYEARSTART,TYP_SRC_FNDS_RN,UNIT_MULT,TIME_PERIOD,UNIT_MEASURE,OBS_VALUE
RBI:SRC_FND_PVT_RN(1.0),N_A,AFY,CURR_YR,2013,2012,IS_RES_OTH,0,2013-03-31,INR,41034000000
RBI:SRC_FND_PVT_RN(1.0),N_A,AFY,CURR_YR,2013,2012,IS_RES_SIN_FDS,0,2013-03-31,INR,203000000
RBI:SRC_FND_PVT_RN(1.0),N_A,AFY,CURR_YR,2013,2012,IS_RES_SRPLS,0,2013-03-31,INR,49807000000
RBI:SRC_FND_PVT_RN(1.0),N_A,AFY,CURR_YR,2013,2012,STBR_LROD_BNK,0,2013-03-31,INR,59391000000
RBI:SRC_FND_PVT_RN(1.0),N_A,AFY,CURR_YR,2013,2012,TTL_INT_EXT_SRC,0,2013-03-31,INR,373047000000
RBI:SRC_FND_PVT_RN(1.0),N_A,AFY,PREV_YR,2013,2012,CL_OCL_CM_OF_LTB,0,2013-03-31,INR,17061000000
RBI:SRC_FND_PVT_RN(1.0),N_A,AFY,PREV_YR,2013,2012,ESL_NCL_LTB_LTM_OF_FLO,0,2013-03-31,INR,-1862000000
RBI:SRC_FND_PVT_RN(1.0),N_A,AFY,PREV_YR,2013,2012,ES_CAP_RECPT,0,2013-03-31,INR,354000000
RBI:SRC_FND_PVT_RN(1.0),N_A,AFY,PREV_YR,2013,2012,ES_CL_OCL,0,2013-03-31,INR,26919000000
RBI:SRC_FND_PVT_RN(1.0),N_A,AFY,PREV_YR,2013,2012,ES_CL_OCL_OTH,0,2013-03-31,INR,9858000000
RBI:SRC_FND_PVT_RN(1.0),N_A,AFY,PREV_YR,2013,2012,ES_CL_STBR,0,2013-03-31,INR,41390000000
RBI:SRC_FND_PVT_RN(1.0),N_A,AFY,PREV_YR,2013,2012,ES_CL_STBR_DEP,0,2013-03-31,INR,-196000000
RBI:SRC_FND_PVT_RN(1.0),N_A,AFY,PREV_YR,2013,2012,ES_CL_STBR_LROD,0,2013-03-31,INR,30917000000
RBI:SRC_FND_PVT_RN(1.0),N_A,AFY,PREV_YR,2013,2012,ES_CL_STBR_LROD_OTH,0,2013-03-31,INR,5581000000
RBI:SRC_FND_PVT_RN(1.0),N_A,AFY,PREV_YR,2013,2012,ES_CL_STBR_OLA,0,2013-03-31,INR,3901000000
RBI:SRC_FND_PVT_RN(1.0),N_A,AFY,PREV_YR,2013,2012,ES_CL_STRB_LAFRP,0,2013-03-31,INR,6768000000
RBI:SRC_FND_PVT_RN(1.0),N_A,AFY,PREV_YR,2013,2012,ES_CL_TRD_PAYS,0,2013-03-31,INR,42470000000
RBI:SRC_FND_PVT_RN(1.0),N_A,AFY,PREV_YR,2013,2012,ES_CURR_LIB,0,2013-03-31,INR,110779000000
RBI:SRC_FND_PVT_RN(1.0),N_A,AFY,PREV_YR,2013,2012,ES_MON_AGST_SHR_WAR,0,2013-03-31,INR,-134000000
RBI:SRC_FND_PVT_RN(1.0),N_A,AFY,PREV_YR,2013,2012,ES_NCL_LNG_BRW,0,2013-03-31,INR,36530000000
RBI:SRC_FND_PVT_RN(1.0),N_A,AFY,PREV_YR,2013,2012,ES_NCL_LTB_BND,0,2013-03-31,INR,-6757000000
RBI:SRC_FND_PVT_RN(1.0),N_A,AFY,PREV_YR,2013,2012,ES_NCL_LTB_DEPS,0,2013-03-31,INR,-1031000000
RBI:SRC_FND_PVT_RN(1.0),N_A,AFY,PREV_YR,2013,2012,ES_NCL_LTB_DPLS,0,2013-03-31,INR,-241000000
RBI:SRC_FND_PVT_RN(1.0),N_A,AFY,PREV_YR,2013,2012,ES_NCL_LTB_LAAFP,0,2013-03-31,INR,3697000000
RBI:SRC_FND_PVT_RN(1.0),N_A,AFY,PREV_YR,2013,2012,ES_NCL_LTB_LCP_OF_LTB,0,2013-03-31,INR,-52000000
RBI:SRC_FND_PVT_RN(1.0),N_A,AFY,PREV_YR,2013,2012,ES_NCL_LTB_OTH,0,2013-03-31,INR,6440000000
RBI:SRC_FND_PVT_RN(1.0),N_A,AFY,PREV_YR,2013,2012,ES_NCL_LTB_TLS,0,2013-03-31,INR,36231000000
RBI:SRC_FND_PVT_RN(1.0),N_A,AFY,PREV_YR,2013,2012,ES_NCL_LTB_TLS_BNK,0,2013-03-31,INR,19560000000
RBI:SRC_FND_PVT_RN(1.0),N_A,AFY,PREV_YR,2013,2012,ES_NCL_LTB_TLS_OTH,0,2013-03-31,INR,16671000000
RBI:SRC_FND_PVT_RN(1.0),N_A,AFY,PREV_YR,2013,2012,ES_NET_ISS,0,2013-03-31,INR,37583000000
RBI:SRC_FND_PVT_RN(1.0),N_A,AFY,PREV_YR,2013,2012,ES_NON_CURR_LIB,0,2013-03-31,INR,41847000000
RBI:SRC_FND_PVT_RN(1.0),N_A,AFY,PREV_YR,2013,2012,ES_OTH_LTA,0,2013-03-31,INR,5317000000
RBI:SRC_FND_PVT_RN(1.0),N_A,AFY,PREV_YR,2013,2012,ES_OTH_LTA_OTH,0,2013-03-31,INR,-37153000000
RBI:SRC_FND_PVT_RN(1.0),N_A,AFY,PREV_YR,2013,2012,ES_OTH_LTA_TRD_PAYS,0,2013-03-31,INR,-242000000
RBI:SRC_FND_PVT_RN(1.0),N_A,AFY,PREV_YR,2013,2012,ES_PRM_ON_SHR,0,2013-03-31,INR,27661000000
RBI:SRC_FND_PVT_RN(1.0),N_A,AFY,PREV_YR,2013,2012,ES_SHR_APP_MON_PEN_ALT,0,2013-03-31,INR,-5128000000
RBI:SRC_FND_PVT_RN(1.0),N_A,AFY,PREV_YR,2013,2012,ES_SHR_CAP_PRM,0,2013-03-31,INR,65244000000
RBI:SRC_FND_PVT_RN(1.0),N_A,AFY,PREV_YR,2013,2012,EXT_SRC,0,2013-03-31,INR,212961000000
RBI:SRC_FND_PVT_RN(1.0),N_A,AFY,PREV_YR,2013,2012,INT_SRC,0,2013-03-31,INR,82221000000
RBI:SRC_FND_PVT_RN(1.0),N_A,AFY,PREV_YR,2013,2012,IS_PRV,0,2013-03-31,INR,48339000000
RBI:SRC_FND_PVT_RN(1.0),N_A,AFY,PREV_YR,2013,2012,IS_PRV_DEP,0,2013-03-31,INR,50574000000
RBI:SRC_FND_PVT_RN(1.0),N_A,AFY,PREV_YR,2013,2012,IS_PRV_OCP,0,2013-03-31,INR,-6133000000
RBI:SRC_FND_PVT_RN(1.0),N_A,AFY,PREV_YR,2013,2012,IS_PRV_ONCP,0,2013-03-31,INR,3776000000
RBI:SRC_FND_PVT_RN(1.0),N_A,AFY,PREV_YR,2013,2012,IS_PRV_TX_NC,0,2013-03-31,INR,121000000
RBI:SRC_FND_PVT_RN(1.0),N_A,AFY,PREV_YR,2013,2012,IS_PU_CAP,0,2013-03-31,INR,-3555000000
RBI:SRC_FND_PVT_RN(1.0),N_A,AFY,PREV_YR,2013,2012,IS_RES_CAP_RES,0,2013-03-31,INR,6356000000
RBI:SRC_FND_PVT_RN(1.0),N_A,AFY,PREV_YR,2013,2012,IS_RES_INVS_ALW,0,2013-03-31,INR,3000000.0
RBI:SRC_FND_PVT_RN(1.0),N_A,AFY,PREV_YR,2013,2012,IS_RES_OTH,0,2013-03-31,INR,31048000000
RBI:SRC_FND_PVT_RN(1.0),N_A,AFY,PREV_YR,2013,2012,IS_RES_SIN_FDS,0,2013-03-31,INR,30000000
RBI:SRC_FND_PVT_RN(1.0),N_A,AFY,PREV_YR,2013,2012,IS_RES_SRPLS,0,2013-03-31,INR,37437000000
RBI:SRC_FND_PVT_RN(1.0),N_A,AFY,PREV_YR,2013,2012,STBR_LROD_BNK,0,2013-03-31,INR,25336000000
RBI:SRC_FND_PVT_RN(1.0),N_A,AFY,PREV_YR,2013,2012,TTL_INT_EXT_SRC,0,2013-03-31,INR,295182000000
RBI:SRC_FND_PVT_RN(1.0),N_A,AFY,CURR_YR,2014,2013,ESL_NCL_LTB_LTM_OF_FLO,0,2014-03-31,INR,579000000
RBI:SRC_FND_PVT_RN(1.0),N_A,AFY,CURR_YR,2014,2013,ES_CL_OCL,0,2014-03-31,INR,215931000000
RBI:SRC_FND_PVT_RN(1.0),N_A,AFY,CURR_YR,2014,2013,ES_CL_OCL_OTH,0,2014-03-31,INR,215931000000
RBI:SRC_FND_PVT_RN(1.0),N_A,AFY,CURR_YR,2014,2013,ES_CL_STBR,0,2014-03-31,INR,150104000000
RBI:SRC_FND_PVT_RN(1.0),N_A,AFY,CURR_YR,2014,2013,ES_CL_STBR_DEP,0,2014-03-31,INR,21108000000
RBI:SRC_FND_PVT_RN(1.0),N_A,AFY,CURR_YR,2014,2013,ES_CL_STBR_LROD,0,2014-03-31,INR,90643000000
RBI:SRC_FND_PVT_RN(1.0),N_A,AFY,CURR_YR,2014,2013,ES_CL_STBR_LROD_OTH,0,2014-03-31,INR,0.0
RBI:SRC_FND_PVT_RN(1.0),N_A,AFY,CURR_YR,2014,2013,ES_CL_STBR_OLA,0,2014-03-31,INR,5938000000
RBI:SRC_FND_PVT_RN(1.0),N_A,AFY,CURR_YR,2014,2013,ES_CL_STRB_LAFRP,0,2014-03-31,INR,32415000000
RBI:SRC_FND_PVT_RN(1.0),N_A,AFY,CURR_YR,2014,2013,ES_CL_TRD_PAYS,0,2014-03-31,INR,166157000000
RBI:SRC_FND_PVT_RN(1.0),N_A,AFY,CURR_YR,2014,2013,ES_CURR_LIB,0,2014-03-31,INR,532193000000
RBI:SRC_FND_PVT_RN(1.0),N_A,AFY,CURR_YR,2014,2013,ES_MON_AGST_SHR_WAR,0,2014-03-31,INR,22000000
RBI:SRC_FND_PVT_RN(1.0),N_A,AFY,CURR_YR,2014,2013,ES_NCL_LNG_BRW,0,2014-03-31,INR,541347000000
RBI:SRC_FND_PVT_RN(1.0),N_A,AFY,CURR_YR,2014,2013,ES_NCL_LTB_BND,0,2014-03-31,INR,43021000000
