DATAFLOW,AUDST,CLS_OF_CRPS,FREQ,REPYEAREND,REPYEARSTART,UNIT_MULT,TIME_PERIOD,UNIT_MEASURE,OBS_VALUE
RBI:AREA_UNDER_CULT_RN(1.0),N_A,RNM,AFY,2015,2014,0,2015-03-31,HA,5800000.0
RBI:AREA_UNDER_CULT_RN(1.0),N_A,RI,AFY,2015,2014,0,2015-03-31,HA,43860000
RBI:AREA_UNDER_CULT_RN(1.0),N_A,FDGRNS,AFY,2015,2014,0,2015-03-31,HA,122000000
RBI:AREA_UNDER_CULT_RN(1.0),N_A,GRDNT,AFY,2015,2014,0,2015-03-31,HA,4770000.0
RBI:AREA_UNDER_CULT_RN(1.0),N_A,SGRCN,AFY,2015,2014,0,2015-03-31,HA,5070000.0
RBI:AREA_UNDER_CULT_RN(1.0),N_A,CERLS,AFY,2015,2014,0,2015-03-31,HA,98980000
RBI:AREA_UNDER_CULT_RN(1.0),N_A,CC,AFY,2015,2014,0,2015-03-31,HA,24150000
RBI:AREA_UNDER_CULT_RN(1.0),N_A,OTH,AFY,2015,2014,0,2015-03-31,HA,4120000.0
RBI:AREA_UNDER_CULT_RN(1.0),N_A,MJR_COM_CRPS,AFY,2015,2014,0,2015-03-31,HA,45760000
RBI:AREA_UNDER_CULT_RN(1.0),N_A,OILSDS,AFY,2015,2014,0,2015-03-31,HA,25600000
RBI:AREA_UNDER_CULT_RN(1.0),N_A,GRDNT,AFY,2014,2013,0,2014-03-31,HA,5510000.0
RBI:AREA_UNDER_CULT_RN(1.0),N_A,PUL,AFY,2014,2013,0,2014-03-31,HA,25230000
RBI:AREA_UNDER_CULT_RN(1.0),N_A,RNM,AFY,2014,2013,0,2014-03-31,HA,6650000.0
RBI:AREA_UNDER_CULT_RN(1.0),N_A,COTTON,AFY,2014,2013,0,2014-03-31,HA,11960000
RBI:AREA_UNDER_CULT_RN(1.0),N_A,RI,AFY,2014,2013,0,2014-03-31,HA,43950000
RBI:AREA_UNDER_CULT_RN(1.0),N_A,CFF,AFY,2014,2013,0,2014-03-31,HA,420000.0
RBI:AREA_UNDER_CULT_RN(1.0),N_A,OILSDS,AFY,2014,2013,0,2014-03-31,HA,28050000
RBI:AREA_UNDER_CULT_RN(1.0),N_A,RJNM,AFY,2014,2013,0,2014-03-31,HA,840000.0
RBI:AREA_UNDER_CULT_RN(1.0),N_A,WH,AFY,2014,2013,0,2014-03-31,HA,31190000
RBI:AREA_UNDER_CULT_RN(1.0),N_A,SOY,AFY,2014,2013,0,2014-03-31,HA,11720000
RBI:AREA_UNDER_CULT_RN(1.0),N_A,FDGRNS,AFY,2014,2013,0,2014-03-31,HA,126040000
RBI:AREA_UNDER_CULT_RN(1.0),N_A,SGRCN,AFY,2014,2013,0,2014-03-31,HA,4990000.0
RBI:AREA_UNDER_CULT_RN(1.0),N_A,CC,AFY,2014,2013,0,2014-03-31,HA,25670000
RBI:AREA_UNDER_CULT_RN(1.0),N_A,CERLS,AFY,2014,2013,0,2014-03-31,HA,100810000
RBI:AREA_UNDER_CULT_RN(1.0),N_A,TOBB,AFY,2014,2013,0,2014-03-31,HA,460000.0
RBI:AREA_UNDER_CULT_RN(1.0),N_A,MJR_COM_CRPS,AFY,2014,2013,0,2014-03-31,HA,47290000
