DATAFLOW,AUDST,CLS_OF_CRPS,FREQ,REPYEAREND,REPYEARSTART,UNIT_MULT,TIME_PERIOD,UNIT_MEASURE,OBS_VALUE
RBI:AGR_PROD_RN(1.0),N_A,TEA,AFY,2018,2017,0,2018-03-31,TN,1325050000
RBI:AGR_PROD_RN(1.0),N_A,WH,AFY,2018,2017,0,2018-03-31,TN,99870000
RBI:AGR_PROD_RN(1.0),N_A,GRDNT,AFY,2018,2017,0,2018-03-31,TN,9253000.0
RBI:AGR_PROD_RN(1.0),N_A,TOBB,AFY,2018,2017,0,2018-03-31,TN,950000.0
RBI:AGR_PROD_RN(1.0),N_A,SGRCN,AFY,2018,2017,0,2018-03-31,TN,379905000
RBI:AGR_PROD_RN(1.0),N_A,CC,AFY,2018,2017,0,2018-03-31,TN,46970000
RBI:AGR_PROD_RN(1.0),N_A,CERLS,AFY,2018,2017,0,2018-03-31,TN,259600000
RBI:AGR_PROD_RN(1.0),N_A,RNM,AFY,2018,2017,0,2018-03-31,TN,8430000.0
RBI:AGR_PROD_RN(1.0),N_A,OILSDS,AFY,2018,2017,0,2018-03-31,TN,31459000
RBI:AGR_PROD_RN(1.0),N_A,SOY,AFY,2018,2017,0,2018-03-31,TN,10933000
RBI:AGR_PROD_RN(1.0),N_A,COTTON,AFY,2018,2017,0,2018-03-31,TN,32805000
RBI:AGR_PROD_RN(1.0),N_A,RI,AFY,2018,2017,0,2018-03-31,TN,112760000
RBI:AGR_PROD_RN(1.0),N_A,FDGRNS,AFY,2018,2017,0,2018-03-31,TN,285000000
RBI:AGR_PROD_RN(1.0),N_A,RJNM,AFY,2018,2017,0,2018-03-31,TN,10033000
RBI:AGR_PROD_RN(1.0),N_A,CFF,AFY,2018,2017,0,2018-03-31,TN,316000000
RBI:AGR_PROD_RN(1.0),N_A,OILSDS,AFY,2017,2016,0,2017-03-31,TN,31280000
RBI:AGR_PROD_RN(1.0),N_A,COTTON,AFY,2017,2016,0,2017-03-31,TN,32580000
RBI:AGR_PROD_RN(1.0),N_A,CFF,AFY,2017,2016,0,2017-03-31,TN,312000000
RBI:AGR_PROD_RN(1.0),N_A,SOY,AFY,2017,2016,0,2017-03-31,TN,13160000
RBI:AGR_PROD_RN(1.0),N_A,TEA,AFY,2017,2016,0,2017-03-31,TN,1250490000
RBI:AGR_PROD_RN(1.0),N_A,TOBB,AFY,2017,2016,0,2017-03-31,TN,810000.0
RBI:AGR_PROD_RN(1.0),N_A,RNM,AFY,2017,2016,0,2017-03-31,TN,7920000.0
RBI:AGR_PROD_RN(1.0),N_A,WH,AFY,2017,2016,0,2017-03-31,TN,98510000
RBI:AGR_PROD_RN(1.0),N_A,FDGRNS,AFY,2017,2016,0,2017-03-31,TN,275100000
RBI:AGR_PROD_RN(1.0),N_A,GRDNT,AFY,2017,2016,0,2017-03-31,TN,7460000.0
RBI:AGR_PROD_RN(1.0),N_A,CERLS,AFY,2017,2016,0,2017-03-31,TN,252000000
RBI:AGR_PROD_RN(1.0),N_A,CC,AFY,2017,2016,0,2017-03-31,TN,43770000
RBI:AGR_PROD_RN(1.0),N_A,SGRCN,AFY,2017,2016,0,2017-03-31,TN,306070000
RBI:AGR_PROD_RN(1.0),N_A,PUL,AFY,2017,2016,0,2017-03-31,TN,23130000
RBI:AGR_PROD_RN(1.0),N_A,RJNM,AFY,2017,2016,0,2017-03-31,TN,10960000
RBI:AGR_PROD_RN(1.0),N_A,RI,AFY,2017,2016,0,2017-03-31,TN,109698000
RBI:AGR_PROD_RN(1.0),N_A,GRDNT,AFY,2016,2015,0,2016-03-31,TN,6730000.0
RBI:AGR_PROD_RN(1.0),N_A,COTTON,AFY,2016,2015,0,2016-03-31,TN,30000000
RBI:AGR_PROD_RN(1.0),N_A,TEA,AFY,2016,2015,0,2016-03-31,TN,1233140000
