DATAFLOW,AUDST,FREQ,MEASURE_RN,REPYEAREND,REPYEARSTART,UNIT_MULT,TIME_PERIOD,UNIT_MEASURE,OBS_VALUE
RBI:TRN_OVR_BSE_RN(1.0),N_A,M,TOTAL_TO,2021,2020,0,2020-09-01,INR,700252700000
RBI:TRN_OVR_BSE_RN(1.0),N_A,M,TOTAL_TO,2021,2020,0,2020-08-01,INR,930799900000
RBI:TRN_OVR_BSE_RN(1.0),N_A,M,TOTAL_TO,2021,2020,0,2020-07-01,INR,800927400000
RBI:TRN_OVR_BSE_RN(1.0),N_A,M,TOTAL_TO,2021,2020,0,2020-06-01,INR,1101927000000
RBI:TRN_OVR_BSE_RN(1.0),N_A,M,TOTAL_TO,2021,2020,0,2020-05-01,INR,650189900000
RBI:TRN_OVR_BSE_RN(1.0),N_A,M,TOTAL_TO,2021,2020,0,2020-04-01,INR,444763399999.99994
RBI:TRN_OVR_BSE_RN(1.0),N_A,M,TOTAL_TO,2020,2019,0,2020-03-31,INR,6608960000000
RBI:TRN_OVR_BSE_RN(1.0),N_A,M,TOTAL_TO,2020,2019,0,2020-03-01,INR,819720000000
RBI:TRN_OVR_BSE_RN(1.0),N_A,M,TOTAL_TO,2020,2019,0,2020-02-01,INR,557100000000
RBI:TRN_OVR_BSE_RN(1.0),N_A,M,TOTAL_TO,2020,2019,0,2020-01-01,INR,558457700000
RBI:TRN_OVR_BSE_RN(1.0),N_A,M,TOTAL_TO,2020,2019,0,2019-12-01,INR,435601200000
RBI:TRN_OVR_BSE_RN(1.0),N_A,M,TOTAL_TO,2020,2019,0,2019-11-01,INR,544446100000
RBI:TRN_OVR_BSE_RN(1.0),N_A,M,TOTAL_TO,2020,2019,0,2019-10-01,INR,566220000000
RBI:TRN_OVR_BSE_RN(1.0),N_A,M,TOTAL_TO,2020,2019,0,2019-09-01,INR,526900000000
RBI:TRN_OVR_BSE_RN(1.0),N_A,M,TOTAL_TO,2020,2019,0,2019-08-01,INR,508050000000
RBI:TRN_OVR_BSE_RN(1.0),N_A,M,TOTAL_TO,2020,2019,0,2019-07-01,INR,482486000000
RBI:TRN_OVR_BSE_RN(1.0),N_A,M,TOTAL_TO,2020,2019,0,2019-06-01,INR,469581000000
RBI:TRN_OVR_BSE_RN(1.0),N_A,M,TOTAL_TO,2020,2019,0,2019-05-01,INR,581716200000
RBI:TRN_OVR_BSE_RN(1.0),N_A,M,TOTAL_TO,2020,2019,0,2019-04-01,INR,558678100000
RBI:TRN_OVR_BSE_RN(1.0),N_A,M,TOTAL_TO,2019,2018,0,2019-03-01,INR,809770000000
RBI:TRN_OVR_BSE_RN(1.0),N_A,M,TOTAL_TO,2019,2018,0,2019-02-01,INR,506556900000
RBI:TRN_OVR_BSE_RN(1.0),N_A,M,TOTAL_TO,2019,2018,0,2019-01-01,INR,613323300000
RBI:TRN_OVR_BSE_RN(1.0),N_A,M,TOTAL_TO,2019,2018,0,2018-12-01,INR,504829100000.00006
RBI:TRN_OVR_BSE_RN(1.0),N_A,M,TOTAL_TO,2019,2018,0,2018-11-01,INR,590640000000
RBI:TRN_OVR_BSE_RN(1.0),N_A,M,TOTAL_TO,2019,2018,0,2018-10-01,INR,663847100000.0001
RBI:TRN_OVR_BSE_RN(1.0),N_A,M,TOTAL_TO,2019,2018,0,2018-09-01,INR,624767100000
RBI:TRN_OVR_BSE_RN(1.0),N_A,M,TOTAL_TO,2019,2018,0,2018-08-01,INR,678956000000
RBI:TRN_OVR_BSE_RN(1.0),N_A,M,TOTAL_TO,2019,2018,0,2018-07-01,INR,651684800000
RBI:TRN_OVR_BSE_RN(1.0),N_A,M,TOTAL_TO,2019,2018,0,2018-06-01,INR,641625900000
RBI:TRN_OVR_BSE_RN(1.0),N_A,M,TOTAL_TO,2019,2018,0,2018-05-01,INR,753605000000
RBI:TRN_OVR_BSE_RN(1.0),N_A,M,TOTAL_TO,2019,2018,0,2018-04-01,INR,716296600000
RBI:TRN_OVR_BSE_RN(1.0),N_A,M,TOTAL_TO,2018,2017,0,2018-03-31,INR,783585900000
RBI:TRN_OVR_BSE_RN(1.0),N_A,M,TOTAL_TO,2018,2017,0,2018-03-01,INR,783585900000
RBI:TRN_OVR_BSE_RN(1.0),N_A,M,TOTAL_TO,2018,2017,0,2018-02-28,INR,817582300000
RBI:TRN_OVR_BSE_RN(1.0),N_A,M,TOTAL_TO,2018,2017,0,2018-01-31,INR,1225374600000
RBI:TRN_OVR_BSE_RN(1.0),N_A,M,TOTAL_TO,2018,2017,0,2017-12-01,INR,956893700000
RBI:TRN_OVR_BSE_RN(1.0),N_A,M,TOTAL_TO,2018,2017,0,2017-11-01,INR,1227085800000
RBI:TRN_OVR_BSE_RN(1.0),N_A,M,TOTAL_TO,2018,2017,0,2017-10-01,INR,770633200000.0001
RBI:TRN_OVR_BSE_RN(1.0),N_A,M,TOTAL_TO,2018,2017,0,2017-09-01,INR,843491400000
RBI:TRN_OVR_BSE_RN(1.0),N_A,M,TOTAL_TO,2018,2017,0,2017-08-01,INR,790644700000
RBI:TRN_OVR_BSE_RN(1.0),N_A,M,TOTAL_TO,2018,2017,0,2017-07-01,INR,883952400000
RBI:TRN_OVR_BSE_RN(1.0),N_A,M,TOTAL_TO,2018,2017,0,2017-06-01,INR,859345200000
RBI:TRN_OVR_BSE_RN(1.0),N_A,M,TOTAL_TO,2018,2017,0,2017-05-01,INR,911056200000
RBI:TRN_OVR_BSE_RN(1.0),N_A,M,TOTAL_TO,2018,2017,0,2017-04-01,INR,750704000000
RBI:TRN_OVR_BSE_RN(1.0),N_A,M,TOTAL_TO,2017,2016,0,2017-03-01,INR,2891067300000
RBI:TRN_OVR_BSE_RN(1.0),N_A,M,TOTAL_TO,2017,2016,0,2017-02-01,INR,683298100000
RBI:TRN_OVR_BSE_RN(1.0),N_A,M,TOTAL_TO,2017,2016,0,2017-01-01,INR,647641800000
RBI:TRN_OVR_BSE_RN(1.0),N_A,M,TOTAL_TO,2017,2016,0,2016-12-01,INR,539054000000
RBI:TRN_OVR_BSE_RN(1.0),N_A,M,TOTAL_TO,2017,2016,0,2016-11-01,INR,701780900000
RBI:TRN_OVR_BSE_RN(1.0),N_A,M,TOTAL_TO,2017,2016,0,2016-10-01,INR,645099100000
RBI:TRN_OVR_BSE_RN(1.0),N_A,M,TOTAL_TO,2017,2016,0,2016-09-01,INR,759152899999.9999
RBI:TRN_OVR_BSE_RN(1.0),N_A,M,TOTAL_TO,2017,2016,0,2016-08-01,INR,740839200000
RBI:TRN_OVR_BSE_RN(1.0),N_A,M,TOTAL_TO,2017,2016,0,2016-07-01,INR,680325300000
RBI:TRN_OVR_BSE_RN(1.0),N_A,M,TOTAL_TO,2017,2016,0,2016-06-01,INR,607399500000
RBI:TRN_OVR_BSE_RN(1.0),N_A,M,TOTAL_TO,2017,2016,0,2016-05-01,INR,595202000000
RBI:TRN_OVR_BSE_RN(1.0),N_A,M,TOTAL_TO,2017,2016,0,2016-04-01,INR,491740800000
RBI:TRN_OVR_BSE_RN(1.0),N_A,M,TOTAL_TO,2016,2015,0,2016-03-01,INR,617734100000
RBI:TRN_OVR_BSE_RN(1.0),N_A,M,TOTAL_TO,2016,2015,0,2016-02-01,INR,571583700000
RBI:TRN_OVR_BSE_RN(1.0),N_A,M,TOTAL_TO,2016,2015,0,2016-01-01,INR,635762600000
RBI:TRN_OVR_BSE_RN(1.0),N_A,M,TOTAL_TO,2016,2015,0,2015-12-01,INR,617413700000
RBI:TRN_OVR_BSE_RN(1.0),N_A,M,TOTAL_TO,2016,2015,0,2015-11-01,INR,453548000000
