DATAFLOW,AUDST,BASE_PER,COVERAGE_GEO_RN,FREQ,MEASURE_RN,REPYEAREND,REPYEARSTART,TYPE_CPI_RN,TIME_PERIOD,UNIT_MEASURE,OBS_VALUE
RBI:CPI_ANN_AVG_VAR_RN(1.0),N_A,BY_2012,URB,AFY,ANNUAL_AVE,2024,2023,CPI_AIGI,2024-03-31,PT,182.433333
RBI:CPI_ANN_AVG_VAR_RN(1.0),N_A,BY_2016,N_A,AFY,ANL_VAR,2024,2023,IW,2024-03-31,PT,5.143453
RBI:CPI_ANN_AVG_VAR_RN(1.0),N_A,BY_2016,N_A,AFY,ANL_VAR,2024,2023,IW_FG,2024-03-31,PT,7.315367
RBI:CPI_ANN_AVG_VAR_RN(1.0),N_A,BY_2016,N_A,AFY,ANNUAL_AVE,2024,2023,IW,2024-03-31,PT,137.916667
RBI:CPI_ANN_AVG_VAR_RN(1.0),N_A,BY_2016,N_A,AFY,ANNUAL_AVE,2024,2023,IW_FGB,2024-03-31,PT,140.75
RBI:CPI_ANN_AVG_VAR_RN(1.0),N_A,BY_1986-87,N_A,AFY,ANL_VAR,2025,2024,AL,2025-03-31,PT,5.6666
RBI:CPI_ANN_AVG_VAR_RN(1.0),N_A,BY_1986-87,N_A,AFY,ANNUAL_AVE,2025,2024,AL,2025-03-31,PT,1299.083333
RBI:CPI_ANN_AVG_VAR_RN(1.0),N_A,BY_2012,ALL_INDIA,AFY,ANL_VAR,2025,2024,CPI_AIGI_FB,2025-03-31,PT,6.7141
RBI:CPI_ANN_AVG_VAR_RN(1.0),N_A,BY_2012,ALL_INDIA,AFY,ANNUAL_AVE,2025,2024,CPI_AIGI_FB,2025-03-31,PT,201.058333333333
RBI:CPI_ANN_AVG_VAR_RN(1.0),N_A,BY_2012,COMB_RUR_URB,AFY,ANL_VAR,2025,2024,CPI_AIGI,2025-03-31,PT,4.6261
RBI:CPI_ANN_AVG_VAR_RN(1.0),N_A,BY_2012,COMB_RUR_URB,AFY,ANNUAL_AVE,2025,2024,CPI_AIGI,2025-03-31,PT,192.616667
RBI:CPI_ANN_AVG_VAR_RN(1.0),N_A,BY_2012,RUR,AFY,ANL_VAR,2025,2024,CPI_AIGI,2025-03-31,PT,5.0431
RBI:CPI_ANN_AVG_VAR_RN(1.0),N_A,BY_2012,RUR,AFY,ANNUAL_AVE,2025,2024,CPI_AIGI,2025-03-31,PT,194.925
RBI:CPI_ANN_AVG_VAR_RN(1.0),N_A,BY_2012,URB,AFY,ANL_VAR,2025,2024,CPI_AIGI,2025-03-31,PT,4.1339
RBI:CPI_ANN_AVG_VAR_RN(1.0),N_A,BY_2012,URB,AFY,ANNUAL_AVE,2025,2024,CPI_AIGI,2025-03-31,PT,189.975
RBI:CPI_ANN_AVG_VAR_RN(1.0),N_A,BY_2016,N_A,AFY,ANL_VAR,2025,2024,IW,2025-03-31,PT,3.3837
RBI:CPI_ANN_AVG_VAR_RN(1.0),N_A,BY_2016,N_A,AFY,ANL_VAR,2025,2024,IW_FG,2025-03-31,PT,5.952
RBI:CPI_ANN_AVG_VAR_RN(1.0),N_A,BY_2016,N_A,AFY,ANNUAL_AVE,2025,2024,IW,2025-03-31,PT,142.583333
RBI:CPI_ANN_AVG_VAR_RN(1.0),N_A,BY_2016,N_A,AFY,ANNUAL_AVE,2025,2024,IW_FGB,2025-03-31,PT,149.083333
