DATAFLOW,AUDST,FREQ,GENDER_RN,REPYEAREND,REPYEARSTART,STATE_CODE,TYP_AAA_RN,UNIT_MULT,TIME_PERIOD,UNIT_MEASURE,OBS_VALUE
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2016,2015,TN,WR24,0,2016-02-29,INR,375.02
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2016,2015,TN,WR25,0,2016-02-29,INR,360.0
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2016,2015,TN,WR28,0,2016-02-29,INR,441.48
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2016,2015,TN,WR29,0,2016-02-29,INR,451.49
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2016,2015,TN,WR31,0,2016-02-29,INR,505.7
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2016,2015,TN,WR33,0,2016-02-29,INR,320.35
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2016,2015,TN,WR36,0,2016-02-29,INR,182.93
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2016,2015,TRI,WR01,0,2016-02-29,INR,210.0
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2016,2015,TRI,WR03,0,2016-02-29,INR,300.0
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2016,2015,TRI,WR04,0,2016-02-29,INR,211.11
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2016,2015,TRI,WR05,0,2016-02-29,INR,200.0
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2016,2015,TRI,WR07,0,2016-02-29,INR,310.0
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2016,2015,TRI,WR09,0,2016-02-29,INR,200.0
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2016,2015,TRI,WR10,0,2016-02-29,INR,305.56
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2016,2015,TRI,WR13,0,2016-02-29,INR,210.0
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2016,2015,TRI,WR14,0,2016-02-29,INR,300.0
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2016,2015,TRI,WR15,0,2016-02-29,INR,210.0
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2016,2015,TRI,WR20,0,2016-02-29,INR,300.0
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2016,2015,TRI,WR22,0,2016-02-29,INR,310.0
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2016,2015,TRI,WR23,0,2016-02-29,INR,360.0
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2016,2015,TRI,WR24,0,2016-02-29,INR,200.0
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2016,2015,TRI,WR29,0,2016-02-29,INR,210.0
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2016,2015,TRI,WR31,0,2016-02-29,INR,300.0
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2016,2015,TRI,WR33,0,2016-02-29,INR,210.0
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2016,2015,TRI,WR36,0,2016-02-29,INR,200.0
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2016,2015,TRI,WR40,0,2016-02-29,INR,288.89
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2016,2015,UP,WR01,0,2016-02-29,INR,194.58
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2016,2015,UP,WR03,0,2016-02-29,INR,240.0
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2016,2015,UP,WR05,0,2016-02-29,INR,327.71
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2016,2015,UP,WR07,0,2016-02-29,INR,369.68
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2016,2015,UP,WR09,0,2016-02-29,INR,238.11
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2016,2015,UP,WR10,0,2016-02-29,INR,376.61
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2016,2015,UP,WR13,0,2016-02-29,INR,202.08
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2016,2015,UP,WR15,0,2016-02-29,INR,220.64
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2016,2015,UP,WR20,0,2016-02-29,INR,270.3
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2016,2015,UP,WR22,0,2016-02-29,INR,283.64
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2016,2015,UP,WR23,0,2016-02-29,INR,421.62
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2016,2015,UP,WR24,0,2016-02-29,INR,215.82
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2016,2015,UP,WR25,0,2016-02-29,INR,208.33
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2016,2015,UP,WR28,0,2016-02-29,INR,222.5
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2016,2015,UP,WR29,0,2016-02-29,INR,221.46
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2016,2015,UP,WR31,0,2016-02-29,INR,380.48
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2016,2015,UP,WR33,0,2016-02-29,INR,209.67
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2016,2015,UP,WR36,0,2016-02-29,INR,199.9
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2016,2015,WB,WR01,0,2016-02-29,INR,207.3
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2016,2015,WB,WR03,0,2016-02-29,INR,199.78
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2016,2015,WB,WR04,0,2016-02-29,INR,170.47
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2016,2015,WB,WR05,0,2016-02-29,INR,267.41
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2016,2015,WB,WR07,0,2016-02-29,INR,310.77
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2016,2015,WB,WR09,0,2016-02-29,INR,255.82
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2016,2015,WB,WR10,0,2016-02-29,INR,362.79
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2016,2015,WB,WR12,0,2016-02-29,INR,365.27
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2016,2015,WB,WR13,0,2016-02-29,INR,221.74
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2016,2015,WB,WR14,0,2016-02-29,INR,142.53
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2016,2015,WB,WR15,0,2016-02-29,INR,211.62
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2016,2015,WB,WR19,0,2016-02-29,INR,289.92
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2016,2015,WB,WR20,0,2016-02-29,INR,295.3
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2016,2015,WB,WR22,0,2016-02-29,INR,286.04
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2016,2015,WB,WR23,0,2016-02-29,INR,326.65
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2016,2015,WB,WR24,0,2016-02-29,INR,245.53
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2016,2015,WB,WR25,0,2016-02-29,INR,250.66
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2016,2015,WB,WR28,0,2016-02-29,INR,226.35
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2016,2015,WB,WR29,0,2016-02-29,INR,328.85
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2016,2015,WB,WR31,0,2016-02-29,INR,315.06
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2016,2015,WB,WR33,0,2016-02-29,INR,214.4
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2016,2015,WB,WR36,0,2016-02-29,INR,336.13
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2016,2015,ALL_INDIA,WR01,0,2016-03-31,INR,200.44
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2016,2015,ALL_INDIA,WR03,0,2016-03-31,INR,236.53
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2016,2015,ALL_INDIA,WR04,0,2016-03-31,INR,181.59
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2016,2015,ALL_INDIA,WR05,0,2016-03-31,INR,309.82
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2016,2015,ALL_INDIA,WR07,0,2016-03-31,INR,374.04
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2016,2015,ALL_INDIA,WR09,0,2016-03-31,INR,295.4
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2016,2015,ALL_INDIA,WR10,0,2016-03-31,INR,387.87
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2016,2015,ALL_INDIA,WR11,0,2016-03-31,INR,260.22
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2016,2015,ALL_INDIA,WR12,0,2016-03-31,INR,300.12
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2016,2015,ALL_INDIA,WR13,0,2016-03-31,INR,243.78
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2016,2015,ALL_INDIA,WR14,0,2016-03-31,INR,338.88
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2016,2015,ALL_INDIA,WR15,0,2016-03-31,INR,245.08
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2016,2015,ALL_INDIA,WR19,0,2016-03-31,INR,244.59
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2016,2015,ALL_INDIA,WR20,0,2016-03-31,INR,319.02
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2016,2015,ALL_INDIA,WR22,0,2016-03-31,INR,327.32
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2016,2015,ALL_INDIA,WR23,0,2016-03-31,INR,414.49
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2016,2015,ALL_INDIA,WR24,0,2016-03-31,INR,254.53
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2016,2015,ALL_INDIA,WR25,0,2016-03-31,INR,233.64
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2016,2015,ALL_INDIA,WR27,0,2016-03-31,INR,221.36
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2016,2015,ALL_INDIA,WR28,0,2016-03-31,INR,293.31
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2016,2015,ALL_INDIA,WR29,0,2016-03-31,INR,286.81
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2016,2015,ALL_INDIA,WR31,0,2016-03-31,INR,399.5
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2016,2015,ALL_INDIA,WR33,0,2016-03-31,INR,251.37
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2016,2015,ALL_INDIA,WR36,0,2016-03-31,INR,211.85
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2016,2015,ALL_INDIA,WR40,0,2016-03-31,INR,276.11
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2016,2015,ANP,WR01,0,2016-03-31,INR,160.39
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2016,2015,ANP,WR03,0,2016-03-31,INR,218.33
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2016,2015,ANP,WR05,0,2016-03-31,INR,237.66
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2016,2015,ANP,WR07,0,2016-03-31,INR,297.0
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2016,2015,ANP,WR09,0,2016-03-31,INR,269.51
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2016,2015,ANP,WR10,0,2016-03-31,INR,318.29
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2016,2015,ANP,WR13,0,2016-03-31,INR,219.43
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2016,2015,ANP,WR15,0,2016-03-31,INR,213.2
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2016,2015,ANP,WR20,0,2016-03-31,INR,298.66
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2016,2015,ANP,WR22,0,2016-03-31,INR,306.24
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2016,2015,ANP,WR23,0,2016-03-31,INR,378.61
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2016,2015,ANP,WR24,0,2016-03-31,INR,227.59
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2016,2015,ANP,WR27,0,2016-03-31,INR,192.06
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2016,2015,ANP,WR28,0,2016-03-31,INR,394.81
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2016,2015,ANP,WR29,0,2016-03-31,INR,302.27
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2016,2015,ANP,WR31,0,2016-03-31,INR,314.35
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2016,2015,ANP,WR33,0,2016-03-31,INR,235.56
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2016,2015,ANP,WR36,0,2016-03-31,INR,115.0
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2016,2015,ASM,WR05,0,2016-03-31,INR,315.95
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2016,2015,ASM,WR07,0,2016-03-31,INR,338.73
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2016,2015,ASM,WR09,0,2016-03-31,INR,277.37
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2016,2015,ASM,WR10,0,2016-03-31,INR,315.38
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2016,2015,ASM,WR13,0,2016-03-31,INR,222.2
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2016,2015,ASM,WR15,0,2016-03-31,INR,227.18
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2016,2015,ASM,WR20,0,2016-03-31,INR,299.81
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2016,2015,ASM,WR22,0,2016-03-31,INR,245.56
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2016,2015,ASM,WR23,0,2016-03-31,INR,376.01
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2016,2015,ASM,WR24,0,2016-03-31,INR,228.61
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2016,2015,ASM,WR29,0,2016-03-31,INR,246.08
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2016,2015,ASM,WR33,0,2016-03-31,INR,230.0
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2016,2015,ASM,WR36,0,2016-03-31,INR,217.41
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2016,2015,BIH,WR01,0,2016-03-31,INR,183.2
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2016,2015,BIH,WR03,0,2016-03-31,INR,167.08
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2016,2015,BIH,WR04,0,2016-03-31,INR,152.0
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2016,2015,BIH,WR05,0,2016-03-31,INR,297.81
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2016,2015,BIH,WR07,0,2016-03-31,INR,331.41
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2016,2015,BIH,WR09,0,2016-03-31,INR,247.14
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2016,2015,BIH,WR10,0,2016-03-31,INR,327.04
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2016,2015,BIH,WR12,0,2016-03-31,INR,288.89
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2016,2015,BIH,WR13,0,2016-03-31,INR,210.67
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2016,2015,BIH,WR15,0,2016-03-31,INR,231.71
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2016,2015,BIH,WR19,0,2016-03-31,INR,173.75
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2016,2015,BIH,WR20,0,2016-03-31,INR,270.0
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2016,2015,BIH,WR22,0,2016-03-31,INR,271.8
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2016,2015,BIH,WR23,0,2016-03-31,INR,365.9
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2016,2015,BIH,WR24,0,2016-03-31,INR,226.39
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2016,2015,BIH,WR25,0,2016-03-31,INR,183.75
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2016,2015,BIH,WR27,0,2016-03-31,INR,233.33
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2016,2015,BIH,WR28,0,2016-03-31,INR,260.24
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2016,2015,BIH,WR29,0,2016-03-31,INR,259.54
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2016,2015,BIH,WR31,0,2016-03-31,INR,320.83
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2016,2015,BIH,WR33,0,2016-03-31,INR,245.72
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2016,2015,BIH,WR36,0,2016-03-31,INR,222.58
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2016,2015,GUJ,WR01,0,2016-03-31,INR,165.0
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2016,2015,GUJ,WR05,0,2016-03-31,INR,300.29
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2016,2015,GUJ,WR07,0,2016-03-31,INR,375.6
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2016,2015,GUJ,WR09,0,2016-03-31,INR,234.29
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2016,2015,GUJ,WR10,0,2016-03-31,INR,294.26
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2016,2015,GUJ,WR13,0,2016-03-31,INR,177.73
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2016,2015,GUJ,WR15,0,2016-03-31,INR,196.72
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2016,2015,GUJ,WR19,0,2016-03-31,INR,191.86
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2016,2015,GUJ,WR20,0,2016-03-31,INR,227.86
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2016,2015,GUJ,WR22,0,2016-03-31,INR,218.0
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2016,2015,GUJ,WR23,0,2016-03-31,INR,436.43
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2016,2015,GUJ,WR24,0,2016-03-31,INR,200.53
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2016,2015,GUJ,WR25,0,2016-03-31,INR,162.86
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2016,2015,GUJ,WR27,0,2016-03-31,INR,199.35
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2016,2015,GUJ,WR28,0,2016-03-31,INR,174.17
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2016,2015,GUJ,WR29,0,2016-03-31,INR,236.79
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2016,2015,GUJ,WR31,0,2016-03-31,INR,303.57
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2016,2015,GUJ,WR33,0,2016-03-31,INR,205.67
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2016,2015,GUJ,WR36,0,2016-03-31,INR,131.43
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2016,2015,HAR,WR01,0,2016-03-31,INR,304.8
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2016,2015,HAR,WR07,0,2016-03-31,INR,500.33
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2016,2015,HAR,WR09,0,2016-03-31,INR,367.64
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2016,2015,HAR,WR10,0,2016-03-31,INR,477.64
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2016,2015,HAR,WR13,0,2016-03-31,INR,355.82
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2016,2015,HAR,WR15,0,2016-03-31,INR,349.0
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2016,2015,HAR,WR20,0,2016-03-31,INR,400.18
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2016,2015,HAR,WR23,0,2016-03-31,INR,557.83
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2016,2015,HAR,WR24,0,2016-03-31,INR,349.5
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2016,2015,HAR,WR27,0,2016-03-31,INR,341.71
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2016,2015,HAR,WR28,0,2016-03-31,INR,350.33
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2016,2015,HAR,WR29,0,2016-03-31,INR,370.29
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2016,2015,HAR,WR31,0,2016-03-31,INR,497.43
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2016,2015,HAR,WR33,0,2016-03-31,INR,358.75
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2016,2015,HAR,WR36,0,2016-03-31,INR,319.27
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2016,2015,HP,WR05,0,2016-03-31,INR,398.6
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2016,2015,HP,WR07,0,2016-03-31,INR,503.11
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2016,2015,HP,WR09,0,2016-03-31,INR,334.4
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2016,2015,HP,WR10,0,2016-03-31,INR,472.57
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2016,2015,HP,WR13,0,2016-03-31,INR,328.14
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2016,2015,HP,WR15,0,2016-03-31,INR,335.0
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2016,2015,HP,WR20,0,2016-03-31,INR,320.92
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2016,2015,HP,WR23,0,2016-03-31,INR,497.56
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2016,2015,HP,WR24,0,2016-03-31,INR,278.0
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2016,2015,HP,WR29,0,2016-03-31,INR,431.43
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2016,2015,HP,WR31,0,2016-03-31,INR,464.0
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2016,2015,HP,WR33,0,2016-03-31,INR,347.5
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2016,2015,JNK,WR01,0,2016-03-31,INR,441.43
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2016,2015,JNK,WR05,0,2016-03-31,INR,471.76
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2016,2015,JNK,WR07,0,2016-03-31,INR,518.57
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2016,2015,JNK,WR09,0,2016-03-31,INR,425.29
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2016,2015,JNK,WR10,0,2016-03-31,INR,557.69
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2016,2015,JNK,WR13,0,2016-03-31,INR,405.88
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2016,2015,JNK,WR15,0,2016-03-31,INR,400.0
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2016,2015,JNK,WR20,0,2016-03-31,INR,391.33
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2016,2015,JNK,WR22,0,2016-03-31,INR,480.56
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2016,2015,JNK,WR23,0,2016-03-31,INR,509.52
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2016,2015,JNK,WR24,0,2016-03-31,INR,407.37
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2016,2015,JNK,WR29,0,2016-03-31,INR,415.45
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2016,2015,JNK,WR31,0,2016-03-31,INR,544.67
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2016,2015,JNK,WR33,0,2016-03-31,INR,402.0
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2016,2015,KAR,WR01,0,2016-03-31,INR,249.69
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2016,2015,KAR,WR03,0,2016-03-31,INR,287.78
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2016,2015,KAR,WR04,0,2016-03-31,INR,169.52
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2016,2015,KAR,WR05,0,2016-03-31,INR,324.66
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2016,2015,KAR,WR07,0,2016-03-31,INR,402.36
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2016,2015,KAR,WR09,0,2016-03-31,INR,312.88
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2016,2015,KAR,WR10,0,2016-03-31,INR,348.15
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2016,2015,KAR,WR12,0,2016-03-31,INR,260.0
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2016,2015,KAR,WR13,0,2016-03-31,INR,241.3
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2016,2015,KAR,WR14,0,2016-03-31,INR,400.0
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2016,2015,KAR,WR15,0,2016-03-31,INR,269.66
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2016,2015,KAR,WR19,0,2016-03-31,INR,271.24
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2016,2015,KAR,WR20,0,2016-03-31,INR,329.64
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2016,2015,KAR,WR22,0,2016-03-31,INR,294.09
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2016,2015,KAR,WR23,0,2016-03-31,INR,377.37
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2016,2015,KAR,WR24,0,2016-03-31,INR,235.52
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2016,2015,KAR,WR25,0,2016-03-31,INR,271.67
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2016,2015,KAR,WR27,0,2016-03-31,INR,269.17
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2016,2015,KAR,WR28,0,2016-03-31,INR,292.25
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2016,2015,KAR,WR29,0,2016-03-31,INR,304.14
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2016,2015,KAR,WR31,0,2016-03-31,INR,348.0
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2016,2015,KAR,WR33,0,2016-03-31,INR,267.04
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2016,2015,KAR,WR36,0,2016-03-31,INR,203.82
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2016,2015,KAR,WR40,0,2016-03-31,INR,278.57
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2016,2015,KER,WR01,0,2016-03-31,INR,548.57
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2016,2015,KER,WR05,0,2016-03-31,INR,684.38
