DATAFLOW,AUDST,BASE_PER,FREQ,MEASURE_RN,REPYEAREND,REPYEARSTART,WPI_COM_CLS_RN,TIME_PERIOD,UNIT_MEASURE,OBS_VALUE
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_2011_12,AFY,ANL_VAR,2018,2017,WPI01,2018-03-31,IX,3.0
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_2011_12,AFY,ANL_VAR,2018,2017,WPI0101,2018-03-31,IX,1.3
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_2011_12,AFY,ANL_VAR,2018,2017,WPI010101,2018-03-31,IX,2.054754
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_2011_12,AFY,ANL_VAR,2018,2017,WPI010102,2018-03-31,IX,-2.148411
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_2011_12,AFY,ANL_VAR,2018,2017,WPI0102,2018-03-31,IX,8.1
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_2011_12,AFY,ANL_VAR,2018,2017,WPI0103,2018-03-31,IX,2.8
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_2011_12,AFY,ANNUAL_AVE,2018,2017,WPI01,2018-03-31,IX,114.9
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_2011_12,AFY,ANNUAL_AVE,2018,2017,WPI0101,2018-03-31,IX,130.55417
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_2011_12,AFY,ANNUAL_AVE,2018,2017,WPI010101,2018-03-31,IX,143.17083
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_2011_12,AFY,ANNUAL_AVE,2018,2017,WPI010102,2018-03-31,IX,119.5625
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_2011_12,AFY,ANNUAL_AVE,2018,2017,WPI0102,2018-03-31,IX,93.30833
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_2011_12,AFY,ANNUAL_AVE,2018,2017,WPI0103,2018-03-31,IX,113.83
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_2011_12,AFY,ANL_VAR,2019,2018,WPI01,2019-03-31,IX,4.280015
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_2011_12,AFY,ANL_VAR,2019,2018,WPI0101,2019-03-31,IX,2.8
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_2011_12,AFY,ANL_VAR,2019,2018,WPI010101,2019-03-31,IX,0.320047
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_2011_12,AFY,ANL_VAR,2019,2018,WPI010102,2019-03-31,IX,2.9
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_2011_12,AFY,ANL_VAR,2019,2018,WPI0102,2019-03-31,IX,11.6
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_2011_12,AFY,ANL_VAR,2019,2018,WPI0103,2019-03-31,IX,3.6
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_2011_12,AFY,ANNUAL_AVE,2019,2018,WPI01,2019-03-31,IX,119.75417
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_2011_12,AFY,ANNUAL_AVE,2019,2018,WPI0101,2019-03-31,IX,134.17917
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_2011_12,AFY,ANNUAL_AVE,2019,2018,WPI010101,2019-03-31,IX,143.6875
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_2011_12,AFY,ANNUAL_AVE,2019,2018,WPI010102,2019-03-31,IX,123.1
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_2011_12,AFY,ANNUAL_AVE,2019,2018,WPI0102,2019-03-31,IX,104.1
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_2011_12,AFY,ANNUAL_AVE,2019,2018,WPI0103,2019-03-31,IX,117.87917
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_2011_12,AFY,ANL_VAR,2020,2019,WPI01,2020-03-31,IX,1.676522
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_2011_12,AFY,ANL_VAR,2020,2019,WPI0101,2020-03-31,IX,6.761875
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_2011_12,AFY,ANL_VAR,2020,2019,WPI010101,2020-03-31,IX,8.422274
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_2011_12,AFY,ANL_VAR,2020,2019,WPI010102,2020-03-31,IX,4.5
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_2011_12,AFY,ANL_VAR,2020,2019,WPI0102,2020-03-31,IX,-1.777991
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_2011_12,AFY,ANL_VAR,2020,2019,WPI0103,2020-03-31,IX,0.289753
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_2011_12,AFY,ANNUAL_AVE,2020,2019,WPI01,2020-03-31,IX,121.775
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_2011_12,AFY,ANNUAL_AVE,2020,2019,WPI0101,2020-03-31,IX,143.3
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_2011_12,AFY,ANNUAL_AVE,2020,2019,WPI010101,2020-03-31,IX,155.76667
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_2011_12,AFY,ANNUAL_AVE,2020,2019,WPI010102,2020-03-31,IX,128.7
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_2011_12,AFY,ANNUAL_AVE,2020,2019,WPI0102,2020-03-31,IX,102.2
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_2011_12,AFY,ANNUAL_AVE,2020,2019,WPI0103,2020-03-31,IX,118.3
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_2011_12,AFY,ANL_VAR,2021,2020,WPI01,2021-03-31,IX,1.293103
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_2011_12,AFY,ANL_VAR,2021,2020,WPI0101,2021-03-31,IX,1.698267
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_2011_12,AFY,ANL_VAR,2021,2020,WPI010101,2021-03-31,IX,3.1
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_2011_12,AFY,ANL_VAR,2021,2020,WPI010102,2021-03-31,IX,1.4
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_2011_12,AFY,ANL_VAR,2021,2020,WPI0102,2021-03-31,IX,-8.031637
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_2011_12,AFY,ANL_VAR,2021,2020,WPI0103,2021-03-31,IX,2.7
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_2011_12,AFY,ANNUAL_AVE,2021,2020,WPI01,2021-03-31,IX,123.37826
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_2011_12,AFY,ANNUAL_AVE,2021,2020,WPI0101,2021-03-31,IX,145.7
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_2011_12,AFY,ANNUAL_AVE,2021,2020,WPI010101,2021-03-31,IX,160.7
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_2011_12,AFY,ANNUAL_AVE,2021,2020,WPI010102,2021-03-31,IX,130.5
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_2011_12,AFY,ANNUAL_AVE,2021,2020,WPI0102,2021-03-31,IX,93.98333
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_2011_12,AFY,ANNUAL_AVE,2021,2020,WPI0103,2021-03-31,IX,121.52609
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_2011_12,AFY,ANL_VAR,2022,2021,WPI01,2022-03-31,IX,12.99561
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_2011_12,AFY,ANL_VAR,2022,2021,WPI0101,2022-03-31,IX,10.3
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_2011_12,AFY,ANL_VAR,2022,2021,WPI010101,2022-03-31,IX,4.12323
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_2011_12,AFY,ANL_VAR,2022,2021,WPI010102,2022-03-31,IX,21.162
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_2011_12,AFY,ANL_VAR,2022,2021,WPI0102,2022-03-31,IX,32.542
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_2011_12,AFY,ANL_VAR,2022,2021,WPI0103,2022-03-31,IX,11.089014
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_2011_12,AFY,ANNUAL_AVE,2022,2021,WPI01,2022-03-31,IX,139.408
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_2011_12,AFY,ANNUAL_AVE,2022,2021,WPI0101,2022-03-31,IX,160.65
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_2011_12,AFY,ANNUAL_AVE,2022,2021,WPI010101,2022-03-31,IX,167.3
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_2011_12,AFY,ANNUAL_AVE,2022,2021,WPI010102,2022-03-31,IX,158.117
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_2011_12,AFY,ANNUAL_AVE,2022,2021,WPI0102,2022-03-31,IX,124.567
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_2011_12,AFY,ANNUAL_AVE,2022,2021,WPI0103,2022-03-31,IX,134.992
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_2011_12,AFY,ANL_VAR,2023,2022,WPI01,2023-03-31,IX,9.408811
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_2011_12,AFY,ANL_VAR,2023,2022,WPI0101,2023-03-31,IX,10.042536
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_2011_12,AFY,ANL_VAR,2023,2022,WPI010101,2023-03-31,IX,7.272365
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_2011_12,AFY,ANL_VAR,2023,2022,WPI010102,2023-03-31,IX,8.854222
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_2011_12,AFY,ANL_VAR,2023,2022,WPI0102,2023-03-31,IX,28.077335
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_2011_12,AFY,ANL_VAR,2023,2022,WPI0103,2023-03-31,IX,5.611457
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_2011_12,AFY,ANNUAL_AVE,2023,2022,WPI01,2023-03-31,IX,152.525
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_2011_12,AFY,ANNUAL_AVE,2023,2022,WPI0101,2023-03-31,IX,176.783333
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_2011_12,AFY,ANNUAL_AVE,2023,2022,WPI010101,2023-03-31,IX,179.466667
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_2011_12,AFY,ANNUAL_AVE,2023,2022,WPI010102,2023-03-31,IX,172.116667
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_2011_12,AFY,ANNUAL_AVE,2023,2022,WPI0102,2023-03-31,IX,159.541667
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_2011_12,AFY,ANNUAL_AVE,2023,2022,WPI0103,2023-03-31,IX,142.566667
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_2011_12,AFY,ANL_VAR,2024,2023,WPI01,2024-03-31,IX,-0.726657
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_2011_12,AFY,ANL_VAR,2024,2023,WPI0101,2024-03-31,IX,3.535401
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_2011_12,AFY,ANL_VAR,2024,2023,WPI010101,2024-03-31,IX,6.607541
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_2011_12,AFY,ANL_VAR,2024,2023,WPI010102,2024-03-31,IX,-5.640554
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_2011_12,AFY,ANL_VAR,2024,2023,WPI0102,2024-03-31,IX,-4.700966
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_2011_12,AFY,ANL_VAR,2024,2023,WPI0103,2024-03-31,IX,-1.683423
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_2011_12,AFY,ANNUAL_AVE,2024,2023,WPI01,2024-03-31,IX,151.416667
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_2011_12,AFY,ANNUAL_AVE,2024,2023,WPI0101,2024-03-31,IX,183.033333
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_2011_12,AFY,ANNUAL_AVE,2024,2023,WPI010101,2024-03-31,IX,191.325
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_2011_12,AFY,ANNUAL_AVE,2024,2023,WPI010102,2024-03-31,IX,162.408333
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_2011_12,AFY,ANNUAL_AVE,2024,2023,WPI0102,2024-03-31,IX,152.041667
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_2011_12,AFY,ANNUAL_AVE,2024,2023,WPI0103,2024-03-31,IX,140.166667
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_2011_12,AFY,ANL_VAR,2025,2024,WPI01,2025-03-31,IX,2.272977
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_2011_12,AFY,ANL_VAR,2025,2024,WPI0101,2025-03-31,IX,5.181206
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_2011_12,AFY,ANL_VAR,2025,2024,WPI010101,2025-03-31,IX,7.326103
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_2011_12,AFY,ANL_VAR,2025,2024,WPI010102,2025-03-31,IX,-0.41562
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_2011_12,AFY,ANL_VAR,2025,2024,WPI0102,2025-03-31,IX,-1.337353
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_2011_12,AFY,ANL_VAR,2025,2024,WPI0103,2025-03-31,IX,1.736132
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_2011_12,AFY,ANNUAL_AVE,2025,2024,WPI01,2025-03-31,IX,154.85833
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_2011_12,AFY,ANNUAL_AVE,2025,2024,WPI0101,2025-03-31,IX,192.51667
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_2011_12,AFY,ANNUAL_AVE,2025,2024,WPI010101,2025-03-31,IX,205.34167
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_2011_12,AFY,ANNUAL_AVE,2025,2024,WPI010102,2025-03-31,IX,161.73333
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_2011_12,AFY,ANNUAL_AVE,2025,2024,WPI0102,2025-03-31,IX,150.00833
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_2011_12,AFY,ANNUAL_AVE,2025,2024,WPI0103,2025-03-31,IX,142.59167
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_2011_12,AFY,ANNUAL_AVE,2026,2025,WPI01,2026-03-31,IX,155.5
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_2011_12,AFY,ANNUAL_AVE,2026,2025,WPI0101,2026-03-31,IX,189.809090909091
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_2011_12,AFY,ANNUAL_AVE,2026,2025,WPI010101,2026-03-31,IX,200.809090909091
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_2011_12,AFY,ANNUAL_AVE,2026,2025,WPI010102,2026-03-31,IX,168.172727272727
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_2011_12,AFY,ANNUAL_AVE,2026,2025,WPI0102,2026-03-31,IX,144.990909090909
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_2011_12,AFY,ANNUAL_AVE,2026,2025,WPI0103,2026-03-31,IX,145.554545454545
