DATAFLOW,AUDST,CURRENCY,FREQ,REPYEAREND,REPYEARSTART,UNIT_MULT,TIME_PERIOD,UNIT_MEASURE,OBS_VALUE
RBI:FOREX_RATE_D_RN(1.0),N_A,EUR,D,2026,2025,0,2026-01-09,INR,105.0065
RBI:FOREX_RATE_D_RN(1.0),N_A,GBP,D,2026,2025,0,2026-01-09,INR,121.0201
RBI:FOREX_RATE_D_RN(1.0),N_A,JPY,D,2026,2025,0,2026-01-09,INR,57.26
RBI:FOREX_RATE_D_RN(1.0),N_A,USD,D,2026,2025,0,2026-01-09,INR,90.1395
RBI:FOREX_RATE_D_RN(1.0),N_A,EUR,D,2026,2025,0,2026-01-12,INR,105.227
RBI:FOREX_RATE_D_RN(1.0),N_A,GBP,D,2026,2025,0,2026-01-12,INR,121.1695
RBI:FOREX_RATE_D_RN(1.0),N_A,JPY,D,2026,2025,0,2026-01-12,INR,57.08
RBI:FOREX_RATE_D_RN(1.0),N_A,USD,D,2026,2025,0,2026-01-12,INR,90.1899
RBI:FOREX_RATE_D_RN(1.0),N_A,EUR,D,2026,2025,0,2026-01-13,INR,105.2299
RBI:FOREX_RATE_D_RN(1.0),N_A,GBP,D,2026,2025,0,2026-01-13,INR,121.5689
RBI:FOREX_RATE_D_RN(1.0),N_A,JPY,D,2026,2025,0,2026-01-13,INR,56.81
RBI:FOREX_RATE_D_RN(1.0),N_A,USD,D,2026,2025,0,2026-01-13,INR,90.2677
RBI:FOREX_RATE_D_RN(1.0),N_A,EUR,D,2026,2025,0,2026-01-14,INR,105.0482
RBI:FOREX_RATE_D_RN(1.0),N_A,GBP,D,2026,2025,0,2026-01-14,INR,121.1997
RBI:FOREX_RATE_D_RN(1.0),N_A,JPY,D,2026,2025,0,2026-01-14,INR,56.62
RBI:FOREX_RATE_D_RN(1.0),N_A,USD,D,2026,2025,0,2026-01-14,INR,90.2016
RBI:FOREX_RATE_D_RN(1.0),N_A,EUR,D,2026,2025,0,2026-01-16,INR,105.2244
RBI:FOREX_RATE_D_RN(1.0),N_A,GBP,D,2026,2025,0,2026-01-16,INR,121.3147
RBI:FOREX_RATE_D_RN(1.0),N_A,JPY,D,2026,2025,0,2026-01-16,INR,57.24
RBI:FOREX_RATE_D_RN(1.0),N_A,USD,D,2026,2025,0,2026-01-16,INR,90.6497
RBI:FOREX_RATE_D_RN(1.0),N_A,EUR,D,2026,2025,0,2026-01-19,INR,105.7769
RBI:FOREX_RATE_D_RN(1.0),N_A,GBP,D,2026,2025,0,2026-01-19,INR,121.8841
RBI:FOREX_RATE_D_RN(1.0),N_A,JPY,D,2026,2025,0,2026-01-19,INR,57.64
RBI:FOREX_RATE_D_RN(1.0),N_A,USD,D,2026,2025,0,2026-01-19,INR,90.9705
RBI:FOREX_RATE_D_RN(1.0),N_A,EUR,D,2026,2025,0,2026-01-20,INR,106.1918
RBI:FOREX_RATE_D_RN(1.0),N_A,GBP,D,2026,2025,0,2026-01-20,INR,122.3257
RBI:FOREX_RATE_D_RN(1.0),N_A,JPY,D,2026,2025,0,2026-01-20,INR,57.48
RBI:FOREX_RATE_D_RN(1.0),N_A,USD,D,2026,2025,0,2026-01-20,INR,91.0356
