DATAFLOW,AUDST,CURRENCY,FREQ,REPYEAREND,REPYEARSTART,UNIT_MULT,TIME_PERIOD,UNIT_MEASURE,OBS_VALUE
RBI:AVG_FOR_RAT_RN(1.0),N_A,JPY,M,2022,2021,0,2021-08-31,INR,0.6753
RBI:AVG_FOR_RAT_RN(1.0),N_A,GBP,M,2022,2021,0,2021-08-31,INR,102.3972
RBI:AVG_FOR_RAT_RN(1.0),N_A,JPY,M,2022,2021,0,2021-07-31,INR,0.6757
RBI:AVG_FOR_RAT_RN(1.0),N_A,EUR,M,2022,2021,0,2021-07-31,INR,88.1296
RBI:AVG_FOR_RAT_RN(1.0),N_A,GBP,M,2022,2021,0,2021-07-31,INR,102.9714
RBI:AVG_FOR_RAT_RN(1.0),N_A,USD,M,2022,2021,0,2021-07-31,INR,74.527
RBI:AVG_FOR_RAT_RN(1.0),N_A,JPY,M,2022,2021,0,2021-06-30,INR,0.6682
RBI:AVG_FOR_RAT_RN(1.0),N_A,USD,M,2022,2021,0,2021-06-30,INR,73.5583
RBI:AVG_FOR_RAT_RN(1.0),N_A,GBP,M,2022,2021,0,2021-06-30,INR,103.2147
RBI:AVG_FOR_RAT_RN(1.0),N_A,EUR,M,2022,2021,0,2021-06-30,INR,88.6642
RBI:AVG_FOR_RAT_RN(1.0),N_A,GBP,M,2022,2021,0,2021-05-31,INR,103.0902
RBI:AVG_FOR_RAT_RN(1.0),N_A,EUR,M,2022,2021,0,2021-05-31,INR,88.9244
RBI:AVG_FOR_RAT_RN(1.0),N_A,JPY,M,2022,2021,0,2021-05-31,INR,0.6711
RBI:AVG_FOR_RAT_RN(1.0),N_A,USD,M,2022,2021,0,2021-05-31,INR,73.2677
RBI:AVG_FOR_RAT_RN(1.0),N_A,EUR,M,2022,2021,0,2021-04-30,INR,89.1994
RBI:AVG_FOR_RAT_RN(1.0),N_A,GBP,M,2022,2021,0,2021-04-30,INR,103.1291
RBI:AVG_FOR_RAT_RN(1.0),N_A,JPY,M,2022,2021,0,2021-04-30,INR,0.6835
RBI:AVG_FOR_RAT_RN(1.0),N_A,USD,M,2022,2021,0,2021-04-30,INR,74.4722
RBI:AVG_FOR_RAT_RN(1.0),N_A,EUR,M,2021,2020,0,2021-03-31,INR,86.7225
RBI:AVG_FOR_RAT_RN(1.0),N_A,GBP,M,2021,2020,0,2021-03-31,INR,100.8833
RBI:AVG_FOR_RAT_RN(1.0),N_A,JPY,M,2021,2020,0,2021-03-31,INR,0.6702
RBI:AVG_FOR_RAT_RN(1.0),N_A,USD,M,2021,2020,0,2021-03-31,INR,72.7928
RBI:AVG_FOR_RAT_RN(1.0),N_A,JPY,M,2021,2020,0,2021-02-28,INR,0.691
RBI:AVG_FOR_RAT_RN(1.0),N_A,GBP,M,2021,2020,0,2021-02-28,INR,100.806
RBI:AVG_FOR_RAT_RN(1.0),N_A,EUR,M,2021,2020,0,2021-02-28,INR,88.0341
RBI:AVG_FOR_RAT_RN(1.0),N_A,USD,M,2021,2020,0,2021-02-28,INR,72.7565
RBI:AVG_FOR_RAT_RN(1.0),N_A,USD,M,2021,2020,0,2021-01-31,INR,73.1094
RBI:AVG_FOR_RAT_RN(1.0),N_A,JPY,M,2021,2020,0,2021-01-31,INR,0.7051
RBI:AVG_FOR_RAT_RN(1.0),N_A,EUR,M,2021,2020,0,2021-01-31,INR,89.0529
RBI:AVG_FOR_RAT_RN(1.0),N_A,GBP,M,2021,2020,0,2021-01-31,INR,99.7296
RBI:AVG_FOR_RAT_RN(1.0),N_A,JPY,M,2021,2020,0,2020-12-31,INR,0.7089
RBI:AVG_FOR_RAT_RN(1.0),N_A,EUR,M,2021,2020,0,2020-12-31,INR,89.5534
