DATAFLOW,AUDST,CURRENCY,FREQ,RANGE_RT_RN,REPYEAREND,REPYEARSTART,UNIT_MULT,TIME_PERIOD,UNIT_MEASURE,OBS_VALUE
RBI:FOREX_RT_REF_RN(1.0),N_A,EUR,M,N_A,2020,2019,0,2019-10-31,INR,156.3606
RBI:FOREX_RT_REF_RN(1.0),N_A,USD,M,N_A,2020,2019,0,2019-10-31,INR,142.2354
RBI:FOREX_RT_REF_RN(1.0),N_A,GBP,M,N_A,2020,2019,0,2019-09-30,INR,175.9335
RBI:FOREX_RT_REF_RN(1.0),N_A,USD,M,N_A,2020,2019,0,2019-09-30,INR,142.8749
RBI:FOREX_RT_REF_RN(1.0),N_A,EUR,M,N_A,2020,2019,0,2019-09-30,INR,156.53
RBI:FOREX_RT_REF_RN(1.0),N_A,JPY,M,N_A,2020,2019,0,2019-09-30,INR,133.47
RBI:FOREX_RT_REF_RN(1.0),N_A,GBP,M,N_A,2020,2019,0,2019-08-31,INR,172.34120000000001
RBI:FOREX_RT_REF_RN(1.0),N_A,JPY,M,N_A,2020,2019,0,2019-08-31,INR,131.85
RBI:FOREX_RT_REF_RN(1.0),N_A,USD,M,N_A,2020,2019,0,2019-08-31,INR,141.2394
RBI:FOREX_RT_REF_RN(1.0),N_A,EUR,M,N_A,2020,2019,0,2019-08-31,INR,156.779
RBI:FOREX_RT_REF_RN(1.0),N_A,USD,M,N_A,2020,2019,0,2019-07-31,INR,137.42759999999998
RBI:FOREX_RT_REF_RN(1.0),N_A,GBP,M,N_A,2020,2019,0,2019-07-31,INR,171.01420000000002
RBI:FOREX_RT_REF_RN(1.0),N_A,JPY,M,N_A,2020,2019,0,2019-07-31,INR,126.93
RBI:FOREX_RT_REF_RN(1.0),N_A,EUR,M,N_A,2020,2019,0,2019-07-31,INR,154.7036
RBI:FOREX_RT_REF_RN(1.0),N_A,GBP,M,N_A,2020,2019,0,2019-06-30,INR,176.0303
RBI:FOREX_RT_REF_RN(1.0),N_A,JPY,M,N_A,2020,2019,0,2019-06-30,INR,128.8
RBI:FOREX_RT_REF_RN(1.0),N_A,EUR,M,N_A,2020,2019,0,2019-06-30,INR,156.6759
RBI:FOREX_RT_REF_RN(1.0),N_A,USD,M,N_A,2020,2019,0,2019-06-30,INR,138.75420000000003
RBI:FOREX_RT_REF_RN(1.0),N_A,USD,M,N_A,2020,2019,0,2019-05-31,INR,139.68869999999998
RBI:FOREX_RT_REF_RN(1.0),N_A,EUR,M,N_A,2020,2019,0,2019-05-31,INR,156.49009999999998
RBI:FOREX_RT_REF_RN(1.0),N_A,GBP,M,N_A,2020,2019,0,2019-05-31,INR,179.35899999999998
RBI:FOREX_RT_REF_RN(1.0),N_A,JPY,M,N_A,2020,2019,0,2019-05-31,INR,126.38
RBI:FOREX_RT_REF_RN(1.0),N_A,USD,M,N_A,2020,2019,0,2019-04-30,INR,138.6341
RBI:FOREX_RT_REF_RN(1.0),N_A,GBP,M,N_A,2020,2019,0,2019-04-30,INR,181.1064
RBI:FOREX_RT_REF_RN(1.0),N_A,JPY,M,N_A,2020,2019,0,2019-04-30,INR,124.25
RBI:FOREX_RT_REF_RN(1.0),N_A,EUR,M,N_A,2020,2019,0,2019-04-30,INR,155.5289
RBI:FOREX_RT_REF_RN(1.0),N_A,JPY,M,N_A,2019,2018,0,2019-03-31,INR,124.99000000000001
RBI:FOREX_RT_REF_RN(1.0),N_A,EUR,M,N_A,2019,2018,0,2019-03-31,INR,158.3202
RBI:FOREX_RT_REF_RN(1.0),N_A,USD,M,N_A,2019,2018,0,2019-03-31,INR,139.5543
RBI:FOREX_RT_REF_RN(1.0),N_A,GBP,M,N_A,2019,2018,0,2019-03-31,INR,184.3646
RBI:FOREX_RT_REF_RN(1.0),N_A,USD,M,N_A,2019,2018,0,2019-02-28,INR,142.3006
RBI:FOREX_RT_REF_RN(1.0),N_A,GBP,M,N_A,2019,2018,0,2019-02-28,INR,185.8348
RBI:FOREX_RT_REF_RN(1.0),N_A,EUR,M,N_A,2019,2018,0,2019-02-28,INR,161.9743
RBI:FOREX_RT_REF_RN(1.0),N_A,JPY,M,N_A,2019,2018,0,2019-02-28,INR,129.09
RBI:FOREX_RT_REF_RN(1.0),N_A,USD,M,N_A,2019,2018,0,2019-01-31,INR,140.8596
