DATAFLOW,AUDST,CURRENCY,FREQ,RANGE_RT_RN,REPYEAREND,REPYEARSTART,UNIT_MULT,TIME_PERIOD,UNIT_MEASURE,OBS_VALUE
RBI:FOREXRT_HL_RN(1.0),N_A,JPY,M,N_A,2024,2023,0,2023-04-30,INR,122.85
RBI:FOREXRT_HL_RN(1.0),N_A,GBP,M,N_A,2024,2023,0,2023-04-30,INR,203.84730000000002
RBI:FOREXRT_HL_RN(1.0),N_A,USD,M,N_A,2024,2023,0,2023-04-30,INR,164.03930000000003
RBI:FOREXRT_HL_RN(1.0),N_A,EUR,M,N_A,2024,2023,0,2023-04-30,INR,179.5719
RBI:FOREXRT_HL_RN(1.0),N_A,SDR,M,N_A,2024,2023,0,2023-04-30,INR,221.11200000000002
RBI:FOREXRT_HL_RN(1.0),N_A,USD,M,N_A,2023,2022,0,2023-03-31,INR,164.4289
RBI:FOREXRT_HL_RN(1.0),N_A,JPY,M,N_A,2023,2022,0,2023-03-31,INR,122.74000000000001
RBI:FOREXRT_HL_RN(1.0),N_A,GBP,M,N_A,2023,2022,0,2023-03-31,INR,198.937
RBI:FOREXRT_HL_RN(1.0),N_A,EUR,M,N_A,2023,2022,0,2023-03-31,INR,176.0475
RBI:FOREXRT_HL_RN(1.0),N_A,SDR,M,N_A,2023,2022,0,2023-03-31,INR,219.54399999999998
RBI:FOREXRT_HL_RN(1.0),N_A,SDR,M,N_A,2023,2022,0,2023-02-28,INR,221.168
RBI:FOREXRT_HL_RN(1.0),N_A,JPY,M,N_A,2023,2022,0,2023-02-28,INR,124.62
RBI:FOREXRT_HL_RN(1.0),N_A,USD,M,N_A,2023,2022,0,2023-02-28,INR,164.7639
RBI:FOREXRT_HL_RN(1.0),N_A,EUR,M,N_A,2023,2022,0,2023-02-28,INR,177.664
RBI:FOREXRT_HL_RN(1.0),N_A,GBP,M,N_A,2023,2022,0,2023-02-28,INR,200.388
RBI:FOREXRT_HL_RN(1.0),N_A,EUR,M,N_A,2023,2022,0,2023-01-31,INR,175.937
RBI:FOREXRT_HL_RN(1.0),N_A,GBP,M,N_A,2023,2022,0,2023-01-31,INR,199.6646
