DATAFLOW,AUDST,FREQ,REPYEAREND,REPYEARSTART,TYP_DEF_RN,UNIT_MULT,TIME_PERIOD,UNIT_MEASURE,OBS_VALUE
RBI:CG_DEF_RN(1.0),N_A,AFY,2013,2012,DEF7,0,2013-03-31,INR,511120000000
RBI:CG_DEF_RN(1.0),N_A,AFY,2014,2013,CE5,0,2014-03-31,INR,15469500000000
RBI:CG_DEF_RN(1.0),N_A,AFY,2014,2013,CGB3,0,2014-03-31,INR,1071440000000
RBI:CG_DEF_RN(1.0),N_A,AFY,2014,2013,CGR3,0,2014-03-31,INR,10440920000000
RBI:CG_DEF_RN(1.0),N_A,AFY,2014,2013,DEF1,0,2014-03-31,INR,5028580000000
RBI:CG_DEF_RN(1.0),N_A,AFY,2014,2013,DEF2,0,2014-03-31,INR,4961570000000
RBI:CG_DEF_RN(1.0),N_A,AFY,2014,2013,DEF4,0,2014-03-31,INR,1286040000000
RBI:CG_DEF_RN(1.0),N_A,AFY,2014,2013,DEF5,0,2014-03-31,INR,1437710000000
RBI:CG_DEF_RN(1.0),N_A,AFY,2014,2013,DEF6,0,2014-03-31,INR,3570480000000
RBI:CG_DEF_RN(1.0),N_A,AFY,2014,2013,DEF7,0,2014-03-31,INR,-172060000000
RBI:CG_DEF_RN(1.0),N_A,AFY,2015,2014,CE5,0,2015-03-31,INR,16499350000000
RBI:CG_DEF_RN(1.0),N_A,AFY,2015,2014,CGB3,0,2015-03-31,INR,-3366050000000
RBI:CG_DEF_RN(1.0),N_A,AFY,2015,2014,CGR3,0,2015-03-31,INR,11392090000000
RBI:CG_DEF_RN(1.0),N_A,AFY,2015,2014,DEF1,0,2015-03-31,INR,5107250000000
RBI:CG_DEF_RN(1.0),N_A,AFY,2015,2014,DEF2,0,2015-03-31,INR,4952450000000
RBI:CG_DEF_RN(1.0),N_A,AFY,2015,2014,DEF4,0,2015-03-31,INR,1082810000000
RBI:CG_DEF_RN(1.0),N_A,AFY,2015,2014,DEF5,0,2015-03-31,INR,1166050000000
RBI:CG_DEF_RN(1.0),N_A,AFY,2015,2014,DEF6,0,2015-03-31,INR,3655190000000
RBI:CG_DEF_RN(1.0),N_A,AFY,2015,2014,DEF7,0,2015-03-31,INR,-369250000000
RBI:CG_DEF_RN(1.0),N_A,AFY,2016,2015,CE5,0,2016-03-31,INR,17699480000000
RBI:CG_DEF_RN(1.0),N_A,AFY,2016,2015,CGB3,0,2016-03-31,INR,635240000000
RBI:CG_DEF_RN(1.0),N_A,AFY,2016,2015,CGR3,0,2016-03-31,INR,12371570000000
RBI:CG_DEF_RN(1.0),N_A,AFY,2016,2015,DEF1,0,2016-03-31,INR,5327910000000
RBI:CG_DEF_RN(1.0),N_A,AFY,2016,2015,DEF2,0,2016-03-31,INR,5272890000000
RBI:CG_DEF_RN(1.0),N_A,AFY,2016,2015,DEF4,0,2016-03-31,INR,911320000000
RBI:CG_DEF_RN(1.0),N_A,AFY,2016,2015,DEF5,0,2016-03-31,INR,1110080000000
RBI:CG_DEF_RN(1.0),N_A,AFY,2016,2015,DEF6,0,2016-03-31,INR,3427360000000
RBI:CG_DEF_RN(1.0),N_A,AFY,2016,2015,DEF7,0,2016-03-31,INR,-989230000000
RBI:CG_DEF_RN(1.0),N_A,AFY,2017,2016,CE5,0,2017-03-31,INR,19575644400000
RBI:CG_DEF_RN(1.0),N_A,AFY,2017,2016,CGB3,0,2017-03-31,INR,1950290000000
RBI:CG_DEF_RN(1.0),N_A,AFY,2017,2016,CGR3,0,2017-03-31,INR,14219455500000
RBI:CG_DEF_RN(1.0),N_A,AFY,2017,2016,DEF1,0,2017-03-31,INR,5356180000000
RBI:CG_DEF_RN(1.0),N_A,AFY,2017,2016,DEF2,0,2017-03-31,INR,5164381500000
RBI:CG_DEF_RN(1.0),N_A,AFY,2017,2016,DEF4,0,2017-03-31,INR,549040000000
RBI:CG_DEF_RN(1.0),N_A,AFY,2017,2016,DEF5,0,2017-03-31,INR,519530000000
RBI:CG_DEF_RN(1.0),N_A,AFY,2017,2016,DEF6,0,2017-03-31,INR,3163810000000
RBI:CG_DEF_RN(1.0),N_A,AFY,2017,2016,DEF7,0,2017-03-31,INR,-1643330000000
RBI:CG_DEF_RN(1.0),N_A,AFY,2018,2017,CE5,0,2018-03-31,INR,21263397799999.996
RBI:CG_DEF_RN(1.0),N_A,AFY,2018,2017,CGB3,0,2018-03-31,INR,-1453050000000
RBI:CG_DEF_RN(1.0),N_A,AFY,2018,2017,CGR3,0,2018-03-31,INR,15352777000000
RBI:CG_DEF_RN(1.0),N_A,AFY,2018,2017,DEF1,0,2018-03-31,INR,5910620800000
RBI:CG_DEF_RN(1.0),N_A,AFY,2018,2017,DEF2,0,2018-03-31,INR,5886680500000
RBI:CG_DEF_RN(1.0),N_A,AFY,2018,2017,DEF4,0,2018-03-31,INR,621100000000
RBI:CG_DEF_RN(1.0),N_A,AFY,2018,2017,DEF5,0,2018-03-31,INR,732900000000
RBI:CG_DEF_RN(1.0),N_A,AFY,2018,2017,DEF6,0,2018-03-31,INR,4436000000000
RBI:CG_DEF_RN(1.0),N_A,AFY,2018,2017,DEF7,0,2018-03-31,INR,-853520000000
RBI:CG_DEF_RN(1.0),N_A,AFY,2019,2018,CE5,0,2019-03-31,INR,22970604100000
RBI:CG_DEF_RN(1.0),N_A,AFY,2019,2018,CGB3,0,2019-03-31,INR,3261870000000
RBI:CG_DEF_RN(1.0),N_A,AFY,2019,2018,CGR3,0,2019-03-31,INR,16476423700000.002
RBI:CG_DEF_RN(1.0),N_A,AFY,2019,2018,DEF1,0,2019-03-31,INR,6494180000000
RBI:CG_DEF_RN(1.0),N_A,AFY,2019,2018,DEF2,0,2019-03-31,INR,6392490000000
RBI:CG_DEF_RN(1.0),N_A,AFY,2019,2018,DEF4,0,2019-03-31,INR,667700000000
RBI:CG_DEF_RN(1.0),N_A,AFY,2019,2018,DEF5,0,2019-03-31,INR,687460000000
RBI:CG_DEF_RN(1.0),N_A,AFY,2019,2018,DEF6,0,2019-03-31,INR,4544830000000
RBI:CG_DEF_RN(1.0),N_A,AFY,2019,2018,DEF7,0,2019-03-31,INR,-1281650000000
RBI:CG_DEF_RN(1.0),N_A,AFY,2020,2019,CE5,0,2020-03-31,INR,26680138000000
RBI:CG_DEF_RN(1.0),N_A,AFY,2020,2019,CGB3,0,2020-03-31,INR,1892680000000
RBI:CG_DEF_RN(1.0),N_A,AFY,2020,2019,CGR3,0,2020-03-31,INR,17343633799999.998
RBI:CG_DEF_RN(1.0),N_A,AFY,2020,2019,DEF1,0,2020-03-31,INR,9336510000000
RBI:CG_DEF_RN(1.0),N_A,AFY,2020,2019,DEF2,0,2020-03-31,INR,9275533300000
RBI:CG_DEF_RN(1.0),N_A,AFY,2020,2019,DEF4,0,2020-03-31,INR,3215810000000
RBI:CG_DEF_RN(1.0),N_A,AFY,2020,2019,DEF5,0,2020-03-31,INR,3278323100000
RBI:CG_DEF_RN(1.0),N_A,AFY,2020,2019,DEF6,0,2020-03-31,INR,6665450000000
RBI:CG_DEF_RN(1.0),N_A,AFY,2020,2019,DEF7,0,2020-03-31,INR,544750000000
RBI:CG_DEF_RN(1.0),N_A,AFY,2021,2020,CE5,0,2021-03-31,INR,34901080000000
RBI:CG_DEF_RN(1.0),N_A,AFY,2021,2020,CGB3,0,2021-03-31,INR,1066040000000
RBI:CG_DEF_RN(1.0),N_A,AFY,2021,2020,CGR3,0,2021-03-31,INR,16718165400000
RBI:CG_DEF_RN(1.0),N_A,AFY,2021,2020,DEF1,0,2021-03-31,INR,18182910000000
RBI:CG_DEF_RN(1.0),N_A,AFY,2021,2020,DEF2,0,2021-03-31,INR,17275287400000
RBI:CG_DEF_RN(1.0),N_A,AFY,2021,2020,DEF4,0,2021-03-31,INR,11384220000000
RBI:CG_DEF_RN(1.0),N_A,AFY,2021,2020,DEF5,0,2021-03-31,INR,10647740000000
RBI:CG_DEF_RN(1.0),N_A,AFY,2021,2020,DEF6,0,2021-03-31,INR,14495990000000
RBI:CG_DEF_RN(1.0),N_A,AFY,2021,2020,DEF7,0,2021-03-31,INR,7697300000000
RBI:CG_DEF_RN(1.0),N_A,AFY,2022,2021,CE5,0,2022-03-31,INR,37690640000000
RBI:CG_DEF_RN(1.0),N_A,AFY,2022,2021,CGB3,0,2022-03-31,INR,3526270000000
RBI:CG_DEF_RN(1.0),N_A,AFY,2022,2021,CGR3,0,2022-03-31,INR,21845440000000
RBI:CG_DEF_RN(1.0),N_A,AFY,2022,2021,DEF1,0,2022-03-31,INR,15845210000000
RBI:CG_DEF_RN(1.0),N_A,AFY,2022,2021,DEF2,0,2022-03-31,INR,15508822300000
RBI:CG_DEF_RN(1.0),N_A,AFY,2022,2021,DEF4,0,2022-03-31,INR,7790220000000
RBI:CG_DEF_RN(1.0),N_A,AFY,2022,2021,DEF5,0,2022-03-31,INR,7672572300000
RBI:CG_DEF_RN(1.0),N_A,AFY,2022,2021,DEF6,0,2022-03-31,INR,10310210000000
RBI:CG_DEF_RN(1.0),N_A,AFY,2022,2021,DEF7,0,2022-03-31,INR,2255220000000
RBI:CG_DEF_RN(1.0),N_A,AFY,2023,2022,CE5,0,2023-03-31,INR,41669958500000
RBI:CG_DEF_RN(1.0),N_A,AFY,2023,2022,CGB3,0,2023-03-31,INR,14040000000
RBI:CG_DEF_RN(1.0),N_A,AFY,2023,2022,CGR3,0,2023-03-31,INR,24292410000000
RBI:CG_DEF_RN(1.0),N_A,AFY,2023,2022,DEF1,0,2023-03-31,INR,17377550000000
RBI:CG_DEF_RN(1.0),N_A,AFY,2023,2022,DEF2,0,2023-03-31,INR,16486480900000
RBI:CG_DEF_RN(1.0),N_A,AFY,2023,2022,DEF4,0,2023-03-31,INR,8092380000000
RBI:CG_DEF_RN(1.0),N_A,AFY,2023,2022,DEF5,0,2023-03-31,INR,7479833200000
RBI:CG_DEF_RN(1.0),N_A,AFY,2023,2022,DEF6,0,2023-03-31,INR,10699260000000
RBI:CG_DEF_RN(1.0),N_A,AFY,2023,2022,DEF7,0,2023-03-31,INR,1414090000000
RBI:CG_DEF_RN(1.0),N_A,AFY,2024,2023,CE5,0,2024-03-31,INR,44168010000000
RBI:CG_DEF_RN(1.0),N_A,AFY,2024,2023,CGB3,0,2024-03-31,INR,-2637210400000
RBI:CG_DEF_RN(1.0),N_A,AFY,2024,2023,CGR3,0,2024-03-31,INR,27621575700000
RBI:CG_DEF_RN(1.0),N_A,AFY,2024,2023,DEF1,0,2024-03-31,INR,16546430000000
RBI:CG_DEF_RN(1.0),N_A,AFY,2024,2023,DEF2,0,2024-03-31,INR,15201939700000
RBI:CG_DEF_RN(1.0),N_A,AFY,2024,2023,DEF4,0,2024-03-31,INR,5907710000000
RBI:CG_DEF_RN(1.0),N_A,AFY,2024,2023,DEF5,0,2024-03-31,INR,4945825800000
RBI:CG_DEF_RN(1.0),N_A,AFY,2024,2023,DEF6,0,2024-03-31,INR,7652160000000
RBI:CG_DEF_RN(1.0),N_A,AFY,2024,2023,DEF7,0,2024-03-31,INR,-2986560000000
RBI:CG_DEF_RN(1.0),N_A,AFY,2025,2024,CE5,0,2025-03-31,INR,46904865700000
RBI:CG_DEF_RN(1.0),N_A,AFY,2025,2024,CGB3,0,2025-03-31,INR,2888045300000.0005
RBI:CG_DEF_RN(1.0),N_A,AFY,2025,2024,CGR3,0,2025-03-31,INR,31209595700000
RBI:CG_DEF_RN(1.0),N_A,AFY,2025,2024,DEF1,0,2025-03-31,INR,15695270000000
RBI:CG_DEF_RN(1.0),N_A,AFY,2025,2024,DEF2,0,2025-03-31,INR,14248339600000
RBI:CG_DEF_RN(1.0),N_A,AFY,2025,2024,DEF4,0,2025-03-31,INR,4315870000000
RBI:CG_DEF_RN(1.0),N_A,AFY,2025,2024,DEF5,0,2025-03-31,INR,3209358200000
RBI:CG_DEF_RN(1.0),N_A,AFY,2025,2024,DEF6,0,2025-03-31,INR,6100980000000
RBI:CG_DEF_RN(1.0),N_A,AFY,2025,2024,DEF7,0,2025-03-31,INR,-5278420000000
RBI:CG_DEF_RN(1.0),N_A,AFY,2026,2025,CE5,0,2026-03-31,INR,50363450400000
RBI:CG_DEF_RN(1.0),N_A,AFY,2026,2025,CGR3,0,2026-03-31,INR,34674088900000
RBI:CG_DEF_RN(1.0),N_A,AFY,2026,2025,DEF1,0,2026-03-31,INR,15689360000000
RBI:CG_DEF_RN(1.0),N_A,AFY,2026,2025,DEF2,0,2026-03-31,INR,13720915200000
RBI:CG_DEF_RN(1.0),N_A,AFY,2026,2025,DEF4,0,2026-03-31,INR,2925980000000
RBI:CG_DEF_RN(1.0),N_A,AFY,2026,2025,DEF5,0,2026-03-31,INR,1434915000000
RBI:CG_DEF_RN(1.0),N_A,AFY,2026,2025,DEF6,0,2026-03-31,INR,5238460000000
RBI:CG_DEF_RN(1.0),N_A,AFY,2026,2025,DEF7,0,2026-03-31,INR,-7524920000000
