DATAFLOW,AUDST,FREQ,REPYEAREND,REPYEARSTART,TYP_CGEXP_RN,UNIT_MULT,TIME_PERIOD,UNIT_MEASURE,OBS_VALUE
RBI:CG_DEV_NDEV_EXP_RN(1.0),N_A,AFY,1993,1992,CE1101,0,1993-03-31,INR,262480000000
RBI:CG_DEV_NDEV_EXP_RN(1.0),N_A,AFY,1992,1991,CE12,0,1992-03-31,INR,551700000000
RBI:CG_DEV_NDEV_EXP_RN(1.0),N_A,AFY,1992,1991,CE1101,0,1992-03-31,INR,236810000000
RBI:CG_DEV_NDEV_EXP_RN(1.0),N_A,AFY,1992,1991,CE1,0,1992-03-31,INR,1144830000000
RBI:CG_DEV_NDEV_EXP_RN(1.0),N_A,AFY,1992,1991,CE11,0,1992-03-31,INR,593130000000
RBI:CG_DEV_NDEV_EXP_RN(1.0),N_A,AFY,1992,1991,CE1102,0,1992-03-31,INR,35690000000
RBI:CG_DEV_NDEV_EXP_RN(1.0),N_A,AFY,1991,1990,CE1101,0,1991-03-31,INR,245880000000
RBI:CG_DEV_NDEV_EXP_RN(1.0),N_A,AFY,1991,1990,CE11,0,1991-03-31,INR,586450000000
RBI:CG_DEV_NDEV_EXP_RN(1.0),N_A,AFY,1991,1990,CE12,0,1991-03-31,INR,493490000000
RBI:CG_DEV_NDEV_EXP_RN(1.0),N_A,AFY,1991,1990,CE1,0,1991-03-31,INR,1079940000000
RBI:CG_DEV_NDEV_EXP_RN(1.0),N_A,AFY,1991,1990,CE1102,0,1991-03-31,INR,32740000000
RBI:CG_DEV_NDEV_EXP_RN(1.0),N_A,AFY,1990,1989,CE1,0,1990-03-31,INR,952240000000
RBI:CG_DEV_NDEV_EXP_RN(1.0),N_A,AFY,1990,1989,CE11,0,1990-03-31,INR,542040000000
RBI:CG_DEV_NDEV_EXP_RN(1.0),N_A,AFY,1990,1989,CE1102,0,1990-03-31,INR,30610000000
RBI:CG_DEV_NDEV_EXP_RN(1.0),N_A,AFY,1990,1989,CE1101,0,1990-03-31,INR,256020000000
RBI:CG_DEV_NDEV_EXP_RN(1.0),N_A,AFY,1990,1989,CE12,0,1990-03-31,INR,410200000000
RBI:CG_DEV_NDEV_EXP_RN(1.0),N_A,AFY,1989,1988,CE12,0,1989-03-31,INR,355190000000
RBI:CG_DEV_NDEV_EXP_RN(1.0),N_A,AFY,1989,1988,CE1101,0,1989-03-31,INR,180220000000
RBI:CG_DEV_NDEV_EXP_RN(1.0),N_A,AFY,1989,1988,CE11,0,1989-03-31,INR,415360000000
RBI:CG_DEV_NDEV_EXP_RN(1.0),N_A,AFY,1989,1988,CE1,0,1989-03-31,INR,770550000000
RBI:CG_DEV_NDEV_EXP_RN(1.0),N_A,AFY,1989,1988,CE1102,0,1989-03-31,INR,27690000000
RBI:CG_DEV_NDEV_EXP_RN(1.0),N_A,AFY,1988,1987,CE11,0,1988-03-31,INR,365730000000
RBI:CG_DEV_NDEV_EXP_RN(1.0),N_A,AFY,1988,1987,CE1101,0,1988-03-31,INR,157220000000
RBI:CG_DEV_NDEV_EXP_RN(1.0),N_A,AFY,1988,1987,CE1102,0,1988-03-31,INR,23690000000
RBI:CG_DEV_NDEV_EXP_RN(1.0),N_A,AFY,1988,1987,CE12,0,1988-03-31,INR,302610000000
RBI:CG_DEV_NDEV_EXP_RN(1.0),N_A,AFY,1988,1987,CE1,0,1988-03-31,INR,668340000000
RBI:CG_DEV_NDEV_EXP_RN(1.0),N_A,AFY,1987,1986,CE11,0,1987-03-31,INR,354980000000
RBI:CG_DEV_NDEV_EXP_RN(1.0),N_A,AFY,1987,1986,CE12,0,1987-03-31,INR,260600000000
RBI:CG_DEV_NDEV_EXP_RN(1.0),N_A,AFY,1987,1986,CE1,0,1987-03-31,INR,615580000000
RBI:CG_DEV_NDEV_EXP_RN(1.0),N_A,AFY,1987,1986,CE1101,0,1987-03-31,INR,162750000000
RBI:CG_DEV_NDEV_EXP_RN(1.0),N_A,AFY,1987,1986,CE1102,0,1987-03-31,INR,21610000000
RBI:CG_DEV_NDEV_EXP_RN(1.0),N_A,AFY,1986,1985,CE1102,0,1986-03-31,INR,14960000000
RBI:CG_DEV_NDEV_EXP_RN(1.0),N_A,AFY,1986,1985,CE1,0,1986-03-31,INR,538080000000
RBI:CG_DEV_NDEV_EXP_RN(1.0),N_A,AFY,1986,1985,CE12,0,1986-03-31,INR,208990000000
RBI:CG_DEV_NDEV_EXP_RN(1.0),N_A,AFY,1986,1985,CE1101,0,1986-03-31,INR,140140000000
RBI:CG_DEV_NDEV_EXP_RN(1.0),N_A,AFY,1986,1985,CE11,0,1986-03-31,INR,329090000000
