DATAFLOW,AUDST,DAILY_AVG_TO_RN,FREQ,REPYEAREND,REPYEARSTART,UNIT_MULT,TIME_PERIOD,UNIT_MEASURE,OBS_VALUE
RBI:GSEC_TO_RN(1.0),N_A,TR_BILL_182_DAY,M,2026,2025,0,2025-08-01,INR,143330000000
RBI:GSEC_TO_RN(1.0),N_A,TR_BILL_364_DAY,M,2026,2025,0,2025-08-01,INR,163231480000
RBI:GSEC_TO_RN(1.0),N_A,TR_BILL_91_DAY,M,2026,2025,0,2025-08-01,INR,274428880000
RBI:GSEC_TO_RN(1.0),N_A,RBI,M,2026,2025,0,2025-08-01,INR,34548600000
RBI:GSEC_TO_RN(1.0),N_A,OR_STATE_GOVT_SEC,M,2026,2025,0,2025-07-25,INR,403671740000
RBI:GSEC_TO_RN(1.0),N_A,RBI,M,2026,2025,0,2025-07-25,INR,31362800000
RBI:GSEC_TO_RN(1.0),N_A,TR_BILL_182_DAY,M,2026,2025,0,2025-07-25,INR,173508340000
RBI:GSEC_TO_RN(1.0),N_A,OR_GOVT_SEC,M,2026,2025,0,2025-07-25,INR,4105065140092
RBI:GSEC_TO_RN(1.0),N_A,TR_BILL_91_DAY,M,2026,2025,0,2025-07-25,INR,249331260000
RBI:GSEC_TO_RN(1.0),N_A,TR_BILL_364_DAY,M,2026,2025,0,2025-07-25,INR,119733460000
RBI:GSEC_TO_RN(1.0),N_A,TR_BILL_182_DAY,M,2026,2025,0,2025-07-18,INR,230837800000
RBI:GSEC_TO_RN(1.0),N_A,OR_STATE_GOVT_SEC,M,2026,2025,0,2025-07-18,INR,435629020000
RBI:GSEC_TO_RN(1.0),N_A,TR_BILL_364_DAY,M,2026,2025,0,2025-07-18,INR,197166960000
RBI:GSEC_TO_RN(1.0),N_A,TR_BILL_91_DAY,M,2026,2025,0,2025-07-18,INR,199183480000
RBI:GSEC_TO_RN(1.0),N_A,RBI,M,2026,2025,0,2025-07-18,INR,40570200000
RBI:GSEC_TO_RN(1.0),N_A,OR_GOVT_SEC,M,2026,2025,0,2025-07-18,INR,4521682160106
RBI:GSEC_TO_RN(1.0),N_A,OR_GOVT_SEC,M,2026,2025,0,2025-07-11,INR,4134513680086
RBI:GSEC_TO_RN(1.0),N_A,TR_BILL_91_DAY,M,2026,2025,0,2025-07-11,INR,231236260000
RBI:GSEC_TO_RN(1.0),N_A,TR_BILL_364_DAY,M,2026,2025,0,2025-07-11,INR,125487320000
