DATAFLOW,AUDST,FREQ,REPYEAREND,REPYEARSTART,SOUR_RN,UNIT_MULT,TIME_PERIOD,UNIT_MEASURE,OBS_VALUE
RBI:RMS_W_RN(1.0),N_A,W,2025,2024,SOR5,0,2025-03-07,INR,269435300000
RBI:RMS_W_RN(1.0),N_A,W,2025,2024,SOR4,0,2025-03-07,INR,575850000000
RBI:RMS_W_RN(1.0),N_A,W,2025,2024,SOR7,0,2025-03-07,INR,363057651600
RBI:RMS_W_RN(1.0),N_A,W,2025,2024,SOR8,0,2025-03-07,INR,21782751030000
RBI:RMS_W_RN(1.0),N_A,W,2025,2024,SOR1,0,2025-03-07,INR,12745495000000
RBI:RMS_W_RN(1.0),N_A,W,2025,2024,SOR6,0,2025-03-07,INR,55220590500000
RBI:RMS_W_RN(1.0),N_A,W,2025,2024,SOR4,0,2025-02-28,INR,1322440000000
RBI:RMS_W_RN(1.0),N_A,W,2025,2024,SOR1,0,2025-02-28,INR,12741024100000
RBI:RMS_W_RN(1.0),N_A,W,2025,2024,SOR7,0,2025-02-28,INR,363057651600
RBI:RMS_W_RN(1.0),N_A,W,2025,2024,SOR5,0,2025-02-28,INR,308883100000
RBI:RMS_W_RN(1.0),N_A,W,2025,2024,SOR6,0,2025-02-28,INR,54320632050000
RBI:RMS_W_RN(1.0),N_A,W,2025,2024,SOR8,0,2025-02-28,INR,21549196580000
