DATAFLOW,AUDST,COM_MS_RN,FREQ,MEASURE_RN,REPYEAREND,REPYEARSTART,SOUR_MS_RN,UNIT_MULT,TIME_PERIOD,UNIT_MEASURE,OBS_VALUE
RBI:AMAGG_RN(1.0),N_A,CMS1102,AFY,ANNUAL_AVE,2018,2017,N_A,0,2018-03-31,INR,12580405974000
RBI:AMAGG_RN(1.0),N_A,CMS12,AFY,ANNUAL_AVE,2018,2017,N_A,0,2018-03-31,INR,102793534139000
RBI:AMAGG_RN(1.0),N_A,N_A,AFY,ANNUAL_AVE,2018,2017,SMS1,0,2018-03-31,INR,40552494921000
RBI:AMAGG_RN(1.0),N_A,N_A,AFY,ANNUAL_AVE,2018,2017,SMS2,0,2018-03-31,INR,84881615347000
RBI:AMAGG_RN(1.0),N_A,N_A,AFY,ANNUAL_AVE,2018,2017,SMS3,0,2018-03-31,INR,27031765709000
RBI:AMAGG_RN(1.0),N_A,N_A,AFY,ANNUAL_AVE,2018,2017,SMS4,0,2018-03-31,INR,254587650000
RBI:AMAGG_RN(1.0),N_A,N_A,AFY,ANNUAL_AVE,2018,2017,SMS5,0,2018-03-31,INR,21663220852000
RBI:AMAGG_RN(1.0),N_A,CMS1,AFY,ANNUAL_AVE,2019,2018,N_A,0,2019-03-31,INR,144477981429000
RBI:AMAGG_RN(1.0),N_A,CMS11,AFY,ANNUAL_AVE,2019,2018,N_A,0,2019-03-31,INR,32944264947999.996
RBI:AMAGG_RN(1.0),N_A,CMS1101,AFY,ANNUAL_AVE,2019,2018,N_A,0,2019-03-31,INR,25431476298000
RBI:AMAGG_RN(1.0),N_A,CMS1101101,AFY,ANNUAL_AVE,2019,2018,N_A,0,2019-03-31,INR,19104958221000
RBI:AMAGG_RN(1.0),N_A,CMS11012,AFY,ANNUAL_AVE,2019,2018,N_A,0,2019-03-31,INR,260452404000
RBI:AMAGG_RN(1.0),N_A,CMS1102,AFY,ANNUAL_AVE,2019,2018,N_A,0,2019-03-31,INR,13578854323000
RBI:AMAGG_RN(1.0),N_A,CMS12,AFY,ANNUAL_AVE,2019,2018,N_A,0,2019-03-31,INR,111533716481000
RBI:AMAGG_RN(1.0),N_A,N_A,AFY,ANNUAL_AVE,2019,2018,SMS1,0,2019-03-31,INR,43158715536000
RBI:AMAGG_RN(1.0),N_A,N_A,AFY,ANNUAL_AVE,2019,2018,SMS2,0,2019-03-31,INR,95956477059000
RBI:AMAGG_RN(1.0),N_A,N_A,AFY,ANNUAL_AVE,2019,2018,SMS3,0,2019-03-31,INR,29593224088000
RBI:AMAGG_RN(1.0),N_A,N_A,AFY,ANNUAL_AVE,2019,2018,SMS4,0,2019-03-31,INR,257357227000.00003
RBI:AMAGG_RN(1.0),N_A,N_A,AFY,ANNUAL_AVE,2019,2018,SMS5,0,2019-03-31,INR,24487792481000
RBI:AMAGG_RN(1.0),N_A,CMS1,AFY,ANNUAL_AVE,2020,2019,N_A,0,2020-03-31,INR,159090161905000
RBI:AMAGG_RN(1.0),N_A,CMS11,AFY,ANNUAL_AVE,2020,2019,N_A,0,2020-03-31,INR,36937345315000
RBI:AMAGG_RN(1.0),N_A,CMS1101,AFY,ANNUAL_AVE,2020,2019,N_A,0,2020-03-31,INR,28571180229000
RBI:AMAGG_RN(1.0),N_A,CMS1101101,AFY,ANNUAL_AVE,2020,2019,N_A,0,2020-03-31,INR,21606302594000
RBI:AMAGG_RN(1.0),N_A,CMS11012,AFY,ANNUAL_AVE,2020,2019,N_A,0,2020-03-31,INR,324050660000
RBI:AMAGG_RN(1.0),N_A,CMS1102,AFY,ANNUAL_AVE,2020,2019,N_A,0,2020-03-31,INR,15006992061000
RBI:AMAGG_RN(1.0),N_A,CMS12,AFY,ANNUAL_AVE,2020,2019,N_A,0,2020-03-31,INR,122152816590000
RBI:AMAGG_RN(1.0),N_A,N_A,AFY,ANNUAL_AVE,2020,2019,SMS1,0,2020-03-31,INR,48103776770000
RBI:AMAGG_RN(1.0),N_A,N_A,AFY,ANNUAL_AVE,2020,2019,SMS2,0,2020-03-31,INR,104776578334000
RBI:AMAGG_RN(1.0),N_A,N_A,AFY,ANNUAL_AVE,2020,2019,SMS3,0,2020-03-31,INR,33616344218000
RBI:AMAGG_RN(1.0),N_A,N_A,AFY,ANNUAL_AVE,2020,2019,SMS4,0,2020-03-31,INR,260865403000
RBI:AMAGG_RN(1.0),N_A,N_A,AFY,ANNUAL_AVE,2020,2019,SMS5,0,2020-03-31,INR,27667402821000
RBI:AMAGG_RN(1.0),N_A,CMS1,AFY,ANNUAL_AVE,2021,2020,N_A,0,2021-03-31,INR,178508964309000
RBI:AMAGG_RN(1.0),N_A,CMS11,AFY,ANNUAL_AVE,2021,2020,N_A,0,2021-03-31,INR,43515350712000
RBI:AMAGG_RN(1.0),N_A,CMS1101,AFY,ANNUAL_AVE,2021,2020,N_A,0,2021-03-31,INR,32502140018000
RBI:AMAGG_RN(1.0),N_A,CMS1101101,AFY,ANNUAL_AVE,2021,2020,N_A,0,2021-03-31,INR,26182135031000
RBI:AMAGG_RN(1.0),N_A,CMS11012,AFY,ANNUAL_AVE,2021,2020,N_A,0,2021-03-31,INR,418381312000
RBI:AMAGG_RN(1.0),N_A,CMS1102,AFY,ANNUAL_AVE,2021,2020,N_A,0,2021-03-31,INR,16914834369000
RBI:AMAGG_RN(1.0),N_A,CMS12,AFY,ANNUAL_AVE,2021,2020,N_A,0,2021-03-31,INR,134993613596999.98
RBI:AMAGG_RN(1.0),N_A,N_A,AFY,ANNUAL_AVE,2021,2020,SMS1,0,2021-03-31,INR,56136968251000
RBI:AMAGG_RN(1.0),N_A,N_A,AFY,ANNUAL_AVE,2021,2020,SMS2,0,2021-03-31,INR,111008402208000
RBI:AMAGG_RN(1.0),N_A,N_A,AFY,ANNUAL_AVE,2021,2020,SMS3,0,2021-03-31,INR,43268372995000
RBI:AMAGG_RN(1.0),N_A,N_A,AFY,ANNUAL_AVE,2021,2020,SMS4,0,2021-03-31,INR,265488397000.00003
RBI:AMAGG_RN(1.0),N_A,N_A,AFY,ANNUAL_AVE,2021,2020,SMS5,0,2021-03-31,INR,32170267543000
RBI:AMAGG_RN(1.0),N_A,CMS1,AFY,ANNUAL_AVE,2022,2021,N_A,0,2022-03-31,INR,195919844800000
RBI:AMAGG_RN(1.0),N_A,CMS11,AFY,ANNUAL_AVE,2022,2021,N_A,0,2022-03-31,INR,49237804940000
RBI:AMAGG_RN(1.0),N_A,CMS1101,AFY,ANNUAL_AVE,2022,2021,N_A,0,2022-03-31,INR,37374686510000
RBI:AMAGG_RN(1.0),N_A,CMS1101101,AFY,ANNUAL_AVE,2022,2021,N_A,0,2022-03-31,INR,28809560650000
RBI:AMAGG_RN(1.0),N_A,CMS11012,AFY,ANNUAL_AVE,2022,2021,N_A,0,2022-03-31,INR,490956734000
RBI:AMAGG_RN(1.0),N_A,CMS1102,AFY,ANNUAL_AVE,2022,2021,N_A,0,2022-03-31,INR,19937287560000
RBI:AMAGG_RN(1.0),N_A,CMS12,AFY,ANNUAL_AVE,2022,2021,N_A,0,2022-03-31,INR,146682039900000
RBI:AMAGG_RN(1.0),N_A,N_A,AFY,ANNUAL_AVE,2022,2021,SMS1,0,2022-03-31,INR,60359437720000
RBI:AMAGG_RN(1.0),N_A,N_A,AFY,ANNUAL_AVE,2022,2021,SMS2,0,2022-03-31,INR,118854105300000
RBI:AMAGG_RN(1.0),N_A,N_A,AFY,ANNUAL_AVE,2022,2021,SMS3,0,2022-03-31,INR,48683797050000
RBI:AMAGG_RN(1.0),N_A,N_A,AFY,ANNUAL_AVE,2022,2021,SMS4,0,2022-03-31,INR,273803413999.99997
RBI:AMAGG_RN(1.0),N_A,N_A,AFY,ANNUAL_AVE,2022,2021,SMS5,0,2022-03-31,INR,32251298730000
RBI:AMAGG_RN(1.0),N_A,CMS1,AFY,ANNUAL_AVE,2023,2022,N_A,0,2023-03-31,INR,213414613700000
RBI:AMAGG_RN(1.0),N_A,CMS11,AFY,ANNUAL_AVE,2023,2022,N_A,0,2023-03-31,INR,53857936320000
RBI:AMAGG_RN(1.0),N_A,CMS1101,AFY,ANNUAL_AVE,2023,2022,N_A,0,2023-03-31,INR,41510208290000
RBI:AMAGG_RN(1.0),N_A,CMS1101101,AFY,ANNUAL_AVE,2023,2022,N_A,0,2023-03-31,INR,31217905210000
RBI:AMAGG_RN(1.0),N_A,CMS11012,AFY,ANNUAL_AVE,2023,2022,N_A,0,2023-03-31,INR,616375319200
RBI:AMAGG_RN(1.0),N_A,CMS1102,AFY,ANNUAL_AVE,2023,2022,N_A,0,2023-03-31,INR,22023655790000
RBI:AMAGG_RN(1.0),N_A,CMS12,AFY,ANNUAL_AVE,2023,2022,N_A,0,2023-03-31,INR,159556677300000
RBI:AMAGG_RN(1.0),N_A,N_A,AFY,ANNUAL_AVE,2023,2022,SMS1,0,2023-03-31,INR,65256131700000
RBI:AMAGG_RN(1.0),N_A,N_A,AFY,ANNUAL_AVE,2023,2022,SMS2,0,2023-03-31,INR,135062429100000.02
RBI:AMAGG_RN(1.0),N_A,N_A,AFY,ANNUAL_AVE,2023,2022,SMS3,0,2023-03-31,INR,46960918780000
RBI:AMAGG_RN(1.0),N_A,N_A,AFY,ANNUAL_AVE,2023,2022,SMS4,0,2023-03-31,INR,290232300600
RBI:AMAGG_RN(1.0),N_A,N_A,AFY,ANNUAL_AVE,2023,2022,SMS5,0,2023-03-31,INR,34155098180000
RBI:AMAGG_RN(1.0),N_A,CMS1,AFY,ANNUAL_AVE,2024,2023,N_A,0,2024-03-31,INR,237731144700000
RBI:AMAGG_RN(1.0),N_A,CMS11,AFY,ANNUAL_AVE,2024,2023,N_A,0,2024-03-31,INR,57946692930000
RBI:AMAGG_RN(1.0),N_A,CMS1101,AFY,ANNUAL_AVE,2024,2023,N_A,0,2024-03-31,INR,44519504940000
RBI:AMAGG_RN(1.0),N_A,CMS1101101,AFY,ANNUAL_AVE,2024,2023,N_A,0,2024-03-31,INR,32821825120000
RBI:AMAGG_RN(1.0),N_A,CMS11012,AFY,ANNUAL_AVE,2024,2023,N_A,0,2024-03-31,INR,756784089600
RBI:AMAGG_RN(1.0),N_A,CMS1102,AFY,ANNUAL_AVE,2024,2023,N_A,0,2024-03-31,INR,24368083720000
RBI:AMAGG_RN(1.0),N_A,CMS12,AFY,ANNUAL_AVE,2024,2023,N_A,0,2024-03-31,INR,179784451800000
RBI:AMAGG_RN(1.0),N_A,N_A,AFY,ANNUAL_AVE,2024,2023,SMS1,0,2024-03-31,INR,72969159540000
RBI:AMAGG_RN(1.0),N_A,N_A,AFY,ANNUAL_AVE,2024,2023,SMS2,0,2024-03-31,INR,159717081000000
RBI:AMAGG_RN(1.0),N_A,N_A,AFY,ANNUAL_AVE,2024,2023,SMS3,0,2024-03-31,INR,51466465940000
RBI:AMAGG_RN(1.0),N_A,N_A,AFY,ANNUAL_AVE,2024,2023,SMS4,0,2024-03-31,INR,317588878100
RBI:AMAGG_RN(1.0),N_A,N_A,AFY,ANNUAL_AVE,2024,2023,SMS5,0,2024-03-31,INR,46739150610000
RBI:AMAGG_RN(1.0),N_A,CMS1,AFY,ANNUAL_AVE,2025,2024,N_A,0,2025-03-31,INR,261734679100000
RBI:AMAGG_RN(1.0),N_A,CMS11,AFY,ANNUAL_AVE,2025,2024,N_A,0,2025-03-31,INR,62322475840000
RBI:AMAGG_RN(1.0),N_A,CMS1101,AFY,ANNUAL_AVE,2025,2024,N_A,0,2025-03-31,INR,47099281679999.99
RBI:AMAGG_RN(1.0),N_A,CMS1101101,AFY,ANNUAL_AVE,2025,2024,N_A,0,2025-03-31,INR,34677819450000
RBI:AMAGG_RN(1.0),N_A,CMS11012,AFY,ANNUAL_AVE,2025,2024,N_A,0,2025-03-31,INR,981324872800
RBI:AMAGG_RN(1.0),N_A,CMS1102,AFY,ANNUAL_AVE,2025,2024,N_A,0,2025-03-31,INR,26663331519999.996
RBI:AMAGG_RN(1.0),N_A,CMS12,AFY,ANNUAL_AVE,2025,2024,N_A,0,2025-03-31,INR,199412203299999.97
RBI:AMAGG_RN(1.0),N_A,N_A,AFY,ANNUAL_AVE,2025,2024,SMS1,0,2025-03-31,INR,78346805390000
RBI:AMAGG_RN(1.0),N_A,N_A,AFY,ANNUAL_AVE,2025,2024,SMS2,0,2025-03-31,INR,180672072399999.97
RBI:AMAGG_RN(1.0),N_A,N_A,AFY,ANNUAL_AVE,2025,2024,SMS3,0,2025-03-31,INR,58441542640000.01
RBI:AMAGG_RN(1.0),N_A,N_A,AFY,ANNUAL_AVE,2025,2024,SMS4,0,2025-03-31,INR,348563511300
RBI:AMAGG_RN(1.0),N_A,N_A,AFY,ANNUAL_AVE,2025,2024,SMS5,0,2025-03-31,INR,56074304880000
