DATAFLOW,AUDST,COMP_RN,COSO_MER_RN,FREQ,REPYEAREND,REPYEARSTART,UNIT_MULT,TIME_PERIOD,UNIT_MEASURE,OBS_VALUE
RBI:BMC_M_RN(1.0),N_A,CMS1103,N_A,M,2022,2021,0,2021-10-31,INR,19585299601000
RBI:BMC_M_RN(1.0),N_A,CMS1104,N_A,M,2022,2021,0,2021-10-31,INR,1192944597000
RBI:BMC_M_RN(1.0),N_A,CMS12,N_A,M,2022,2021,0,2021-10-31,INR,146917210094000
RBI:BMC_M_RN(1.0),N_A,CMS1,N_A,M,2022,2021,0,2021-11-30,INR,196456342606700.5
RBI:BMC_M_RN(1.0),N_A,CMS11,N_A,M,2022,2021,0,2021-11-30,INR,48833618846700.5
RBI:BMC_M_RN(1.0),N_A,CMS1101,N_A,M,2022,2021,0,2021-11-30,INR,28782462375700.5
RBI:BMC_M_RN(1.0),N_A,CMS1102,N_A,M,2022,2021,0,2021-11-30,INR,478613005000
RBI:BMC_M_RN(1.0),N_A,CMS1103,N_A,M,2022,2021,0,2021-11-30,INR,19572543466000
RBI:BMC_M_RN(1.0),N_A,CMS1104,N_A,M,2022,2021,0,2021-11-30,INR,1102250456000
RBI:BMC_M_RN(1.0),N_A,CMS12,N_A,M,2022,2021,0,2021-11-30,INR,147622723760000
RBI:BMC_M_RN(1.0),N_A,CMS1,N_A,M,2022,2021,0,2021-12-31,INR,201140363441737.5
RBI:BMC_M_RN(1.0),N_A,CMS11,N_A,M,2022,2021,0,2021-12-31,INR,51382129485737.5
RBI:BMC_M_RN(1.0),N_A,CMS1101,N_A,M,2022,2021,0,2021-12-31,INR,28811151304737.5
RBI:BMC_M_RN(1.0),N_A,CMS1102,N_A,M,2022,2021,0,2021-12-31,INR,510454051000
RBI:BMC_M_RN(1.0),N_A,CMS1103,N_A,M,2022,2021,0,2021-12-31,INR,22060524130000
RBI:BMC_M_RN(1.0),N_A,CMS1104,N_A,M,2022,2021,0,2021-12-31,INR,1057861416999.99
RBI:BMC_M_RN(1.0),N_A,CMS12,N_A,M,2022,2021,0,2021-12-31,INR,149758233956000
RBI:BMC_M_RN(1.0),N_A,CMS1,N_A,M,2022,2021,0,2022-01-31,INR,199476841110000
RBI:BMC_M_RN(1.0),N_A,CMS11,N_A,M,2022,2021,0,2022-01-31,INR,50350557730000
RBI:BMC_M_RN(1.0),N_A,CMS1101,N_A,M,2022,2021,0,2022-01-31,INR,29319209277000
RBI:BMC_M_RN(1.0),N_A,CMS1102,N_A,M,2022,2021,0,2022-01-31,INR,526377851000
RBI:BMC_M_RN(1.0),N_A,CMS1103,N_A,M,2022,2021,0,2022-01-31,INR,20504970602000
RBI:BMC_M_RN(1.0),N_A,CMS1104,N_A,M,2022,2021,0,2022-01-31,INR,1004467701000
RBI:BMC_M_RN(1.0),N_A,CMS12,N_A,M,2022,2021,0,2022-01-31,INR,149126283380000
RBI:BMC_M_RN(1.0),N_A,CMS1,N_A,M,2022,2021,0,2022-02-28,INR,201835281593017.6
RBI:BMC_M_RN(1.0),N_A,CMS11,N_A,M,2022,2021,0,2022-02-28,INR,51383737532017.6
RBI:BMC_M_RN(1.0),N_A,CMS1101,N_A,M,2022,2021,0,2022-02-28,INR,29805649598017.6
RBI:BMC_M_RN(1.0),N_A,CMS1102,N_A,M,2022,2021,0,2022-02-28,INR,547524151000
RBI:BMC_M_RN(1.0),N_A,CMS1103,N_A,M,2022,2021,0,2022-02-28,INR,21030563783000
RBI:BMC_M_RN(1.0),N_A,CMS1104,N_A,M,2022,2021,0,2022-02-28,INR,999366533000
RBI:BMC_M_RN(1.0),N_A,CMS12,N_A,M,2022,2021,0,2022-02-28,INR,150451544061000
RBI:BMC_M_RN(1.0),N_A,CMS1,N_A,M,2022,2021,0,2022-03-31,INR,204937291820500
RBI:BMC_M_RN(1.0),N_A,CMS11,N_A,M,2022,2021,0,2022-03-31,INR,53071246320500
RBI:BMC_M_RN(1.0),N_A,CMS1101,N_A,M,2022,2021,0,2022-03-31,INR,30356888230000
RBI:BMC_M_RN(1.0),N_A,CMS1102,N_A,M,2022,2021,0,2022-03-31,INR,584441050500
RBI:BMC_M_RN(1.0),N_A,CMS1103,N_A,M,2022,2021,0,2022-03-31,INR,22129917040000
RBI:BMC_M_RN(1.0),N_A,CMS1104,N_A,M,2022,2021,0,2022-03-31,INR,980276440000
RBI:BMC_M_RN(1.0),N_A,CMS12,N_A,M,2022,2021,0,2022-03-31,INR,151866045500000
RBI:BMC_M_RN(1.0),N_A,CMS1,N_A,M,2023,2022,0,2022-04-30,INR,207120479510500
RBI:BMC_M_RN(1.0),N_A,CMS11,N_A,M,2023,2022,0,2022-04-30,INR,52861858610500
RBI:BMC_M_RN(1.0),N_A,CMS1101,N_A,M,2023,2022,0,2022-04-30,INR,30931588040000
RBI:BMC_M_RN(1.0),N_A,CMS1102,N_A,M,2023,2022,0,2022-04-30,INR,575681050500
RBI:BMC_M_RN(1.0),N_A,CMS1103,N_A,M,2023,2022,0,2022-04-30,INR,21354589520000
RBI:BMC_M_RN(1.0),N_A,CMS1104,N_A,M,2023,2022,0,2022-04-30,INR,1162355942000
RBI:BMC_M_RN(1.0),N_A,CMS12,N_A,M,2023,2022,0,2022-04-30,INR,154258620900000
RBI:BMC_M_RN(1.0),N_A,CMS1,N_A,M,2023,2022,0,2022-05-31,INR,206823070518300
RBI:BMC_M_RN(1.0),N_A,CMS11,N_A,M,2023,2022,0,2022-05-31,INR,52980982918300
RBI:BMC_M_RN(1.0),N_A,CMS1101,N_A,M,2023,2022,0,2022-05-31,INR,31179602900000
RBI:BMC_M_RN(1.0),N_A,CMS1102,N_A,M,2023,2022,0,2022-05-31,INR,538279238300
RBI:BMC_M_RN(1.0),N_A,CMS1103,N_A,M,2023,2022,0,2022-05-31,INR,21263100780000
RBI:BMC_M_RN(1.0),N_A,CMS1104,N_A,M,2023,2022,0,2022-05-31,INR,1080393530000
RBI:BMC_M_RN(1.0),N_A,CMS12,N_A,M,2023,2022,0,2022-05-31,INR,153842087600000
RBI:BMC_M_RN(1.0),N_A,CMS1,N_A,M,2023,2022,0,2022-06-30,INR,206638169478300
RBI:BMC_M_RN(1.0),N_A,CMS11,N_A,M,2023,2022,0,2022-06-30,INR,52458460678300
RBI:BMC_M_RN(1.0),N_A,CMS1101,N_A,M,2023,2022,0,2022-06-30,INR,31041507840000
RBI:BMC_M_RN(1.0),N_A,CMS1102,N_A,M,2023,2022,0,2022-06-30,INR,543549038300
RBI:BMC_M_RN(1.0),N_A,CMS1103,N_A,M,2023,2022,0,2022-06-30,INR,20873403800000
RBI:BMC_M_RN(1.0),N_A,CMS1104,N_A,M,2023,2022,0,2022-06-30,INR,1226369780000
RBI:BMC_M_RN(1.0),N_A,CMS12,N_A,M,2023,2022,0,2022-06-30,INR,154179708800000
RBI:BMC_M_RN(1.0),N_A,CMS1,N_A,M,2023,2022,0,2022-07-31,INR,210323479440900
RBI:BMC_M_RN(1.0),N_A,CMS11,N_A,M,2023,2022,0,2022-07-31,INR,53041985640900
RBI:BMC_M_RN(1.0),N_A,CMS1101,N_A,M,2023,2022,0,2022-07-31,INR,30637462960000
RBI:BMC_M_RN(1.0),N_A,CMS1102,N_A,M,2023,2022,0,2022-07-31,INR,572437200900
RBI:BMC_M_RN(1.0),N_A,CMS1103,N_A,M,2023,2022,0,2022-07-31,INR,21832085480000
RBI:BMC_M_RN(1.0),N_A,CMS1104,N_A,M,2023,2022,0,2022-07-31,INR,1209685127000
RBI:BMC_M_RN(1.0),N_A,CMS12,N_A,M,2023,2022,0,2022-07-31,INR,157281493800000
RBI:BMC_M_RN(1.0),N_A,CMS1,N_A,M,2023,2022,0,2022-08-31,INR,210514226950900
RBI:BMC_M_RN(1.0),N_A,CMS11,N_A,M,2023,2022,0,2022-08-31,INR,52836547750900
RBI:BMC_M_RN(1.0),N_A,CMS1101,N_A,M,2023,2022,0,2022-08-31,INR,30624789850000
RBI:BMC_M_RN(1.0),N_A,CMS1102,N_A,M,2023,2022,0,2022-08-31,INR,571890600900
RBI:BMC_M_RN(1.0),N_A,CMS1103,N_A,M,2023,2022,0,2022-08-31,INR,21639867300000
RBI:BMC_M_RN(1.0),N_A,CMS1104,N_A,M,2023,2022,0,2022-08-31,INR,1207398016000
RBI:BMC_M_RN(1.0),N_A,CMS12,N_A,M,2023,2022,0,2022-08-31,INR,157677679200000
RBI:BMC_M_RN(1.0),N_A,CMS1,N_A,M,2023,2022,0,2022-09-30,INR,210728961070900
RBI:BMC_M_RN(1.0),N_A,CMS11,N_A,M,2023,2022,0,2022-09-30,INR,52280399970900
RBI:BMC_M_RN(1.0),N_A,CMS1101,N_A,M,2023,2022,0,2022-09-30,INR,30445936200000
RBI:BMC_M_RN(1.0),N_A,CMS1102,N_A,M,2023,2022,0,2022-09-30,INR,625441500900
RBI:BMC_M_RN(1.0),N_A,CMS1103,N_A,M,2023,2022,0,2022-09-30,INR,21209022270000
RBI:BMC_M_RN(1.0),N_A,CMS1104,N_A,M,2023,2022,0,2022-09-30,INR,1224798762000
RBI:BMC_M_RN(1.0),N_A,CMS12,N_A,M,2023,2022,0,2022-09-30,INR,158448561100000
RBI:BMC_M_RN(1.0),N_A,CMS1,N_A,M,2023,2022,0,2022-10-31,INR,213019492910900
RBI:BMC_M_RN(1.0),N_A,CMS11,N_A,M,2023,2022,0,2022-10-31,INR,53259679310900
RBI:BMC_M_RN(1.0),N_A,CMS1101,N_A,M,2023,2022,0,2022-10-31,INR,30887534300000
RBI:BMC_M_RN(1.0),N_A,CMS1102,N_A,M,2023,2022,0,2022-10-31,INR,700009600900
RBI:BMC_M_RN(1.0),N_A,CMS1103,N_A,M,2023,2022,0,2022-10-31,INR,21672135410000
RBI:BMC_M_RN(1.0),N_A,CMS1104,N_A,M,2023,2022,0,2022-10-31,INR,1295613578000
RBI:BMC_M_RN(1.0),N_A,CMS12,N_A,M,2023,2022,0,2022-10-31,INR,159759813600000
RBI:BMC_M_RN(1.0),N_A,CMS1,N_A,M,2023,2022,0,2022-11-30,INR,213999213329200
RBI:BMC_M_RN(1.0),N_A,CMS11,N_A,M,2023,2022,0,2022-11-30,INR,53563877129200
RBI:BMC_M_RN(1.0),N_A,CMS1101,N_A,M,2023,2022,0,2022-11-30,INR,30936180440000
RBI:BMC_M_RN(1.0),N_A,CMS1102,N_A,M,2023,2022,0,2022-11-30,INR,707094409200
RBI:BMC_M_RN(1.0),N_A,CMS1103,N_A,M,2023,2022,0,2022-11-30,INR,21920602280000
RBI:BMC_M_RN(1.0),N_A,CMS1104,N_A,M,2023,2022,0,2022-11-30,INR,1248073554000
RBI:BMC_M_RN(1.0),N_A,CMS12,N_A,M,2023,2022,0,2022-11-30,INR,160435336200000
RBI:BMC_M_RN(1.0),N_A,CMS1,N_A,M,2023,2022,0,2022-12-31,INR,218592346217000
RBI:BMC_M_RN(1.0),N_A,CMS11,N_A,M,2023,2022,0,2022-12-31,INR,55271037517000
RBI:BMC_M_RN(1.0),N_A,CMS1101,N_A,M,2023,2022,0,2022-12-31,INR,31222358390000
RBI:BMC_M_RN(1.0),N_A,CMS1102,N_A,M,2023,2022,0,2022-12-31,INR,629322437000
RBI:BMC_M_RN(1.0),N_A,CMS1103,N_A,M,2023,2022,0,2022-12-31,INR,23419356690000
RBI:BMC_M_RN(1.0),N_A,CMS1104,N_A,M,2023,2022,0,2022-12-31,INR,1104160975000
RBI:BMC_M_RN(1.0),N_A,CMS12,N_A,M,2023,2022,0,2022-12-31,INR,163321308700000
RBI:BMC_M_RN(1.0),N_A,CMS1,N_A,M,2023,2022,0,2023-01-31,INR,218950342097000
RBI:BMC_M_RN(1.0),N_A,CMS11,N_A,M,2023,2022,0,2023-01-31,INR,55303327697000
RBI:BMC_M_RN(1.0),N_A,CMS1101,N_A,M,2023,2022,0,2023-01-31,INR,31697198820000
RBI:BMC_M_RN(1.0),N_A,CMS1102,N_A,M,2023,2022,0,2023-01-31,INR,638209537000
RBI:BMC_M_RN(1.0),N_A,CMS1103,N_A,M,2023,2022,0,2023-01-31,INR,22967919340000
RBI:BMC_M_RN(1.0),N_A,CMS1104,N_A,M,2023,2022,0,2023-01-31,INR,1220624549000
RBI:BMC_M_RN(1.0),N_A,CMS12,N_A,M,2023,2022,0,2023-01-31,INR,163647014400000
RBI:BMC_M_RN(1.0),N_A,CMS1,N_A,M,2023,2022,0,2023-02-28,INR,220933313878000
RBI:BMC_M_RN(1.0),N_A,CMS11,N_A,M,2023,2022,0,2023-02-28,INR,55794467278000
RBI:BMC_M_RN(1.0),N_A,CMS1101,N_A,M,2023,2022,0,2023-02-28,INR,32227366580000
RBI:BMC_M_RN(1.0),N_A,CMS1102,N_A,M,2023,2022,0,2023-02-28,INR,641289508000
RBI:BMC_M_RN(1.0),N_A,CMS1103,N_A,M,2023,2022,0,2023-02-28,INR,22925811190000
RBI:BMC_M_RN(1.0),N_A,CMS1104,N_A,M,2023,2022,0,2023-02-28,INR,1088754028000
RBI:BMC_M_RN(1.0),N_A,CMS12,N_A,M,2023,2022,0,2023-02-28,INR,165138846600000
RBI:BMC_M_RN(1.0),N_A,CMS1,N_A,M,2023,2022,0,2023-03-31,INR,223437603238000
RBI:BMC_M_RN(1.0),N_A,CMS11,N_A,M,2023,2022,0,2023-03-31,INR,56747946138000
RBI:BMC_M_RN(1.0),N_A,CMS1101,N_A,M,2023,2022,0,2023-03-31,INR,32764358980000
RBI:BMC_M_RN(1.0),N_A,CMS1102,N_A,M,2023,2022,0,2023-03-31,INR,777611708000
RBI:BMC_M_RN(1.0),N_A,CMS1103,N_A,M,2023,2022,0,2023-03-31,INR,23205975450000
RBI:BMC_M_RN(1.0),N_A,CMS1104,N_A,M,2023,2022,0,2023-03-31,INR,1020848180000
RBI:BMC_M_RN(1.0),N_A,CMS12,N_A,M,2023,2022,0,2023-03-31,INR,166689657100000
RBI:BMC_M_RN(1.0),N_A,CMS1,N_A,M,2024,2023,0,2023-04-30,INR,226831993638000
RBI:BMC_M_RN(1.0),N_A,CMS11,N_A,M,2024,2023,0,2023-04-30,INR,56965599738000
RBI:BMC_M_RN(1.0),N_A,CMS1101,N_A,M,2024,2023,0,2023-04-30,INR,33464861750000
RBI:BMC_M_RN(1.0),N_A,CMS1102,N_A,M,2024,2023,0,2023-04-30,INR,683085808000
RBI:BMC_M_RN(1.0),N_A,CMS1103,N_A,M,2024,2023,0,2023-04-30,INR,22817652180000
RBI:BMC_M_RN(1.0),N_A,CMS1104,N_A,M,2024,2023,0,2023-04-30,INR,1089171216000
RBI:BMC_M_RN(1.0),N_A,CMS12,N_A,M,2024,2023,0,2023-04-30,INR,169866393900000
RBI:BMC_M_RN(1.0),N_A,CMS1,N_A,M,2024,2023,0,2023-05-31,INR,227668099748000
RBI:BMC_M_RN(1.0),N_A,CMS11,N_A,M,2024,2023,0,2023-05-31,INR,57002869648000
RBI:BMC_M_RN(1.0),N_A,CMS1101,N_A,M,2024,2023,0,2023-05-31,INR,33713910070000
RBI:BMC_M_RN(1.0),N_A,CMS1102,N_A,M,2024,2023,0,2023-05-31,INR,679939608000
RBI:BMC_M_RN(1.0),N_A,CMS1103,N_A,M,2024,2023,0,2023-05-31,INR,22609019970000
RBI:BMC_M_RN(1.0),N_A,CMS1104,N_A,M,2024,2023,0,2023-05-31,INR,1070880793000
RBI:BMC_M_RN(1.0),N_A,CMS12,N_A,M,2024,2023,0,2023-05-31,INR,170665230100000
RBI:BMC_M_RN(1.0),N_A,CMS1,N_A,M,2024,2023,0,2023-06-30,INR,234247480115900
RBI:BMC_M_RN(1.0),N_A,CMS11,N_A,M,2024,2023,0,2023-06-30,INR,59035346915900
RBI:BMC_M_RN(1.0),N_A,CMS1101,N_A,M,2024,2023,0,2023-06-30,INR,32346082990000
RBI:BMC_M_RN(1.0),N_A,CMS1102,N_A,M,2024,2023,0,2023-06-30,INR,786801995900
RBI:BMC_M_RN(1.0),N_A,CMS1103,N_A,M,2024,2023,0,2023-06-30,INR,25902461930000
RBI:BMC_M_RN(1.0),N_A,CMS1104,N_A,M,2024,2023,0,2023-06-30,INR,1258090913000
RBI:BMC_M_RN(1.0),N_A,CMS12,N_A,M,2024,2023,0,2023-06-30,INR,175212133200000
RBI:BMC_M_RN(1.0),N_A,CMS1,N_A,M,2024,2023,0,2023-07-31,INR,232594954525900
RBI:BMC_M_RN(1.0),N_A,CMS11,N_A,M,2024,2023,0,2023-07-31,INR,56851041825900
RBI:BMC_M_RN(1.0),N_A,CMS1101,N_A,M,2024,2023,0,2023-07-31,INR,32159026090000
RBI:BMC_M_RN(1.0),N_A,CMS1102,N_A,M,2024,2023,0,2023-07-31,INR,711232895900
RBI:BMC_M_RN(1.0),N_A,CMS1103,N_A,M,2024,2023,0,2023-07-31,INR,23980782840000
RBI:BMC_M_RN(1.0),N_A,CMS1104,N_A,M,2024,2023,0,2023-07-31,INR,1086599101000
RBI:BMC_M_RN(1.0),N_A,CMS12,N_A,M,2024,2023,0,2023-07-31,INR,175743912700000
RBI:BMC_M_RN(1.0),N_A,N_A,CMS12_IM,M,2024,2023,0,2023-07-31,INR,177248504700000
RBI:BMC_M_RN(1.0),N_A,N_A,CMS1_IM,M,2024,2023,0,2023-07-31,INR,234099546500000
RBI:BMC_M_RN(1.0),N_A,CMS1,N_A,M,2024,2023,0,2023-08-31,INR,233259085588700
RBI:BMC_M_RN(1.0),N_A,CMS11,N_A,M,2024,2023,0,2023-08-31,INR,56285446288700
RBI:BMC_M_RN(1.0),N_A,CMS1101,N_A,M,2024,2023,0,2023-08-31,INR,32053023960000
RBI:BMC_M_RN(1.0),N_A,CMS1102,N_A,M,2024,2023,0,2023-08-31,INR,718871248700
RBI:BMC_M_RN(1.0),N_A,CMS1103,N_A,M,2024,2023,0,2023-08-31,INR,23513551080000
RBI:BMC_M_RN(1.0),N_A,CMS1104,N_A,M,2024,2023,0,2023-08-31,INR,1047627065000
RBI:BMC_M_RN(1.0),N_A,CMS12,N_A,M,2024,2023,0,2023-08-31,INR,176973639300000
RBI:BMC_M_RN(1.0),N_A,N_A,CMS12_IM,M,2024,2023,0,2023-08-31,INR,178441600700000
RBI:BMC_M_RN(1.0),N_A,N_A,CMS1_IM,M,2024,2023,0,2023-08-31,INR,234727047000000
RBI:BMC_M_RN(1.0),N_A,CMS1,N_A,M,2024,2023,0,2023-09-30,INR,233623008528700
RBI:BMC_M_RN(1.0),N_A,CMS11,N_A,M,2024,2023,0,2023-09-30,INR,56128481928700
RBI:BMC_M_RN(1.0),N_A,CMS1101,N_A,M,2024,2023,0,2023-09-30,INR,31959758370000
RBI:BMC_M_RN(1.0),N_A,CMS1102,N_A,M,2024,2023,0,2023-09-30,INR,727409048700
RBI:BMC_M_RN(1.0),N_A,CMS1103,N_A,M,2024,2023,0,2023-09-30,INR,23441314510000
RBI:BMC_M_RN(1.0),N_A,CMS1104,N_A,M,2024,2023,0,2023-09-30,INR,1058867757000
RBI:BMC_M_RN(1.0),N_A,CMS12,N_A,M,2024,2023,0,2023-09-30,INR,177494526600000
RBI:BMC_M_RN(1.0),N_A,N_A,CMS12_IM,M,2024,2023,0,2023-09-30,INR,178914493700000
RBI:BMC_M_RN(1.0),N_A,N_A,CMS1_IM,M,2024,2023,0,2023-09-30,INR,235042975700000
RBI:BMC_M_RN(1.0),N_A,CMS1,N_A,M,2024,2023,0,2023-10-31,INR,236057381820700
RBI:BMC_M_RN(1.0),N_A,CMS11,N_A,M,2024,2023,0,2023-10-31,INR,56650360020700
RBI:BMC_M_RN(1.0),N_A,CMS1101,N_A,M,2024,2023,0,2023-10-31,INR,32016824010000
RBI:BMC_M_RN(1.0),N_A,CMS1102,N_A,M,2024,2023,0,2023-10-31,INR,729399400700
RBI:BMC_M_RN(1.0),N_A,CMS1103,N_A,M,2024,2023,0,2023-10-31,INR,23904136610000
RBI:BMC_M_RN(1.0),N_A,CMS1104,N_A,M,2024,2023,0,2023-10-31,INR,1023788051000
RBI:BMC_M_RN(1.0),N_A,CMS12,N_A,M,2024,2023,0,2023-10-31,INR,179407021800000
RBI:BMC_M_RN(1.0),N_A,N_A,CMS12_IM,M,2024,2023,0,2023-10-31,INR,180748972100000
RBI:BMC_M_RN(1.0),N_A,N_A,CMS1_IM,M,2024,2023,0,2023-10-31,INR,237399332100000
RBI:BMC_M_RN(1.0),N_A,CMS1,N_A,M,2024,2023,0,2023-11-30,INR,238067439950500
RBI:BMC_M_RN(1.0),N_A,CMS11,N_A,M,2024,2023,0,2023-11-30,INR,57782470350500
RBI:BMC_M_RN(1.0),N_A,CMS1101,N_A,M,2024,2023,0,2023-11-30,INR,32547990390000
RBI:BMC_M_RN(1.0),N_A,CMS1102,N_A,M,2024,2023,0,2023-11-30,INR,743642640500
RBI:BMC_M_RN(1.0),N_A,CMS1103,N_A,M,2024,2023,0,2023-11-30,INR,24490837320000
RBI:BMC_M_RN(1.0),N_A,CMS1104,N_A,M,2024,2023,0,2023-11-30,INR,1010006691000
RBI:BMC_M_RN(1.0),N_A,CMS12,N_A,M,2024,2023,0,2023-11-30,INR,180284969600000
RBI:BMC_M_RN(1.0),N_A,N_A,CMS12_IM,M,2024,2023,0,2023-11-30,INR,181567312900000
RBI:BMC_M_RN(1.0),N_A,N_A,CMS1_IM,M,2024,2023,0,2023-11-30,INR,239349783300000
RBI:BMC_M_RN(1.0),N_A,CMS1,N_A,M,2024,2023,0,2023-12-31,INR,242559903214400
RBI:BMC_M_RN(1.0),N_A,CMS11,N_A,M,2024,2023,0,2023-12-31,INR,59176552214400
RBI:BMC_M_RN(1.0),N_A,CMS1101,N_A,M,2024,2023,0,2023-12-31,INR,32561146960000
RBI:BMC_M_RN(1.0),N_A,CMS1102,N_A,M,2024,2023,0,2023-12-31,INR,810510074400
RBI:BMC_M_RN(1.0),N_A,CMS1103,N_A,M,2024,2023,0,2023-12-31,INR,25804895180000
RBI:BMC_M_RN(1.0),N_A,CMS1104,N_A,M,2024,2023,0,2023-12-31,INR,1068806025000
RBI:BMC_M_RN(1.0),N_A,CMS12,N_A,M,2024,2023,0,2023-12-31,INR,183383351000000
RBI:BMC_M_RN(1.0),N_A,N_A,CMS12_IM,M,2024,2023,0,2023-12-31,INR,184596221600000
RBI:BMC_M_RN(1.0),N_A,N_A,CMS1_IM,M,2024,2023,0,2023-12-31,INR,243772773800000
RBI:BMC_M_RN(1.0),N_A,CMS1,N_A,M,2024,2023,0,2024-01-31,INR,243015093924400
RBI:BMC_M_RN(1.0),N_A,CMS11,N_A,M,2024,2023,0,2024-01-31,INR,59016457624400
RBI:BMC_M_RN(1.0),N_A,CMS1101,N_A,M,2024,2023,0,2024-01-31,INR,33234060620000
RBI:BMC_M_RN(1.0),N_A,CMS1102,N_A,M,2024,2023,0,2024-01-31,INR,804109574400
RBI:BMC_M_RN(1.0),N_A,CMS1103,N_A,M,2024,2023,0,2024-01-31,INR,24978287430000
RBI:BMC_M_RN(1.0),N_A,CMS1104,N_A,M,2024,2023,0,2024-01-31,INR,958011831100
RBI:BMC_M_RN(1.0),N_A,CMS12,N_A,M,2024,2023,0,2024-01-31,INR,183998636300000
RBI:BMC_M_RN(1.0),N_A,N_A,CMS12_IM,M,2024,2023,0,2024-01-31,INR,185161654100000
RBI:BMC_M_RN(1.0),N_A,N_A,CMS1_IM,M,2024,2023,0,2024-01-31,INR,244178111800000
RBI:BMC_M_RN(1.0),N_A,CMS1,N_A,M,2024,2023,0,2024-02-29,INR,244941133354400
RBI:BMC_M_RN(1.0),N_A,CMS11,N_A,M,2024,2023,0,2024-02-29,INR,59559702354400
RBI:BMC_M_RN(1.0),N_A,CMS1101,N_A,M,2024,2023,0,2024-02-29,INR,33616332850000
RBI:BMC_M_RN(1.0),N_A,CMS1102,N_A,M,2024,2023,0,2024-02-29,INR,838185074400
RBI:BMC_M_RN(1.0),N_A,CMS1103,N_A,M,2024,2023,0,2024-02-29,INR,25105184430000
RBI:BMC_M_RN(1.0),N_A,CMS1104,N_A,M,2024,2023,0,2024-02-29,INR,948296739500
RBI:BMC_M_RN(1.0),N_A,CMS12,N_A,M,2024,2023,0,2024-02-29,INR,185381431000000
RBI:BMC_M_RN(1.0),N_A,N_A,CMS12_IM,M,2024,2023,0,2024-02-29,INR,186509302100000
RBI:BMC_M_RN(1.0),N_A,N_A,CMS1_IM,M,2024,2023,0,2024-02-29,INR,246069004500000
RBI:BMC_M_RN(1.0),N_A,CMS1,N_A,M,2024,2023,0,2024-03-31,INR,248316179665500
RBI:BMC_M_RN(1.0),N_A,CMS11,N_A,M,2024,2023,0,2024-03-31,INR,60917002265500
RBI:BMC_M_RN(1.0),N_A,CMS1101,N_A,M,2024,2023,0,2024-03-31,INR,34102758670000
RBI:BMC_M_RN(1.0),N_A,CMS1102,N_A,M,2024,2023,0,2024-03-31,INR,945362405500
RBI:BMC_M_RN(1.0),N_A,CMS1103,N_A,M,2024,2023,0,2024-03-31,INR,25868881190000
RBI:BMC_M_RN(1.0),N_A,CMS1104,N_A,M,2024,2023,0,2024-03-31,INR,1011852351000
RBI:BMC_M_RN(1.0),N_A,CMS12,N_A,M,2024,2023,0,2024-03-31,INR,187399177400000
RBI:BMC_M_RN(1.0),N_A,N_A,CMS12_IM,M,2024,2023,0,2024-03-31,INR,188481602200000
RBI:BMC_M_RN(1.0),N_A,N_A,CMS1_IM,M,2024,2023,0,2024-03-31,INR,249398604500000
RBI:BMC_M_RN(1.0),N_A,CMS1,N_A,M,2025,2024,0,2024-04-30,INR,251539753885500
RBI:BMC_M_RN(1.0),N_A,CMS11,N_A,M,2025,2024,0,2024-04-30,INR,61473359585500
RBI:BMC_M_RN(1.0),N_A,CMS1101,N_A,M,2025,2024,0,2024-04-30,INR,34542545360000
RBI:BMC_M_RN(1.0),N_A,CMS1102,N_A,M,2025,2024,0,2024-04-30,INR,863519505500
RBI:BMC_M_RN(1.0),N_A,CMS1103,N_A,M,2025,2024,0,2024-04-30,INR,26067294720000
RBI:BMC_M_RN(1.0),N_A,CMS1104,N_A,M,2025,2024,0,2024-04-30,INR,1123136858000
RBI:BMC_M_RN(1.0),N_A,CMS12,N_A,M,2025,2024,0,2024-04-30,INR,190066394300000
RBI:BMC_M_RN(1.0),N_A,N_A,CMS12_IM,M,2025,2024,0,2024-04-30,INR,191126216200000
RBI:BMC_M_RN(1.0),N_A,N_A,CMS1_IM,M,2025,2024,0,2024-04-30,INR,252599575800000
RBI:BMC_M_RN(1.0),N_A,CMS1,N_A,M,2025,2024,0,2024-05-31,INR,255149145182100
RBI:BMC_M_RN(1.0),N_A,CMS11,N_A,M,2025,2024,0,2024-05-31,INR,62114361082100
RBI:BMC_M_RN(1.0),N_A,CMS1101,N_A,M,2025,2024,0,2024-05-31,INR,34687991230000
RBI:BMC_M_RN(1.0),N_A,CMS1102,N_A,M,2025,2024,0,2024-05-31,INR,911687322100
RBI:BMC_M_RN(1.0),N_A,CMS1103,N_A,M,2025,2024,0,2024-05-31,INR,26514682530000
RBI:BMC_M_RN(1.0),N_A,CMS1104,N_A,M,2025,2024,0,2024-05-31,INR,1025721170000
RBI:BMC_M_RN(1.0),N_A,CMS12,N_A,M,2025,2024,0,2024-05-31,INR,193034784100000
RBI:BMC_M_RN(1.0),N_A,N_A,CMS12_IM,M,2025,2024,0,2024-05-31,INR,193986572400000
RBI:BMC_M_RN(1.0),N_A,N_A,CMS1_IM,M,2025,2024,0,2024-05-31,INR,256100933500000
RBI:BMC_M_RN(1.0),N_A,CMS1,N_A,M,2025,2024,0,2024-06-30,INR,257017076338800
RBI:BMC_M_RN(1.0),N_A,CMS11,N_A,M,2025,2024,0,2024-06-30,INR,62880574038800
RBI:BMC_M_RN(1.0),N_A,CMS1101,N_A,M,2025,2024,0,2024-06-30,INR,34460545220000
