DATAFLOW,AUDST,COM_CSUR_RN,COSO_MER_RN,FREQ,REPYEAREND,REPYEARSTART,UNIT_MULT,TIME_PERIOD,UNIT_MEASURE,OBS_VALUE
RBI:CSURYCOM_F_RN(1.0),N_A,CCS12011,N_A,F,2019,2018,0,2019-03-15,INR,2552638090000
RBI:CSURYCOM_F_RN(1.0),N_A,CCS1202,N_A,F,2019,2018,0,2019-03-15,INR,59293082156999.99
RBI:CSURYCOM_F_RN(1.0),N_A,CCS2,N_A,F,2019,2018,0,2019-03-15,INR,3734306033000
RBI:CSURYCOM_F_RN(1.0),N_A,CCS1,N_A,F,2020,2019,0,2020-01-31,INR,131462700605000
RBI:CSURYCOM_F_RN(1.0),N_A,CCS11,N_A,F,2020,2019,0,2020-01-31,INR,14310112588000
RBI:CSURYCOM_F_RN(1.0),N_A,CCS12,N_A,F,2020,2019,0,2020-01-31,INR,117152588017000
RBI:CSURYCOM_F_RN(1.0),N_A,CCS1201,N_A,F,2020,2019,0,2020-01-31,INR,52718664607999.99
RBI:CSURYCOM_F_RN(1.0),N_A,CCS12011,N_A,F,2020,2019,0,2020-01-31,INR,1769591874000
RBI:CSURYCOM_F_RN(1.0),N_A,CCS1202,N_A,F,2020,2019,0,2020-01-31,INR,64433923409000
RBI:CSURYCOM_F_RN(1.0),N_A,CCS2,N_A,F,2020,2019,0,2020-01-31,INR,3113025678000
RBI:CSURYCOM_F_RN(1.0),N_A,CCS1,N_A,F,2021,2020,0,2020-07-31,INR,139885192927000
RBI:CSURYCOM_F_RN(1.0),N_A,CCS11,N_A,F,2021,2020,0,2020-07-31,INR,15280340000000
RBI:CSURYCOM_F_RN(1.0),N_A,CCS12,N_A,F,2021,2020,0,2020-07-31,INR,124604852927000
RBI:CSURYCOM_F_RN(1.0),N_A,CCS1201,N_A,F,2021,2020,0,2020-07-31,INR,56072183817000
RBI:CSURYCOM_F_RN(1.0),N_A,CCS12011,N_A,F,2021,2020,0,2020-07-31,INR,1065261823000
RBI:CSURYCOM_F_RN(1.0),N_A,CCS1202,N_A,F,2021,2020,0,2020-07-31,INR,68532669110000
RBI:CSURYCOM_F_RN(1.0),N_A,CCS2,N_A,F,2021,2020,0,2020-07-31,INR,2739770000000
RBI:CSURYCOM_F_RN(1.0),N_A,CCS1,N_A,F,2021,2020,0,2021-01-15,INR,144608776131000
RBI:CSURYCOM_F_RN(1.0),N_A,CCS11,N_A,F,2021,2020,0,2021-01-15,INR,15738189150000
RBI:CSURYCOM_F_RN(1.0),N_A,CCS12,N_A,F,2021,2020,0,2021-01-15,INR,128870586981000
RBI:CSURYCOM_F_RN(1.0),N_A,CCS1201,N_A,F,2021,2020,0,2021-01-15,INR,57991764141000
RBI:CSURYCOM_F_RN(1.0),N_A,CCS12011,N_A,F,2021,2020,0,2021-01-15,INR,682873985000
RBI:CSURYCOM_F_RN(1.0),N_A,CCS1202,N_A,F,2021,2020,0,2021-01-15,INR,70878822839000
RBI:CSURYCOM_F_RN(1.0),N_A,CCS2,N_A,F,2021,2020,0,2021-01-15,INR,2437103172000
RBI:CSURYCOM_F_RN(1.0),N_A,CCS1,N_A,F,2022,2021,0,2021-12-31,INR,161012312900000
RBI:CSURYCOM_F_RN(1.0),N_A,CCS11,N_A,F,2022,2021,0,2021-12-31,INR,20666505178000
RBI:CSURYCOM_F_RN(1.0),N_A,CCS12,N_A,F,2022,2021,0,2021-12-31,INR,140345807666000
RBI:CSURYCOM_F_RN(1.0),N_A,CCS1201,N_A,F,2022,2021,0,2021-12-31,INR,63155613470000
RBI:CSURYCOM_F_RN(1.0),N_A,CCS12011,N_A,F,2022,2021,0,2021-12-31,INR,848939886000
RBI:CSURYCOM_F_RN(1.0),N_A,CCS1202,N_A,F,2022,2021,0,2021-12-31,INR,77190194240000
RBI:CSURYCOM_F_RN(1.0),N_A,CCS2,N_A,F,2022,2021,0,2021-12-31,INR,2699711120000
RBI:CSURYCOM_F_RN(1.0),N_A,CCS1,N_A,F,2023,2022,0,2022-07-15,INR,166796419100000
RBI:CSURYCOM_F_RN(1.0),N_A,CCS11,N_A,F,2023,2022,0,2022-07-15,INR,19558483660000
RBI:CSURYCOM_F_RN(1.0),N_A,CCS12,N_A,F,2023,2022,0,2022-07-15,INR,147237935400000
RBI:CSURYCOM_F_RN(1.0),N_A,CCS1201,N_A,F,2023,2022,0,2022-07-15,INR,66257070939999.99
RBI:CSURYCOM_F_RN(1.0),N_A,CCS12011,N_A,F,2023,2022,0,2022-07-15,INR,2273657088000
RBI:CSURYCOM_F_RN(1.0),N_A,CCS1202,N_A,F,2023,2022,0,2022-07-15,INR,80980864480000
RBI:CSURYCOM_F_RN(1.0),N_A,CCS2,N_A,F,2023,2022,0,2022-07-15,INR,3313351655000
RBI:CSURYCOM_F_RN(1.0),N_A,CCS1,N_A,F,2024,2023,0,2023-06-30,INR,189807233900000
RBI:CSURYCOM_F_RN(1.0),N_A,CCS11,N_A,F,2024,2023,0,2023-06-30,INR,24489212980000
RBI:CSURYCOM_F_RN(1.0),N_A,CCS12,N_A,F,2024,2023,0,2023-06-30,INR,165318020900000
RBI:CSURYCOM_F_RN(1.0),N_A,CCS1201,N_A,F,2024,2023,0,2023-06-30,INR,74393109400000
RBI:CSURYCOM_F_RN(1.0),N_A,CCS12011,N_A,F,2024,2023,0,2023-06-30,INR,2888269856000
RBI:CSURYCOM_F_RN(1.0),N_A,CCS1202,N_A,F,2024,2023,0,2023-06-30,INR,90924911480000
RBI:CSURYCOM_F_RN(1.0),N_A,CCS2,N_A,F,2024,2023,0,2023-06-30,INR,4750041398000
RBI:CSURYCOM_F_RN(1.0),N_A,CCS1,N_A,F,2024,2023,0,2023-12-15,INR,194722285400000
RBI:CSURYCOM_F_RN(1.0),N_A,CCS11,N_A,F,2024,2023,0,2023-12-15,INR,23195033410000
RBI:CSURYCOM_F_RN(1.0),N_A,CCS12,N_A,F,2024,2023,0,2023-12-15,INR,171527252000000
RBI:CSURYCOM_F_RN(1.0),N_A,CCS1201,N_A,F,2024,2023,0,2023-12-15,INR,77187263410000
RBI:CSURYCOM_F_RN(1.0),N_A,CCS12011,N_A,F,2024,2023,0,2023-12-15,INR,3362898533000
RBI:CSURYCOM_F_RN(1.0),N_A,CCS1202,N_A,F,2024,2023,0,2023-12-15,INR,94339988610000
RBI:CSURYCOM_F_RN(1.0),N_A,CCS2,N_A,F,2024,2023,0,2023-12-15,INR,7619919356000
RBI:CSURYCOM_F_RN(1.0),N_A,N_A,CCS12_IM,F,2024,2023,0,2023-12-15,INR,172766956700000
RBI:CSURYCOM_F_RN(1.0),N_A,N_A,CCS1_IM,F,2024,2023,0,2023-12-15,INR,195961990100000
RBI:CSURYCOM_F_RN(1.0),N_A,CCS1,N_A,F,2025,2024,0,2024-05-31,INR,207591805200000
RBI:CSURYCOM_F_RN(1.0),N_A,CCS11,N_A,F,2025,2024,0,2024-05-31,INR,25064929060000
RBI:CSURYCOM_F_RN(1.0),N_A,CCS12,N_A,F,2025,2024,0,2024-05-31,INR,182526876100000
RBI:CSURYCOM_F_RN(1.0),N_A,CCS1201,N_A,F,2025,2024,0,2024-05-31,INR,82137094240000
RBI:CSURYCOM_F_RN(1.0),N_A,CCS12011,N_A,F,2025,2024,0,2024-05-31,INR,3642738162000
RBI:CSURYCOM_F_RN(1.0),N_A,CCS1202,N_A,F,2025,2024,0,2024-05-31,INR,100389781900000
RBI:CSURYCOM_F_RN(1.0),N_A,CCS2,N_A,F,2025,2024,0,2024-05-31,INR,7389252221000
RBI:CSURYCOM_F_RN(1.0),N_A,N_A,CCS12_IM,F,2025,2024,0,2024-05-31,INR,183478664400000
RBI:CSURYCOM_F_RN(1.0),N_A,N_A,CCS1_IM,F,2025,2024,0,2024-05-31,INR,208543593500000
RBI:CSURYCOM_F_RN(1.0),N_A,CCS1,N_A,F,2025,2024,0,2024-11-15,INR,215096927400000
RBI:CSURYCOM_F_RN(1.0),N_A,CCS11,N_A,F,2025,2024,0,2024-11-15,INR,25155575750000
