DATAFLOW,AUDST,DENOMITIN_RN,FREQ,REPYEAREND,REPYEARSTART,UNIT_MULT,TIME_PERIOD,UNIT_MEASURE,OBS_VALUE
RBI:NOT_COIN_RN(1.0),N_A,NCC07,AFY,2024,2023,0,2024-03-31,INR,8530000000
RBI:NOT_COIN_RN(1.0),N_A,NCC08,AFY,2024,2023,0,2024-03-31,INR,33960000000
RBI:NOT_COIN_RN(1.0),N_A,NCC09,AFY,2024,2023,0,2024-03-31,INR,249510000000
RBI:NOT_COIN_RN(1.0),N_A,NCC10,AFY,2024,2023,0,2024-03-31,INR,267950000000
RBI:NOT_COIN_RN(1.0),N_A,NCC11,AFY,2024,2023,0,2024-03-31,INR,448920000000
RBI:NOT_COIN_RN(1.0),N_A,NCC12,AFY,2024,2023,0,2024-03-31,INR,2056560000000
RBI:NOT_COIN_RN(1.0),N_A,NCC13,AFY,2024,2023,0,2024-03-31,INR,1542150000000
RBI:NOT_COIN_RN(1.0),N_A,NCC14,AFY,2024,2023,0,2024-03-31,INR,30088470000000
RBI:NOT_COIN_RN(1.0),N_A,NCC16,AFY,2024,2023,0,2024-03-31,INR,82020000000
RBI:NOT_COIN_RN(1.0),N_A,NCC17,AFY,2024,2023,0,2024-03-31,INR,31330000000
RBI:NOT_COIN_RN(1.0),N_A,NCC01,AFY,2025,2024,0,2025-03-31,INR,7000000000
RBI:NOT_COIN_RN(1.0),N_A,NCC02,AFY,2025,2024,0,2025-03-31,INR,3880000000
RBI:NOT_COIN_RN(1.0),N_A,NCC03,AFY,2025,2024,0,2025-03-31,INR,49990000000
RBI:NOT_COIN_RN(1.0),N_A,NCC04,AFY,2025,2024,0,2025-03-31,INR,72920000000
RBI:NOT_COIN_RN(1.0),N_A,NCC05,AFY,2025,2024,0,2025-03-31,INR,108100000000
RBI:NOT_COIN_RN(1.0),N_A,NCC06,AFY,2025,2024,0,2025-03-31,INR,83640000000
RBI:NOT_COIN_RN(1.0),N_A,NCC07,AFY,2025,2024,0,2025-03-31,INR,8530000000
RBI:NOT_COIN_RN(1.0),N_A,NCC08,AFY,2025,2024,0,2025-03-31,INR,33860000000
RBI:NOT_COIN_RN(1.0),N_A,NCC09,AFY,2025,2024,0,2025-03-31,INR,253590000000
RBI:NOT_COIN_RN(1.0),N_A,NCC10,AFY,2025,2024,0,2025-03-31,INR,276800000000
RBI:NOT_COIN_RN(1.0),N_A,NCC11,AFY,2025,2024,0,2025-03-31,INR,494800000000
RBI:NOT_COIN_RN(1.0),N_A,NCC12,AFY,2025,2024,0,2025-03-31,INR,2278910000000
RBI:NOT_COIN_RN(1.0),N_A,NCC13,AFY,2025,2024,0,2025-03-31,INR,1735090000000
RBI:NOT_COIN_RN(1.0),N_A,NCC14,AFY,2025,2024,0,2025-03-31,INR,31722870000000
RBI:NOT_COIN_RN(1.0),N_A,NCC16,AFY,2025,2024,0,2025-03-31,INR,63660000000
RBI:NOT_COIN_RN(1.0),N_A,NCC17,AFY,2025,2024,0,2025-03-31,INR,40360000000
