DATAFLOW,AUDST,FREQ,LIAB_ITEMS_RN,REPYEAREND,REPYEARSTART,UNIT_MULT,TIME_PERIOD,UNIT_MEASURE,OBS_VALUE
RBI:RBI_LIAB_M_RN(1.0),N_A,M,LI33,2025,2024,0,2025-01-31,INR,420000000
RBI:RBI_LIAB_M_RN(1.0),N_A,M,LIA,2025,2024,0,2025-01-31,INR,34811670000000
RBI:RBI_LIAB_M_RN(1.0),N_A,M,LI34,2025,2024,0,2025-01-31,INR,9240830000000
RBI:RBI_LIAB_M_RN(1.0),N_A,M,LI1,2025,2024,0,2025-01-31,INR,35649650000000
RBI:RBI_LIAB_M_RN(1.0),N_A,M,LI35,2025,2024,0,2025-01-31,INR,77720000000
RBI:RBI_LIAB_M_RN(1.0),N_A,M,LI39,2025,2024,0,2025-01-31,INR,1016880000000
RBI:RBI_LIAB_M_RN(1.0),N_A,M,LI3,2025,2024,0,2025-01-31,INR,14465950000000
RBI:RBI_LIAB_M_RN(1.0),N_A,M,LI4,2025,2024,0,2025-01-31,INR,20345720000000
RBI:RBI_LIAB_M_RN(1.0),N_A,M,LI32,2025,2024,0,2025-01-31,INR,0.0
RBI:RBI_LIAB_M_RN(1.0),N_A,M,NT_ISSU_TTL,2025,2024,0,2025-01-31,INR,35649770000000
RBI:RBI_LIAB_M_RN(1.0),N_A,M,LI36,2025,2024,0,2025-01-31,INR,45670000000
RBI:RBI_LIAB_M_RN(1.0),N_A,M,LI2,2025,2024,0,2025-01-31,INR,120000000
RBI:RBI_LIAB_M_RN(1.0),N_A,M,LI31,2025,2024,0,2025-01-31,INR,1010000000
RBI:RBI_LIAB_M_RN(1.0),N_A,M,LI37,2025,2024,0,2025-01-31,INR,462750000000
RBI:RBI_LIAB_M_RN(1.0),N_A,M,LI38,2025,2024,0,2025-01-31,INR,3620670000000
RBI:RBI_LIAB_M_RN(1.0),N_A,M,NT_ISSU_TTL,2025,2024,0,2024-12-27,INR,35255321600000
RBI:RBI_LIAB_M_RN(1.0),N_A,M,LI39,2025,2024,0,2024-12-27,INR,877651200000
RBI:RBI_LIAB_M_RN(1.0),N_A,M,LI32,2025,2024,0,2024-12-27,INR,0.0
RBI:RBI_LIAB_M_RN(1.0),N_A,M,LI33,2025,2024,0,2024-12-27,INR,424800000
RBI:RBI_LIAB_M_RN(1.0),N_A,M,LIA,2025,2024,0,2024-12-27,INR,34372261100000
RBI:RBI_LIAB_M_RN(1.0),N_A,M,LI2,2025,2024,0,2024-12-27,INR,135500000
RBI:RBI_LIAB_M_RN(1.0),N_A,M,LI4,2025,2024,0,2024-12-27,INR,19054534500000
RBI:RBI_LIAB_M_RN(1.0),N_A,M,LI34,2025,2024,0,2024-12-27,INR,9394278400000
RBI:RBI_LIAB_M_RN(1.0),N_A,M,LI31,2025,2024,0,2024-12-27,INR,1000000000
RBI:RBI_LIAB_M_RN(1.0),N_A,M,LI35,2025,2024,0,2024-12-27,INR,84963600000
