DATAFLOW,AUDST,COSO_MER_RN,FREQ,REPYEAREND,REPYEARSTART,SOUR_MS_RN,UNIT_MULT,TIME_PERIOD,UNIT_MEASURE,OBS_VALUE
RBI:MSS_M_RN(1.0),N_A,SMS1_IM,M,2026,2025,N_A,0,2026-01-31,INR,89440378160000
RBI:MSS_M_RN(1.0),N_A,SMS52_IM,M,2026,2025,N_A,0,2026-01-31,INR,43521344580000
RBI:MSS_M_RN(1.0),N_A,SMS2_IM,M,2026,2025,N_A,0,2026-01-31,INR,213125786300000
RBI:MSS_M_RN(1.0),N_A,SMS5_IM,M,2026,2025,N_A,0,2026-01-31,INR,74498177740000
RBI:MSS_M_RN(1.0),N_A,N_A,M,2026,2025,N_A,0,2026-01-31,INR,190755418740000
RBI:MSS_M_RN(1.0),N_A,SMS13_IM,M,2026,2025,N_A,0,2026-01-31,INR,71373133760000
RBI:MSS_M_RN(1.0),N_A,SMS22_IM,M,2026,2025,N_A,0,2026-01-31,INR,212947031200000
RBI:MSS_M_RN(1.0),N_A,SMS13_IM,M,2026,2025,N_A,0,2025-12-31,INR,72051246280000
RBI:MSS_M_RN(1.0),N_A,SMS5_IM,M,2026,2025,N_A,0,2025-12-31,INR,68356876540000
RBI:MSS_M_RN(1.0),N_A,N_A,M,2026,2025,N_A,0,2025-12-31,INR,177729953677500
RBI:MSS_M_RN(1.0),N_A,SMS1_IM,M,2026,2025,N_A,0,2025-12-31,INR,87506855080000
RBI:MSS_M_RN(1.0),N_A,SMS2_IM,M,2026,2025,N_A,0,2025-12-31,INR,211447893900000
RBI:MSS_M_RN(1.0),N_A,SMS52_IM,M,2026,2025,N_A,0,2025-12-31,INR,40661929000000
RBI:MSS_M_RN(1.0),N_A,SMS22_IM,M,2026,2025,N_A,0,2025-12-31,INR,211244677400000
RBI:MSS_M_RN(1.0),N_A,SMS1_IM,M,2026,2025,N_A,0,2025-11-28,INR,88496348320000
RBI:MSS_M_RN(1.0),N_A,SMS13_IM,M,2026,2025,N_A,0,2025-11-28,INR,72054773920000
RBI:MSS_M_RN(1.0),N_A,SMS2_IM,M,2026,2025,N_A,0,2025-11-28,INR,203384186700000
RBI:MSS_M_RN(1.0),N_A,SMS52_IM,M,2026,2025,N_A,0,2025-11-28,INR,39811338140000
RBI:MSS_M_RN(1.0),N_A,N_A,M,2026,2025,N_A,0,2025-11-28,INR,174401463553485.7
RBI:MSS_M_RN(1.0),N_A,SMS5_IM,M,2026,2025,N_A,0,2025-11-28,INR,66358855470000
RBI:MSS_M_RN(1.0),N_A,SMS22_IM,M,2026,2025,N_A,0,2025-11-28,INR,203267174700000
RBI:MSS_M_RN(1.0),N_A,N_A,M,2026,2025,N_A,0,2025-10-31,INR,172075350221871.38
RBI:MSS_M_RN(1.0),N_A,SMS1_IM,M,2026,2025,N_A,0,2025-10-31,INR,87398697470000
RBI:MSS_M_RN(1.0),N_A,SMS22_IM,M,2026,2025,N_A,0,2025-10-31,INR,201901458653000
RBI:MSS_M_RN(1.0),N_A,SMS13_IM,M,2026,2025,N_A,0,2025-10-31,INR,72099583970000
RBI:MSS_M_RN(1.0),N_A,SMS5_IM,M,2026,2025,N_A,0,2025-10-31,INR,65178743390000
RBI:MSS_M_RN(1.0),N_A,SMS2_IM,M,2026,2025,N_A,0,2025-10-31,INR,202037489453000.03
RBI:MSS_M_RN(1.0),N_A,SMS52_IM,M,2026,2025,N_A,0,2025-10-31,INR,39581463560000
RBI:MSS_M_RN(1.0),N_A,SMS52_IM,M,2026,2025,N_A,0,2025-09-19,INR,40226466780000
RBI:MSS_M_RN(1.0),N_A,N_A,M,2026,2025,N_A,0,2025-09-19,INR,170377550262500
RBI:MSS_M_RN(1.0),N_A,SMS2_IM,M,2026,2025,N_A,0,2025-09-19,INR,197095751800000
RBI:MSS_M_RN(1.0),N_A,SMS22_IM,M,2026,2025,N_A,0,2025-09-19,INR,196939058200000
RBI:MSS_M_RN(1.0),N_A,SMS13_IM,M,2026,2025,N_A,0,2025-09-19,INR,71658140090000
RBI:MSS_M_RN(1.0),N_A,SMS1_IM,M,2026,2025,N_A,0,2025-09-19,INR,84903093390000
RBI:MSS_M_RN(1.0),N_A,SMS5_IM,M,2026,2025,N_A,0,2025-09-19,INR,64859608180000
RBI:MSS_M_RN(1.0),N_A,N_A,M,2026,2025,N_A,0,2025-08-22,INR,167862527062700
RBI:MSS_M_RN(1.0),N_A,SMS1_IM,M,2026,2025,N_A,0,2025-08-22,INR,85859432490000
RBI:MSS_M_RN(1.0),N_A,SMS5_IM,M,2026,2025,N_A,0,2025-08-22,INR,62322620320000
RBI:MSS_M_RN(1.0),N_A,SMS22_IM,M,2026,2025,N_A,0,2025-08-22,INR,194364393000000
RBI:MSS_M_RN(1.0),N_A,SMS13_IM,M,2026,2025,N_A,0,2025-08-22,INR,70742367590000
RBI:MSS_M_RN(1.0),N_A,SMS2_IM,M,2026,2025,N_A,0,2025-08-22,INR,194495087900000
RBI:MSS_M_RN(1.0),N_A,SMS52_IM,M,2026,2025,N_A,0,2025-08-22,INR,39433512410000
RBI:MSS_M_RN(1.0),N_A,SMS2_IM,M,2026,2025,N_A,0,2025-07-25,INR,193009808100000
RBI:MSS_M_RN(1.0),N_A,N_A,M,2026,2025,N_A,0,2025-07-25,INR,167216598812700
RBI:MSS_M_RN(1.0),N_A,SMS1_IM,M,2026,2025,N_A,0,2025-07-25,INR,85413165610000
RBI:MSS_M_RN(1.0),N_A,SMS5_IM,M,2026,2025,N_A,0,2025-07-25,INR,62064228660000
RBI:MSS_M_RN(1.0),N_A,SMS22_IM,M,2026,2025,N_A,0,2025-07-25,INR,192885974500000
RBI:MSS_M_RN(1.0),N_A,SMS52_IM,M,2026,2025,N_A,0,2025-07-25,INR,39718728360000
RBI:MSS_M_RN(1.0),N_A,SMS13_IM,M,2026,2025,N_A,0,2025-07-25,INR,70391665410000
RBI:MSS_M_RN(1.0),N_A,SMS22_IM,M,2026,2025,N_A,0,2025-06-27,INR,192743419800000
RBI:MSS_M_RN(1.0),N_A,N_A,M,2026,2025,N_A,0,2025-06-27,INR,786481640871000
RBI:MSS_M_RN(1.0),N_A,SMS1_IM,M,2026,2025,N_A,0,2025-06-27,INR,85200327580000
RBI:MSS_M_RN(1.0),N_A,SMS5_IM,M,2026,2025,N_A,0,2025-06-27,INR,60472581290000
RBI:MSS_M_RN(1.0),N_A,SMS13_IM,M,2026,2025,N_A,0,2025-06-27,INR,70066721180000
RBI:MSS_M_RN(1.0),N_A,SMS52_IM,M,2026,2025,N_A,0,2025-06-27,INR,38799324470000
RBI:MSS_M_RN(1.0),N_A,SMS2_IM,M,2026,2025,N_A,0,2025-06-27,INR,192833713500000
RBI:MSS_M_RN(1.0),N_A,N_A,M,2026,2025,N_A,0,2025-05-30,INR,779694459031900
RBI:MSS_M_RN(1.0),N_A,SMS5_IM,M,2026,2025,N_A,0,2025-05-30,INR,59803995290000
RBI:MSS_M_RN(1.0),N_A,SMS13_IM,M,2026,2025,N_A,0,2025-05-30,INR,70138357610000
RBI:MSS_M_RN(1.0),N_A,SMS22_IM,M,2026,2025,N_A,0,2025-05-30,INR,190746256300000
RBI:MSS_M_RN(1.0),N_A,SMS1_IM,M,2026,2025,N_A,0,2025-05-30,INR,84931505410000
RBI:MSS_M_RN(1.0),N_A,SMS52_IM,M,2026,2025,N_A,0,2025-05-30,INR,38811772730000
RBI:MSS_M_RN(1.0),N_A,SMS2_IM,M,2026,2025,N_A,0,2025-05-30,INR,190890190600000
RBI:MSS_M_RN(1.0),N_A,N_A,M,2026,2025,N_A,0,2025-04-18,INR,785587993663100
RBI:MSS_M_RN(1.0),N_A,SMS13_IM,M,2026,2025,N_A,0,2025-04-18,INR,69973579160000
RBI:MSS_M_RN(1.0),N_A,SMS22_IM,M,2026,2025,N_A,0,2025-04-18,INR,189767174700000
RBI:MSS_M_RN(1.0),N_A,SMS2_IM,M,2026,2025,N_A,0,2025-04-18,INR,189959970100000
RBI:MSS_M_RN(1.0),N_A,SMS1_IM,M,2026,2025,N_A,0,2025-04-18,INR,86238670460000
RBI:MSS_M_RN(1.0),N_A,SMS5_IM,M,2026,2025,N_A,0,2025-04-18,INR,63159275420000
RBI:MSS_M_RN(1.0),N_A,SMS52_IM,M,2026,2025,N_A,0,2025-04-18,INR,40077700000000
RBI:MSS_M_RN(1.0),N_A,SMS52_IM,M,2025,2024,N_A,0,2025-03-31,INR,43300975080000
RBI:MSS_M_RN(1.0),N_A,SMS2_IM,M,2025,2024,N_A,0,2025-03-31,INR,190681287300000
RBI:MSS_M_RN(1.0),N_A,SMS5_IM,M,2025,2024,N_A,0,2025-03-31,INR,64775241050000.01
RBI:MSS_M_RN(1.0),N_A,SMS1_IM,M,2025,2024,N_A,0,2025-03-31,INR,85108253990000
RBI:MSS_M_RN(1.0),N_A,SMS13_IM,M,2025,2024,N_A,0,2025-03-31,INR,70027199790000
RBI:MSS_M_RN(1.0),N_A,N_A,M,2025,2024,N_A,0,2025-03-31,INR,785317651903100
RBI:MSS_M_RN(1.0),N_A,SMS22_IM,M,2025,2024,N_A,0,2025-03-31,INR,190298830400000
RBI:MSS_M_RN(1.0),N_A,SMS13_IM,M,2025,2024,N_A,0,2025-02-21,INR,69571599450000
RBI:MSS_M_RN(1.0),N_A,SMS22_IM,M,2025,2024,N_A,0,2025-02-21,INR,187729931500000
RBI:MSS_M_RN(1.0),N_A,SMS5_IM,M,2025,2024,N_A,0,2025-02-21,INR,59482995770000
RBI:MSS_M_RN(1.0),N_A,SMS2_IM,M,2025,2024,N_A,0,2025-02-21,INR,188015864600000
RBI:MSS_M_RN(1.0),N_A,SMS1_IM,M,2025,2024,N_A,0,2025-02-21,INR,81505497850000
RBI:MSS_M_RN(1.0),N_A,SMS52_IM,M,2025,2024,N_A,0,2025-02-21,INR,38398495160000
RBI:MSS_M_RN(1.0),N_A,N_A,M,2025,2024,N_A,0,2025-02-21,INR,759372991486000
RBI:MSS_M_RN(1.0),N_A,SMS5_IM,M,2025,2024,N_A,0,2025-01-24,INR,57519719230000
RBI:MSS_M_RN(1.0),N_A,SMS2_IM,M,2025,2024,N_A,0,2025-01-24,INR,186720060700000
RBI:MSS_M_RN(1.0),N_A,N_A,M,2025,2024,N_A,0,2025-01-24,INR,747781481363100
RBI:MSS_M_RN(1.0),N_A,SMS52_IM,M,2025,2024,N_A,0,2025-01-24,INR,37649750180000
RBI:MSS_M_RN(1.0),N_A,SMS13_IM,M,2025,2024,N_A,0,2025-01-24,INR,69405087850000
RBI:MSS_M_RN(1.0),N_A,SMS22_IM,M,2025,2024,N_A,0,2025-01-24,INR,186492459900000
RBI:MSS_M_RN(1.0),N_A,SMS1_IM,M,2025,2024,N_A,0,2025-01-24,INR,79884019850000
RBI:MSS_M_RN(1.0),N_A,SMS5_IM,M,2025,2024,N_A,0,2024-12-27,INR,56879327850000
RBI:MSS_M_RN(1.0),N_A,SMS52_IM,M,2025,2024,N_A,0,2024-12-27,INR,37967560040000
RBI:MSS_M_RN(1.0),N_A,SMS13_IM,M,2025,2024,N_A,0,2024-12-27,INR,69002281070000
RBI:MSS_M_RN(1.0),N_A,SMS2_IM,M,2025,2024,N_A,0,2024-12-27,INR,185293559100000
RBI:MSS_M_RN(1.0),N_A,N_A,M,2025,2024,N_A,0,2024-12-27,INR,742335048843100
RBI:MSS_M_RN(1.0),N_A,SMS1_IM,M,2025,2024,N_A,0,2024-12-27,INR,79011186170000
RBI:MSS_M_RN(1.0),N_A,SMS22_IM,M,2025,2024,N_A,0,2024-12-27,INR,185188369000000
RBI:MSS_M_RN(1.0),N_A,SMS5_IM,M,2025,2024,N_A,0,2024-11-29,INR,56675037220000
RBI:MSS_M_RN(1.0),N_A,SMS1_IM,M,2025,2024,N_A,0,2024-11-29,INR,80866369840000
RBI:MSS_M_RN(1.0),N_A,SMS52_IM,M,2025,2024,N_A,0,2024-11-29,INR,37660572600000
RBI:MSS_M_RN(1.0),N_A,SMS22_IM,M,2025,2024,N_A,0,2024-11-29,INR,182808183100000
RBI:MSS_M_RN(1.0),N_A,N_A,M,2025,2024,N_A,0,2024-11-29,INR,737207563278400
RBI:MSS_M_RN(1.0),N_A,SMS13_IM,M,2025,2024,N_A,0,2024-11-29,INR,68442914840000
RBI:MSS_M_RN(1.0),N_A,SMS2_IM,M,2025,2024,N_A,0,2024-11-29,INR,182912811500000
RBI:MSS_M_RN(1.0),N_A,N_A,M,2025,2024,N_A,0,2024-10-18,INR,730408113600800
RBI:MSS_M_RN(1.0),N_A,SMS1_IM,M,2025,2024,N_A,0,2024-10-18,INR,79254824750000
RBI:MSS_M_RN(1.0),N_A,SMS13_IM,M,2025,2024,N_A,0,2024-10-18,INR,67930495550000
RBI:MSS_M_RN(1.0),N_A,SMS52_IM,M,2025,2024,N_A,0,2024-10-18,INR,37425518980000
RBI:MSS_M_RN(1.0),N_A,SMS2_IM,M,2025,2024,N_A,0,2024-10-18,INR,180052691100000
RBI:MSS_M_RN(1.0),N_A,SMS22_IM,M,2025,2024,N_A,0,2024-10-18,INR,179960936400000
RBI:MSS_M_RN(1.0),N_A,SMS5_IM,M,2025,2024,N_A,0,2024-10-18,INR,56691701400000
RBI:MSS_M_RN(1.0),N_A,SMS2_IM,M,2025,2024,N_A,0,2024-09-20,INR,178893639000000
RBI:MSS_M_RN(1.0),N_A,SMS52_IM,M,2025,2024,N_A,0,2024-09-20,INR,36301080570000
RBI:MSS_M_RN(1.0),N_A,SMS22_IM,M,2025,2024,N_A,0,2024-09-20,INR,178787750400000
RBI:MSS_M_RN(1.0),N_A,SMS1_IM,M,2025,2024,N_A,0,2024-09-20,INR,76261551980000
RBI:MSS_M_RN(1.0),N_A,SMS13_IM,M,2025,2024,N_A,0,2024-09-20,INR,67050428080000
RBI:MSS_M_RN(1.0),N_A,N_A,M,2025,2024,N_A,0,2024-09-20,INR,721803353162000
RBI:MSS_M_RN(1.0),N_A,SMS5_IM,M,2025,2024,N_A,0,2024-09-20,INR,55874376230000
RBI:MSS_M_RN(1.0),N_A,SMS1_IM,M,2025,2024,N_A,0,2024-08-23,INR,76947687790000
RBI:MSS_M_RN(1.0),N_A,N_A,M,2025,2024,N_A,0,2024-08-23,INR,717210622530600
RBI:MSS_M_RN(1.0),N_A,SMS22_IM,M,2025,2024,N_A,0,2024-08-23,INR,176994846700000
RBI:MSS_M_RN(1.0),N_A,SMS2_IM,M,2025,2024,N_A,0,2024-08-23,INR,177097916300000
RBI:MSS_M_RN(1.0),N_A,SMS5_IM,M,2025,2024,N_A,0,2024-08-23,INR,55861200970000
RBI:MSS_M_RN(1.0),N_A,SMS52_IM,M,2025,2024,N_A,0,2024-08-23,INR,36928906530000
RBI:MSS_M_RN(1.0),N_A,SMS13_IM,M,2025,2024,N_A,0,2024-08-23,INR,66692239790000
RBI:MSS_M_RN(1.0),N_A,SMS2_IM,M,2025,2024,N_A,0,2024-07-26,INR,175778176000000
RBI:MSS_M_RN(1.0),N_A,N_A,M,2025,2024,N_A,0,2024-07-26,INR,707593853850600
RBI:MSS_M_RN(1.0),N_A,SMS5_IM,M,2025,2024,N_A,0,2024-07-26,INR,54175772350000
RBI:MSS_M_RN(1.0),N_A,SMS52_IM,M,2025,2024,N_A,0,2024-07-26,INR,36989371300000
RBI:MSS_M_RN(1.0),N_A,SMS13_IM,M,2025,2024,N_A,0,2024-07-26,INR,66173024970000
RBI:MSS_M_RN(1.0),N_A,SMS22_IM,M,2025,2024,N_A,0,2024-07-26,INR,175668826800000
RBI:MSS_M_RN(1.0),N_A,SMS1_IM,M,2025,2024,N_A,0,2024-07-26,INR,76782125070000
