DATAFLOW,ASET_ITEMS_RN,AUDST,FREQ,REPYEAREND,REPYEARSTART,UNIT_MULT,TIME_PERIOD,UNIT_MEASURE,OBS_VALUE
RBI:RBI_ASSET_M_RN(1.0),AI01,N_A,M,2026,2025,0,2025-12-26,INR,3608836599999.9995
RBI:RBI_ASSET_M_RN(1.0),AI02,N_A,M,2026,2025,0,2025-12-26,INR,35276576700000
RBI:RBI_ASSET_M_RN(1.0),AI05,N_A,M,2026,2025,0,2025-12-26,INR,130100000
RBI:RBI_ASSET_M_RN(1.0),AI06,N_A,M,2026,2025,0,2025-12-26,INR,15293251299999.998
RBI:RBI_ASSET_M_RN(1.0),AI10,N_A,M,2026,2025,0,2025-12-26,INR,18339908500000
RBI:RBI_ASSET_M_RN(1.0),AI076,N_A,M,2026,2025,0,2025-11-28,INR,0.0
RBI:RBI_ASSET_M_RN(1.0),AI05,N_A,M,2026,2025,0,2025-11-28,INR,160000000
RBI:RBI_ASSET_M_RN(1.0),AI07,N_A,M,2026,2025,0,2025-11-28,INR,2005380000000
RBI:RBI_ASSET_M_RN(1.0),AI01,N_A,M,2026,2025,0,2025-11-28,INR,3353900000000
RBI:RBI_ASSET_M_RN(1.0),AI073,N_A,M,2026,2025,0,2025-11-28,INR,21440000000
RBI:RBI_ASSET_M_RN(1.0),AI08,N_A,M,2026,2025,0,2025-11-28,INR,0.0
RBI:RBI_ASSET_M_RN(1.0),AI11,N_A,M,2026,2025,0,2025-11-28,INR,6325570000000
RBI:RBI_ASSET_M_RN(1.0),AI081,N_A,M,2026,2025,0,2025-11-28,INR,0.0
RBI:RBI_ASSET_M_RN(1.0),AI1102,N_A,M,2026,2025,0,2025-11-28,INR,217200000000
RBI:RBI_ASSET_M_RN(1.0),AI079,N_A,M,2026,2025,0,2025-11-28,INR,1697690000000
RBI:RBI_ASSET_M_RN(1.0),AI02,N_A,M,2026,2025,0,2025-11-28,INR,34914110000000
RBI:RBI_ASSET_M_RN(1.0),AI1101,N_A,M,2026,2025,0,2025-11-28,INR,6108370000000
RBI:RBI_ASSET_M_RN(1.0),AI078,N_A,M,2026,2025,0,2025-11-28,INR,96590000000
RBI:RBI_ASSET_M_RN(1.0),AI06,N_A,M,2026,2025,0,2025-11-28,INR,15200680000000
RBI:RBI_ASSET_M_RN(1.0),AI072,N_A,M,2026,2025,0,2025-11-28,INR,189660000000
RBI:RBI_ASSET_M_RN(1.0),AI04,N_A,M,2026,2025,0,2025-11-28,INR,0.0
RBI:RBI_ASSET_M_RN(1.0),AI03,N_A,M,2026,2025,0,2025-11-28,INR,5310000000
RBI:RBI_ASSET_M_RN(1.0),AI10,N_A,M,2026,2025,0,2025-11-28,INR,17342110000000
RBI:RBI_ASSET_M_RN(1.0),A1,N_A,M,2026,2025,0,2025-11-28,INR,40873900000000
RBI:RBI_ASSET_M_RN(1.0),AI074,N_A,M,2026,2025,0,2025-11-28,INR,0.0
RBI:RBI_ASSET_M_RN(1.0),AI071,N_A,M,2026,2025,0,2025-11-28,INR,0.0
RBI:RBI_ASSET_M_RN(1.0),A2,N_A,M,2026,2025,0,2025-11-28,INR,38273320000000
RBI:RBI_ASSET_M_RN(1.0),AI06,N_A,M,2026,2025,0,2025-10-31,INR,15814426399999.998
RBI:RBI_ASSET_M_RN(1.0),AI02,N_A,M,2026,2025,0,2025-10-31,INR,34604800700000
RBI:RBI_ASSET_M_RN(1.0),AI01,N_A,M,2026,2025,0,2025-10-31,INR,3200901900000
RBI:RBI_ASSET_M_RN(1.0),AI078,N_A,M,2026,2025,0,2025-10-31,INR,115394800000
RBI:RBI_ASSET_M_RN(1.0),AI05,N_A,M,2026,2025,0,2025-10-31,INR,121300000
RBI:RBI_ASSET_M_RN(1.0),AI1101,N_A,M,2026,2025,0,2025-10-31,INR,5829713600000
RBI:RBI_ASSET_M_RN(1.0),AI10,N_A,M,2026,2025,0,2025-10-31,INR,17323515000000
RBI:RBI_ASSET_M_RN(1.0),AI073,N_A,M,2026,2025,0,2025-10-31,INR,54890000000
RBI:RBI_ASSET_M_RN(1.0),AI07,N_A,M,2026,2025,0,2025-10-31,INR,1995688600000
RBI:RBI_ASSET_M_RN(1.0),AI072,N_A,M,2026,2025,0,2025-10-31,INR,200163200000
RBI:RBI_ASSET_M_RN(1.0),AI1102,N_A,M,2026,2025,0,2025-10-31,INR,202029000000
RBI:RBI_ASSET_M_RN(1.0),AI03,N_A,M,2026,2025,0,2025-10-31,INR,4360000000
RBI:RBI_ASSET_M_RN(1.0),A2,N_A,M,2026,2025,0,2025-10-31,INR,37810062600000
RBI:RBI_ASSET_M_RN(1.0),AI079,N_A,M,2026,2025,0,2025-10-31,INR,1625240600000
RBI:RBI_ASSET_M_RN(1.0),AI11,N_A,M,2026,2025,0,2025-10-31,INR,6031742600000
RBI:RBI_ASSET_M_RN(1.0),A1,N_A,M,2026,2025,0,2025-10-31,INR,41165493900000
RBI:RBI_ASSET_M_RN(1.0),AI072,N_A,M,2026,2025,0,2025-09-26,INR,326215500000
RBI:RBI_ASSET_M_RN(1.0),AI071,N_A,M,2026,2025,0,2025-09-26,INR,0.0
RBI:RBI_ASSET_M_RN(1.0),AI079,N_A,M,2026,2025,0,2025-09-26,INR,1638947300000
RBI:RBI_ASSET_M_RN(1.0),A1,N_A,M,2026,2025,0,2025-09-26,INR,43333018999999.99
RBI:RBI_ASSET_M_RN(1.0),AI06,N_A,M,2026,2025,0,2025-09-26,INR,17311173899999.998
RBI:RBI_ASSET_M_RN(1.0),AI04,N_A,M,2026,2025,0,2025-09-26,INR,0.0
RBI:RBI_ASSET_M_RN(1.0),AI073,N_A,M,2026,2025,0,2025-09-26,INR,848360000000
RBI:RBI_ASSET_M_RN(1.0),AI07,N_A,M,2026,2025,0,2025-09-26,INR,2983371800000
RBI:RBI_ASSET_M_RN(1.0),AI05,N_A,M,2026,2025,0,2025-09-26,INR,157600000
RBI:RBI_ASSET_M_RN(1.0),AI02,N_A,M,2026,2025,0,2025-09-26,INR,34604426900000
