DATAFLOW,AUDST,COMP_RN,FREQ,REPYEAREND,REPYEARSTART,UNIT_MULT,TIME_PERIOD,UNIT_MEASURE,OBS_VALUE
RBI:RMC_M_RN(1.0),N_A,COM11,M,2021,2020,0,2020-12-31,INR,27764773440000
RBI:RMC_M_RN(1.0),N_A,COM12,M,2021,2020,0,2020-12-31,INR,417884161000
RBI:RMC_M_RN(1.0),N_A,COM13,M,2021,2020,0,2020-12-31,INR,5221760000000
RBI:RMC_M_RN(1.0),N_A,COM1,M,2021,2020,0,2020-12-31,INR,33404417601000
RBI:RMC_M_RN(1.0),N_A,COM12,M,2021,2020,0,2020-11-30,INR,419035830000
RBI:RMC_M_RN(1.0),N_A,COM11,M,2021,2020,0,2020-11-30,INR,27704925230000
RBI:RMC_M_RN(1.0),N_A,COM1,M,2021,2020,0,2020-11-30,INR,33170741060000
RBI:RMC_M_RN(1.0),N_A,COM13,M,2021,2020,0,2020-11-30,INR,5046780000000
RBI:RMC_M_RN(1.0),N_A,COM1,M,2021,2020,0,2020-10-31,INR,32258139816000
RBI:RMC_M_RN(1.0),N_A,COM13,M,2021,2020,0,2020-10-31,INR,4705520000000
