DATAFLOW,AUDST,BASE_PER,CURR_BASK_RN,FREQ,REPYEAREND,REPYEARSTART,TYP_OF_RATE,TYP_REP_RN,TYP_TRD_WTS_RN,TIME_PERIOD,UNIT_MEASURE,OBS_VALUE
RBI:INX_NEER_REER_A_RN(1.0),N_A,BY_2004_05,CURR_BASK_36CURR,AFY,2005,2004,NEER,REP_FY_ANN_AVG,EXP_WTS,2005-03-31,IX,100.00485
RBI:INX_NEER_REER_A_RN(1.0),N_A,BY_2004_05,CURR_BASK_36CURR,AFY,2005,2004,NEER,REP_FY_ANN_AVG,TRD_WTS,2005-03-31,IX,99.996391666667
RBI:INX_NEER_REER_A_RN(1.0),N_A,BY_2004_05,CURR_BASK_36CURR,AFY,2005,2004,REER,REP_FY_ANN_AVG,EXP_WTS,2005-03-31,IX,100.000958333333
RBI:INX_NEER_REER_A_RN(1.0),N_A,BY_2004_05,CURR_BASK_36CURR,AFY,2005,2004,REER,REP_FY_ANN_AVG,TRD_WTS,2005-03-31,IX,99.989775
RBI:INX_NEER_REER_A_RN(1.0),N_A,BY_2015_16,CURR_BASK_40CURR,AFY,2005,2004,NEER,REP_FY_ANN_AVG,EXP_WTS,2005-03-31,IX,130.810983333333
RBI:INX_NEER_REER_A_RN(1.0),N_A,BY_2015_16,CURR_BASK_40CURR,AFY,2005,2004,NEER,REP_FY_ANN_AVG,TRD_WTS,2005-03-31,IX,133.769283333333
RBI:INX_NEER_REER_A_RN(1.0),N_A,BY_2015_16,CURR_BASK_40CURR,AFY,2005,2004,REER,REP_FY_ANN_AVG,EXP_WTS,2005-03-31,IX,87.37745
RBI:INX_NEER_REER_A_RN(1.0),N_A,BY_2015_16,CURR_BASK_40CURR,AFY,2005,2004,REER,REP_FY_ANN_AVG,TRD_WTS,2005-03-31,IX,89.208975
RBI:INX_NEER_REER_A_RN(1.0),N_A,BY_2004_05,CURR_BASK_36CURR,AFY,2006,2005,NEER,REP_CY_ANN_AVG,EXP_WTS,2005-12-31,IX,101.972158333333
RBI:INX_NEER_REER_A_RN(1.0),N_A,BY_2004_05,CURR_BASK_36CURR,AFY,2006,2005,NEER,REP_CY_ANN_AVG,TRD_WTS,2005-12-31,IX,101.897991666667
RBI:INX_NEER_REER_A_RN(1.0),N_A,BY_2004_05,CURR_BASK_36CURR,AFY,2006,2005,REER,REP_CY_ANN_AVG,EXP_WTS,2005-12-31,IX,101.791241666667
RBI:INX_NEER_REER_A_RN(1.0),N_A,BY_2004_05,CURR_BASK_36CURR,AFY,2006,2005,REER,REP_CY_ANN_AVG,TRD_WTS,2005-12-31,IX,101.976266666667
RBI:INX_NEER_REER_A_RN(1.0),N_A,BY_2015_16,CURR_BASK_40CURR,AFY,2006,2005,NEER,REP_CY_ANN_AVG,EXP_WTS,2005-12-31,IX,133.3843
RBI:INX_NEER_REER_A_RN(1.0),N_A,BY_2015_16,CURR_BASK_40CURR,AFY,2006,2005,NEER,REP_CY_ANN_AVG,TRD_WTS,2005-12-31,IX,136.313141666667
RBI:INX_NEER_REER_A_RN(1.0),N_A,BY_2015_16,CURR_BASK_40CURR,AFY,2006,2005,REER,REP_CY_ANN_AVG,EXP_WTS,2005-12-31,IX,88.941741666667
RBI:INX_NEER_REER_A_RN(1.0),N_A,BY_2015_16,CURR_BASK_40CURR,AFY,2006,2005,REER,REP_CY_ANN_AVG,TRD_WTS,2005-12-31,IX,90.981283333333
RBI:INX_NEER_REER_A_RN(1.0),N_A,BY_2004_05,CURR_BASK_36CURR,AFY,2006,2005,NEER,REP_FY_ANN_AVG,EXP_WTS,2006-03-31,IX,102.204158333333
RBI:INX_NEER_REER_A_RN(1.0),N_A,BY_2004_05,CURR_BASK_36CURR,AFY,2006,2005,NEER,REP_FY_ANN_AVG,TRD_WTS,2006-03-31,IX,102.243433333333
RBI:INX_NEER_REER_A_RN(1.0),N_A,BY_2004_05,CURR_BASK_36CURR,AFY,2006,2005,REER,REP_FY_ANN_AVG,EXP_WTS,2006-03-31,IX,102.009016666667
RBI:INX_NEER_REER_A_RN(1.0),N_A,BY_2004_05,CURR_BASK_36CURR,AFY,2006,2005,REER,REP_FY_ANN_AVG,TRD_WTS,2006-03-31,IX,102.384833333333
RBI:INX_NEER_REER_A_RN(1.0),N_A,BY_2015_16,CURR_BASK_40CURR,AFY,2006,2005,NEER,REP_FY_ANN_AVG,EXP_WTS,2006-03-31,IX,133.687775
RBI:INX_NEER_REER_A_RN(1.0),N_A,BY_2015_16,CURR_BASK_40CURR,AFY,2006,2005,NEER,REP_FY_ANN_AVG,TRD_WTS,2006-03-31,IX,136.775258333333
RBI:INX_NEER_REER_A_RN(1.0),N_A,BY_2015_16,CURR_BASK_40CURR,AFY,2006,2005,REER,REP_FY_ANN_AVG,EXP_WTS,2006-03-31,IX,89.132041666667
RBI:INX_NEER_REER_A_RN(1.0),N_A,BY_2015_16,CURR_BASK_40CURR,AFY,2006,2005,REER,REP_FY_ANN_AVG,TRD_WTS,2006-03-31,IX,91.3458
RBI:INX_NEER_REER_A_RN(1.0),N_A,BY_2004_05,CURR_BASK_36CURR,AFY,2007,2006,NEER,REP_CY_ANN_AVG,EXP_WTS,2006-12-31,IX,98.610133333333
RBI:INX_NEER_REER_A_RN(1.0),N_A,BY_2004_05,CURR_BASK_36CURR,AFY,2007,2006,NEER,REP_CY_ANN_AVG,TRD_WTS,2006-12-31,IX,98.356908333333
RBI:INX_NEER_REER_A_RN(1.0),N_A,BY_2004_05,CURR_BASK_36CURR,AFY,2007,2006,REER,REP_CY_ANN_AVG,EXP_WTS,2006-12-31,IX,100.380175
RBI:INX_NEER_REER_A_RN(1.0),N_A,BY_2004_05,CURR_BASK_36CURR,AFY,2007,2006,REER,REP_CY_ANN_AVG,TRD_WTS,2006-12-31,IX,100.679058333333
RBI:INX_NEER_REER_A_RN(1.0),N_A,BY_2015_16,CURR_BASK_40CURR,AFY,2007,2006,NEER,REP_CY_ANN_AVG,EXP_WTS,2006-12-31,IX,128.986633333333
RBI:INX_NEER_REER_A_RN(1.0),N_A,BY_2015_16,CURR_BASK_40CURR,AFY,2007,2006,NEER,REP_CY_ANN_AVG,TRD_WTS,2006-12-31,IX,131.576091666667
RBI:INX_NEER_REER_A_RN(1.0),N_A,BY_2015_16,CURR_BASK_40CURR,AFY,2007,2006,REER,REP_CY_ANN_AVG,EXP_WTS,2006-12-31,IX,87.7088
RBI:INX_NEER_REER_A_RN(1.0),N_A,BY_2015_16,CURR_BASK_40CURR,AFY,2007,2006,REER,REP_CY_ANN_AVG,TRD_WTS,2006-12-31,IX,89.823975
RBI:INX_NEER_REER_A_RN(1.0),N_A,BY_2015_16,CURR_BASK_40CURR,AFY,2007,2006,NEER,REP_FY_ANN_AVG,EXP_WTS,2007-03-31,IX,128.189408333333
RBI:INX_NEER_REER_A_RN(1.0),N_A,BY_2015_16,CURR_BASK_40CURR,AFY,2007,2006,NEER,REP_FY_ANN_AVG,TRD_WTS,2007-03-31,IX,130.607375
RBI:INX_NEER_REER_A_RN(1.0),N_A,BY_2015_16,CURR_BASK_40CURR,AFY,2007,2006,REER,REP_FY_ANN_AVG,EXP_WTS,2007-03-31,IX,87.784366666667
RBI:INX_NEER_REER_A_RN(1.0),N_A,BY_2015_16,CURR_BASK_40CURR,AFY,2007,2006,REER,REP_FY_ANN_AVG,TRD_WTS,2007-03-31,IX,89.892841666667
RBI:INX_NEER_REER_A_RN(1.0),N_A,BY_2004_05,CURR_BASK_36CURR,AFY,2008,2007,NEER,REP_CY_ANN_AVG,EXP_WTS,2007-12-31,IX,104.389258333333
RBI:INX_NEER_REER_A_RN(1.0),N_A,BY_2004_05,CURR_BASK_36CURR,AFY,2008,2007,NEER,REP_CY_ANN_AVG,TRD_WTS,2007-12-31,IX,103.728241666667
RBI:INX_NEER_REER_A_RN(1.0),N_A,BY_2004_05,CURR_BASK_36CURR,AFY,2008,2007,REER,REP_CY_ANN_AVG,EXP_WTS,2007-12-31,IX,107.897441666667
RBI:INX_NEER_REER_A_RN(1.0),N_A,BY_2004_05,CURR_BASK_36CURR,AFY,2008,2007,REER,REP_CY_ANN_AVG,TRD_WTS,2007-12-31,IX,108.047825
RBI:INX_NEER_REER_A_RN(1.0),N_A,BY_2015_16,CURR_BASK_40CURR,AFY,2008,2007,NEER,REP_CY_ANN_AVG,EXP_WTS,2007-12-31,IX,136.545992
RBI:INX_NEER_REER_A_RN(1.0),N_A,BY_2015_16,CURR_BASK_40CURR,AFY,2008,2007,NEER,REP_CY_ANN_AVG,TRD_WTS,2007-12-31,IX,138.761542
RBI:INX_NEER_REER_A_RN(1.0),N_A,BY_2015_16,CURR_BASK_40CURR,AFY,2008,2007,REER,REP_CY_ANN_AVG,EXP_WTS,2007-12-31,IX,94.277125
RBI:INX_NEER_REER_A_RN(1.0),N_A,BY_2015_16,CURR_BASK_40CURR,AFY,2008,2007,REER,REP_CY_ANN_AVG,TRD_WTS,2007-12-31,IX,96.398217
RBI:INX_NEER_REER_A_RN(1.0),N_A,BY_2004_05,CURR_BASK_36CURR,AFY,2008,2007,NEER,REP_FY_ANN_AVG,EXP_WTS,2008-03-31,IX,105.614041666667
RBI:INX_NEER_REER_A_RN(1.0),N_A,BY_2004_05,CURR_BASK_36CURR,AFY,2008,2007,NEER,REP_FY_ANN_AVG,TRD_WTS,2008-03-31,IX,104.752766666667
RBI:INX_NEER_REER_A_RN(1.0),N_A,BY_2004_05,CURR_BASK_36CURR,AFY,2008,2007,REER,REP_FY_ANN_AVG,EXP_WTS,2008-03-31,IX,109.225566666667
RBI:INX_NEER_REER_A_RN(1.0),N_A,BY_2004_05,CURR_BASK_36CURR,AFY,2008,2007,REER,REP_FY_ANN_AVG,TRD_WTS,2008-03-31,IX,109.196666666667
RBI:INX_NEER_REER_A_RN(1.0),N_A,BY_2015_16,CURR_BASK_40CURR,AFY,2008,2007,NEER,REP_FY_ANN_AVG,EXP_WTS,2008-03-31,IX,138.148075
RBI:INX_NEER_REER_A_RN(1.0),N_A,BY_2015_16,CURR_BASK_40CURR,AFY,2008,2007,NEER,REP_FY_ANN_AVG,TRD_WTS,2008-03-31,IX,140.132075
RBI:INX_NEER_REER_A_RN(1.0),N_A,BY_2015_16,CURR_BASK_40CURR,AFY,2008,2007,REER,REP_FY_ANN_AVG,EXP_WTS,2008-03-31,IX,95.4376
RBI:INX_NEER_REER_A_RN(1.0),N_A,BY_2015_16,CURR_BASK_40CURR,AFY,2008,2007,REER,REP_FY_ANN_AVG,TRD_WTS,2008-03-31,IX,97.423192
RBI:INX_NEER_REER_A_RN(1.0),N_A,BY_2004_05,CURR_BASK_36CURR,AFY,2009,2008,NEER,REP_CY_ANN_AVG,EXP_WTS,2008-12-31,IX,97.413983333333
RBI:INX_NEER_REER_A_RN(1.0),N_A,BY_2004_05,CURR_BASK_36CURR,AFY,2009,2008,NEER,REP_CY_ANN_AVG,TRD_WTS,2008-12-31,IX,96.475725
RBI:INX_NEER_REER_A_RN(1.0),N_A,BY_2004_05,CURR_BASK_36CURR,AFY,2009,2008,REER,REP_CY_ANN_AVG,EXP_WTS,2008-12-31,IX,101.987225
RBI:INX_NEER_REER_A_RN(1.0),N_A,BY_2004_05,CURR_BASK_36CURR,AFY,2009,2008,REER,REP_CY_ANN_AVG,TRD_WTS,2008-12-31,IX,101.756275
RBI:INX_NEER_REER_A_RN(1.0),N_A,BY_2015_16,CURR_BASK_40CURR,AFY,2009,2008,NEER,REP_CY_ANN_AVG,EXP_WTS,2008-12-31,IX,127.422008
RBI:INX_NEER_REER_A_RN(1.0),N_A,BY_2015_16,CURR_BASK_40CURR,AFY,2009,2008,NEER,REP_CY_ANN_AVG,TRD_WTS,2008-12-31,IX,129.059525
RBI:INX_NEER_REER_A_RN(1.0),N_A,BY_2015_16,CURR_BASK_40CURR,AFY,2009,2008,REER,REP_CY_ANN_AVG,EXP_WTS,2008-12-31,IX,89.112992
RBI:INX_NEER_REER_A_RN(1.0),N_A,BY_2015_16,CURR_BASK_40CURR,AFY,2009,2008,REER,REP_CY_ANN_AVG,TRD_WTS,2008-12-31,IX,90.785025
RBI:INX_NEER_REER_A_RN(1.0),N_A,BY_2004_05,CURR_BASK_36CURR,AFY,2009,2008,NEER,REP_FY_ANN_AVG,EXP_WTS,2009-03-31,IX,93.996408333333
RBI:INX_NEER_REER_A_RN(1.0),N_A,BY_2004_05,CURR_BASK_36CURR,AFY,2009,2008,NEER,REP_FY_ANN_AVG,TRD_WTS,2009-03-31,IX,93.336341666667
RBI:INX_NEER_REER_A_RN(1.0),N_A,BY_2004_05,CURR_BASK_36CURR,AFY,2009,2008,REER,REP_FY_ANN_AVG,EXP_WTS,2009-03-31,IX,99.721491666667
RBI:INX_NEER_REER_A_RN(1.0),N_A,BY_2004_05,CURR_BASK_36CURR,AFY,2009,2008,REER,REP_FY_ANN_AVG,TRD_WTS,2009-03-31,IX,99.645683333333
RBI:INX_NEER_REER_A_RN(1.0),N_A,BY_2015_16,CURR_BASK_40CURR,AFY,2009,2008,NEER,REP_FY_ANN_AVG,EXP_WTS,2009-03-31,IX,122.951667
RBI:INX_NEER_REER_A_RN(1.0),N_A,BY_2015_16,CURR_BASK_40CURR,AFY,2009,2008,NEER,REP_FY_ANN_AVG,TRD_WTS,2009-03-31,IX,124.85985
RBI:INX_NEER_REER_A_RN(1.0),N_A,BY_2015_16,CURR_BASK_40CURR,AFY,2009,2008,REER,REP_FY_ANN_AVG,EXP_WTS,2009-03-31,IX,87.133258
RBI:INX_NEER_REER_A_RN(1.0),N_A,BY_2015_16,CURR_BASK_40CURR,AFY,2009,2008,REER,REP_FY_ANN_AVG,TRD_WTS,2009-03-31,IX,88.901983
RBI:INX_NEER_REER_A_RN(1.0),N_A,BY_2004_05,CURR_BASK_36CURR,AFY,2010,2009,NEER,REP_CY_ANN_AVG,EXP_WTS,2009-12-31,IX,90.560725
RBI:INX_NEER_REER_A_RN(1.0),N_A,BY_2004_05,CURR_BASK_36CURR,AFY,2010,2009,NEER,REP_CY_ANN_AVG,TRD_WTS,2009-12-31,IX,90.2289
RBI:INX_NEER_REER_A_RN(1.0),N_A,BY_2004_05,CURR_BASK_36CURR,AFY,2010,2009,REER,REP_CY_ANN_AVG,EXP_WTS,2009-12-31,IX,101.765108333333
RBI:INX_NEER_REER_A_RN(1.0),N_A,BY_2004_05,CURR_BASK_36CURR,AFY,2010,2009,REER,REP_CY_ANN_AVG,TRD_WTS,2009-12-31,IX,101.145683333333
RBI:INX_NEER_REER_A_RN(1.0),N_A,BY_2015_16,CURR_BASK_40CURR,AFY,2010,2009,NEER,REP_CY_ANN_AVG,EXP_WTS,2009-12-31,IX,118.45765
RBI:INX_NEER_REER_A_RN(1.0),N_A,BY_2015_16,CURR_BASK_40CURR,AFY,2010,2009,NEER,REP_CY_ANN_AVG,TRD_WTS,2009-12-31,IX,120.702917
RBI:INX_NEER_REER_A_RN(1.0),N_A,BY_2015_16,CURR_BASK_40CURR,AFY,2010,2009,REER,REP_CY_ANN_AVG,EXP_WTS,2009-12-31,IX,88.9189
RBI:INX_NEER_REER_A_RN(1.0),N_A,BY_2015_16,CURR_BASK_40CURR,AFY,2010,2009,REER,REP_CY_ANN_AVG,TRD_WTS,2009-12-31,IX,90.24025
RBI:INX_NEER_REER_A_RN(1.0),N_A,BY_2004_05,CURR_BASK_36CURR,AFY,2010,2009,NEER,REP_FY_ANN_AVG,EXP_WTS,2010-03-31,IX,91.418366666667
RBI:INX_NEER_REER_A_RN(1.0),N_A,BY_2004_05,CURR_BASK_36CURR,AFY,2010,2009,NEER,REP_FY_ANN_AVG,TRD_WTS,2010-03-31,IX,90.935816666667
