DATAFLOW,ACT_CAT_RN,AUDST,BAL_SHT_ITMS_RN,COMP_COUNT,FREQ,REF_TIME_RN,REPYEAREND,REPYEARSTART,UNIT_MULT,TIME_PERIOD,UNIT_MEASURE,OBS_VALUE
RBI:BAL_SHT_NGNBFI_LIAB_AW_RN(1.0),AC_ALL_ACT,N_A,LIB_NCL_LTB_SEC_TLB,18225,AFY,PREV_FIN_YR,2014,2013,0,2014-03-31,INR,1267205000000
RBI:BAL_SHT_NGNBFI_LIAB_AW_RN(1.0),AC_ALL_ACT,N_A,LIB_NCL_LTB_SEC_TLB,18225,AFY,PREV_TO_PREV_FIN_YR,2014,2013,0,2014-03-31,INR,1133949000000
RBI:BAL_SHT_NGNBFI_LIAB_AW_RN(1.0),AC_ALL_ACT,N_A,LIB_NCL_LTB_USEC,18225,AFY,CURR_FIN_YR,2014,2013,0,2014-03-31,INR,1247661000000
RBI:BAL_SHT_NGNBFI_LIAB_AW_RN(1.0),AC_ALL_ACT,N_A,LIB_NCL_LTB_USEC,18225,AFY,PREV_FIN_YR,2014,2013,0,2014-03-31,INR,912947000000
RBI:BAL_SHT_NGNBFI_LIAB_AW_RN(1.0),AC_ALL_ACT,N_A,LIB_NCL_LTB_USEC,18225,AFY,PREV_TO_PREV_FIN_YR,2014,2013,0,2014-03-31,INR,819665000000
RBI:BAL_SHT_NGNBFI_LIAB_AW_RN(1.0),AC_ALL_ACT,N_A,LIB_NCL_LTB_USEC_TL_OTH,18225,AFY,CURR_FIN_YR,2014,2013,0,2014-03-31,INR,175353000000
RBI:BAL_SHT_NGNBFI_LIAB_AW_RN(1.0),AC_ALL_ACT,N_A,LIB_NCL_LTB_USEC_TL_OTH,18225,AFY,PREV_FIN_YR,2014,2013,0,2014-03-31,INR,202251000000
RBI:BAL_SHT_NGNBFI_LIAB_AW_RN(1.0),AC_ALL_ACT,N_A,LIB_NCL_LTB_USEC_TL_OTH,18225,AFY,PREV_TO_PREV_FIN_YR,2014,2013,0,2014-03-31,INR,135504000000
RBI:BAL_SHT_NGNBFI_LIAB_AW_RN(1.0),AC_ALL_ACT,N_A,LIB_NCL_LTP,18225,AFY,CURR_FIN_YR,2014,2013,0,2014-03-31,INR,128430000000
RBI:BAL_SHT_NGNBFI_LIAB_AW_RN(1.0),AC_ALL_ACT,N_A,LIB_NCL_LTP,18225,AFY,PREV_FIN_YR,2014,2013,0,2014-03-31,INR,123367000000
RBI:BAL_SHT_NGNBFI_LIAB_AW_RN(1.0),AC_ALL_ACT,N_A,LIB_NCL_LTP,18225,AFY,PREV_TO_PREV_FIN_YR,2014,2013,0,2014-03-31,INR,92915000000
RBI:BAL_SHT_NGNBFI_LIAB_AW_RN(1.0),AC_ALL_ACT,N_A,LIB_NCL_OLL,18225,AFY,CURR_FIN_YR,2014,2013,0,2014-03-31,INR,135017000000
RBI:BAL_SHT_NGNBFI_LIAB_AW_RN(1.0),AC_ALL_ACT,N_A,LIB_NCL_OLL,18225,AFY,PREV_FIN_YR,2014,2013,0,2014-03-31,INR,126974000000
RBI:BAL_SHT_NGNBFI_LIAB_AW_RN(1.0),AC_ALL_ACT,N_A,LIB_NCL_OLL,18225,AFY,PREV_TO_PREV_FIN_YR,2014,2013,0,2014-03-31,INR,96708000000
RBI:BAL_SHT_NGNBFI_LIAB_AW_RN(1.0),AC_ALL_ACT,N_A,LIB_TTL_CAP_LIB,18225,AFY,CURR_FIN_YR,2014,2013,0,2014-03-31,INR,13727905000000
RBI:BAL_SHT_NGNBFI_LIAB_AW_RN(1.0),AC_ALL_ACT,N_A,LIB_TTL_CAP_LIB,18225,AFY,PREV_FIN_YR,2014,2013,0,2014-03-31,INR,12240133000000
RBI:BAL_SHT_NGNBFI_LIAB_AW_RN(1.0),AC_ALL_ACT,N_A,LIB_TTL_CAP_LIB,18225,AFY,PREV_TO_PREV_FIN_YR,2014,2013,0,2014-03-31,INR,10217911000000
RBI:BAL_SHT_NGNBFI_LIAB_AW_RN(1.0),AC_AST_FIN,N_A,CAP_NON_CURR_LIA,2995,AFY,CURR_FIN_YR,2014,2013,0,2014-03-31,INR,1297226000000
RBI:BAL_SHT_NGNBFI_LIAB_AW_RN(1.0),AC_AST_FIN,N_A,CAP_NON_CURR_LIA,2995,AFY,PREV_FIN_YR,2014,2013,0,2014-03-31,INR,1084661000000
RBI:BAL_SHT_NGNBFI_LIAB_AW_RN(1.0),AC_AST_FIN,N_A,CAP_NON_CURR_LIA,2995,AFY,PREV_TO_PREV_FIN_YR,2014,2013,0,2014-03-31,INR,861262000000
RBI:BAL_SHT_NGNBFI_LIAB_AW_RN(1.0),AC_AST_FIN,N_A,CAP_SAMPA,2995,AFY,CURR_FIN_YR,2014,2013,0,2014-03-31,INR,3661000000
RBI:BAL_SHT_NGNBFI_LIAB_AW_RN(1.0),AC_AST_FIN,N_A,CAP_SAMPA,2995,AFY,PREV_FIN_YR,2014,2013,0,2014-03-31,INR,3129000000
RBI:BAL_SHT_NGNBFI_LIAB_AW_RN(1.0),AC_AST_FIN,N_A,CAP_SAMPA,2995,AFY,PREV_TO_PREV_FIN_YR,2014,2013,0,2014-03-31,INR,4470000000
