DATAFLOW,ACT_CAT_RN,AUDST,COMP_COUNT,FREQ,GRWT_RT_RATIOS_RN,REF_TIME_RN,REPYEAREND,REPYEARSTART,UNIT_MULT,TIME_PERIOD,UNIT_MEASURE,OBS_VALUE
RBI:CI_NGNBFI_AW_RN(1.0),AC_ALL_ACT,N_A,18225.000000000000,AFY,GRP_FI_FBI_INT_LNA,PREV_TO_PREV_FIN_YR,2014,2013,0,2014-03-31,INR,695900000000
RBI:CI_NGNBFI_AW_RN(1.0),AC_ALL_ACT,N_A,18225.000000000000,AFY,GRP_FI_FBI_INT_OTH,CURR_FIN_YR,2014,2013,0,2014-03-31,INR,248527000000
RBI:CI_NGNBFI_AW_RN(1.0),AC_ALL_ACT,N_A,18225.000000000000,AFY,GRP_FI_FBI_INT_OTH,PREV_FIN_YR,2014,2013,0,2014-03-31,INR,183613000000
RBI:CI_NGNBFI_AW_RN(1.0),AC_ALL_ACT,N_A,18225.000000000000,AFY,GRP_FI_FBI_INT_OTH,PREV_TO_PREV_FIN_YR,2014,2013,0,2014-03-31,INR,118220000000
RBI:CI_NGNBFI_AW_RN(1.0),AC_ALL_ACT,N_A,18225.000000000000,AFY,GRP_FI_FBI_LR,CURR_FIN_YR,2014,2013,0,2014-03-31,INR,19058000000
RBI:CI_NGNBFI_AW_RN(1.0),AC_ALL_ACT,N_A,18225.000000000000,AFY,GRP_FI_FBI_LR,PREV_FIN_YR,2014,2013,0,2014-03-31,INR,16508000000
RBI:CI_NGNBFI_AW_RN(1.0),AC_ALL_ACT,N_A,18225.000000000000,AFY,GRP_FI_FBI_LR,PREV_TO_PREV_FIN_YR,2014,2013,0,2014-03-31,INR,12998000000
RBI:CI_NGNBFI_AW_RN(1.0),AC_ALL_ACT,N_A,18225.000000000000,AFY,GRP_FI_FBI_MB,CURR_FIN_YR,2014,2013,0,2014-03-31,INR,2101000000
RBI:CI_NGNBFI_AW_RN(1.0),AC_ALL_ACT,N_A,18225.000000000000,AFY,GRP_FI_FBI_MB,PREV_FIN_YR,2014,2013,0,2014-03-31,INR,2321000000
RBI:CI_NGNBFI_AW_RN(1.0),AC_ALL_ACT,N_A,18225.000000000000,AFY,GRP_FI_FBI_MB,PREV_TO_PREV_FIN_YR,2014,2013,0,2014-03-31,INR,2032000000
RBI:CI_NGNBFI_AW_RN(1.0),AC_ALL_ACT,N_A,18225.000000000000,AFY,GRP_FI_FBI_NE,CURR_FIN_YR,2014,2013,0,2014-03-31,INR,17845000000
RBI:CI_NGNBFI_AW_RN(1.0),AC_ALL_ACT,N_A,18225.000000000000,AFY,GRP_FI_FBI_NE,PREV_FIN_YR,2014,2013,0,2014-03-31,INR,27692000000
RBI:CI_NGNBFI_AW_RN(1.0),AC_ALL_ACT,N_A,18225.000000000000,AFY,GRP_FI_FBI_NE,PREV_TO_PREV_FIN_YR,2014,2013,0,2014-03-31,INR,24604000000
RBI:CI_NGNBFI_AW_RN(1.0),AC_ALL_ACT,N_A,18225.000000000000,AFY,GRP_FI_FBI_NP,CURR_FIN_YR,2014,2013,0,2014-03-31,INR,57370000000
RBI:CI_NGNBFI_AW_RN(1.0),AC_ALL_ACT,N_A,18225.000000000000,AFY,GRP_FI_FBI_NP,PREV_FIN_YR,2014,2013,0,2014-03-31,INR,48853000000
RBI:CI_NGNBFI_AW_RN(1.0),AC_ALL_ACT,N_A,18225.000000000000,AFY,GRP_FI_FBI_NP,PREV_TO_PREV_FIN_YR,2014,2013,0,2014-03-31,INR,41004000000
RBI:CI_NGNBFI_AW_RN(1.0),AC_ALL_ACT,N_A,18225.000000000000,AFY,GRP_FI_FEE_BI,CURR_FIN_YR,2014,2013,0,2014-03-31,INR,71762000000
RBI:CI_NGNBFI_AW_RN(1.0),AC_ALL_ACT,N_A,18225.000000000000,AFY,GRP_FI_FEE_BI,PREV_FIN_YR,2014,2013,0,2014-03-31,INR,63108000000
RBI:CI_NGNBFI_AW_RN(1.0),AC_ALL_ACT,N_A,18225.000000000000,AFY,GRP_FI_FEE_BI,PREV_TO_PREV_FIN_YR,2014,2013,0,2014-03-31,INR,56288000000
RBI:CI_NGNBFI_AW_RN(1.0),AC_ALL_ACT,N_A,18225.000000000000,AFY,GRP_FI_FEE_BI_OTH,CURR_FIN_YR,2014,2013,0,2014-03-31,INR,60985000000
RBI:CI_NGNBFI_AW_RN(1.0),AC_ALL_ACT,N_A,18225.000000000000,AFY,GRP_FI_FEE_BI_OTH,PREV_FIN_YR,2014,2013,0,2014-03-31,INR,52373000000
RBI:CI_NGNBFI_AW_RN(1.0),AC_ALL_ACT,N_A,18225.000000000000,AFY,GRP_FI_FEE_BI_OTH,PREV_TO_PREV_FIN_YR,2014,2013,0,2014-03-31,INR,44346000000
RBI:CI_NGNBFI_AW_RN(1.0),AC_ALL_ACT,N_A,18225.000000000000,AFY,GRP_FI_FND_BI,CURR_FIN_YR,2014,2013,0,2014-03-31,INR,1689008000000
