DATAFLOW,AUDST,FREQ,REPYEAREND,REPYEARSTART,TYP_FD_OVRS_RN,UNIT_MULT,TIME_PERIOD,UNIT_MEASURE,OBS_VALUE
RBI:NRI_DEPOSITS_OUTS_RN(1.0),N_A,M,2024,2023,FXD_DEP_OVRS_FCNRB_NRI,0,2023-09-30,USD,21283782826.459
RBI:NRI_DEPOSITS_OUTS_RN(1.0),N_A,M,2024,2023,FXD_DEP_OVRS_NRO_NRI,0,2023-09-30,USD,25327777083.484
RBI:NRI_DEPOSITS_OUTS_RN(1.0),N_A,M,2024,2023,FXD_DEP_OVRS_NRERA_NRI,0,2023-09-30,USD,96458176406.848
RBI:NRI_DEPOSITS_OUTS_RN(1.0),N_A,M,2024,2023,FXD_DEP_OVRS_NRI_DEP,0,2023-08-31,USD,141986585963.125
RBI:NRI_DEPOSITS_OUTS_RN(1.0),N_A,M,2024,2023,FXD_DEP_OVRS_NRERA_NRI,0,2023-08-31,USD,96179431812.545
RBI:NRI_DEPOSITS_OUTS_RN(1.0),N_A,M,2024,2023,FXD_DEP_OVRS_FCNRB_NRI,0,2023-08-31,USD,20915038178.006
RBI:NRI_DEPOSITS_OUTS_RN(1.0),N_A,M,2024,2023,FXD_DEP_OVRS_NRO_NRI,0,2023-08-31,USD,24892115972.574
RBI:NRI_DEPOSITS_OUTS_RN(1.0),N_A,M,2024,2023,FXD_DEP_OVRS_NRO_NRI,0,2023-07-31,USD,24690268072.198
RBI:NRI_DEPOSITS_OUTS_RN(1.0),N_A,M,2024,2023,FXD_DEP_OVRS_NRERA_NRI,0,2023-07-31,USD,96351499042.513
RBI:NRI_DEPOSITS_OUTS_RN(1.0),N_A,M,2024,2023,FXD_DEP_OVRS_FCNRB_NRI,0,2023-07-31,USD,20808030651.76
RBI:NRI_DEPOSITS_OUTS_RN(1.0),N_A,M,2024,2023,FXD_DEP_OVRS_NRI_DEP,0,2023-07-31,USD,141849797766.471
RBI:NRI_DEPOSITS_OUTS_RN(1.0),N_A,M,2024,2023,FXD_DEP_OVRS_NRERA_NRI,0,2023-06-30,USD,96511635743.783
RBI:NRI_DEPOSITS_OUTS_RN(1.0),N_A,M,2024,2023,FXD_DEP_OVRS_FCNRB_NRI,0,2023-06-30,USD,20484666844.623
RBI:NRI_DEPOSITS_OUTS_RN(1.0),N_A,M,2024,2023,FXD_DEP_OVRS_NRI_DEP,0,2023-06-30,USD,141345267214.187
RBI:NRI_DEPOSITS_OUTS_RN(1.0),N_A,M,2024,2023,FXD_DEP_OVRS_NRO_NRI,0,2023-06-30,USD,24348964625.781
RBI:NRI_DEPOSITS_OUTS_RN(1.0),N_A,M,2024,2023,FXD_DEP_OVRS_NRO_NRI,0,2023-05-31,USD,23663853964.424
RBI:NRI_DEPOSITS_OUTS_RN(1.0),N_A,M,2024,2023,FXD_DEP_OVRS_NRERA_NRI,0,2023-05-31,USD,95227980625.787
