DATAFLOW,AUDST,FREQ,REPYEAREND,REPYEARSTART,TYP_MAJ_FR_EXC_RES_RN,UNIT_MULT,TIME_PERIOD,UNIT_MEASURE,OBS_VALUE
RBI:FR_EXG_RESV_M_RN(1.0),N_A,M,2026,2025,FER_TTL,0,2025-08-30,USD,695358144000
RBI:FR_EXG_RESV_M_RN(1.0),N_A,M,2026,2025,FER_GLD,0,2025-08-30,USD,87316030000
RBI:FR_EXG_RESV_M_RN(1.0),N_A,M,2026,2025,FER_GLD,0,2025-07-31,INR,7371006400000
RBI:FR_EXG_RESV_M_RN(1.0),N_A,M,2026,2025,FER_RES_TRN_POS,0,2025-07-31,INR,411625880000
RBI:FR_EXG_RESV_M_RN(1.0),N_A,M,2026,2025,FER_TTL,0,2025-07-31,INR,60458304980000
RBI:FR_EXG_RESV_M_RN(1.0),N_A,M,2026,2025,FER_TTL,0,2025-07-31,USD,690109423000
RBI:FR_EXG_RESV_M_RN(1.0),N_A,M,2026,2025,FER_SDR,0,2025-07-31,USD,18660410000
RBI:FR_EXG_RESV_M_RN(1.0),N_A,M,2026,2025,FER_RES_TRN_POS,0,2025-07-31,USD,4701373000
RBI:FR_EXG_RESV_M_RN(1.0),N_A,M,2026,2025,FER_SDR,0,2025-07-31,SDR,13707079540
RBI:FR_EXG_RESV_M_RN(1.0),N_A,M,2026,2025,FER_SDR,0,2025-07-31,INR,1634786300000
RBI:FR_EXG_RESV_M_RN(1.0),N_A,M,2026,2025,FER_FR_CURR_ASS,0,2025-07-31,USD,582610650000
RBI:FR_EXG_RESV_M_RN(1.0),N_A,M,2026,2025,FER_FR_CURR_ASS,0,2025-07-31,INR,51040886400000
RBI:FR_EXG_RESV_M_RN(1.0),N_A,M,2026,2025,FER_GLD,0,2025-07-31,USD,84136990000
RBI:FR_EXG_RESV_M_RN(1.0),N_A,M,2026,2025,FER_SDR,0,2025-06-30,USD,18825020000
RBI:FR_EXG_RESV_M_RN(1.0),N_A,M,2026,2025,FER_FR_CURR_ASS,0,2025-06-30,USD,591354360000
RBI:FR_EXG_RESV_M_RN(1.0),N_A,M,2026,2025,FER_GLD,0,2025-06-30,INR,7144101000000
RBI:FR_EXG_RESV_M_RN(1.0),N_A,M,2026,2025,FER_GLD,0,2025-06-30,USD,83308180000
RBI:FR_EXG_RESV_M_RN(1.0),N_A,M,2026,2025,FER_SDR,0,2025-06-30,SDR,13707079540
RBI:FR_EXG_RESV_M_RN(1.0),N_A,M,2026,2025,FER_TTL,0,2025-06-30,INR,59866179160000
RBI:FR_EXG_RESV_M_RN(1.0),N_A,M,2026,2025,FER_RES_TRN_POS,0,2025-06-30,INR,396086460000
RBI:FR_EXG_RESV_M_RN(1.0),N_A,M,2026,2025,FER_RES_TRN_POS,0,2025-06-30,USD,4630213000
RBI:FR_EXG_RESV_M_RN(1.0),N_A,M,2026,2025,FER_SDR,0,2025-06-30,INR,1614341500000
RBI:FR_EXG_RESV_M_RN(1.0),N_A,M,2026,2025,FER_TTL,0,2025-06-30,USD,698117773000
RBI:FR_EXG_RESV_M_RN(1.0),N_A,M,2026,2025,FER_FR_CURR_ASS,0,2025-06-30,INR,50711650200000
RBI:FR_EXG_RESV_M_RN(1.0),N_A,M,2026,2025,FER_SDR,0,2025-05-31,SDR,13707079540
RBI:FR_EXG_RESV_M_RN(1.0),N_A,M,2026,2025,FER_FR_CURR_ASS,0,2025-05-31,INR,50046468500000
RBI:FR_EXG_RESV_M_RN(1.0),N_A,M,2026,2025,FER_SDR,0,2025-05-31,USD,18596530000
RBI:FR_EXG_RESV_M_RN(1.0),N_A,M,2026,2025,FER_FR_CURR_ASS,0,2025-05-31,USD,584898970000
RBI:FR_EXG_RESV_M_RN(1.0),N_A,M,2026,2025,FER_RES_TRN_POS,0,2025-05-31,INR,375705550000
RBI:FR_EXG_RESV_M_RN(1.0),N_A,M,2026,2025,FER_TTL,0,2025-05-31,USD,691308968000
