DATAFLOW,AUDST,FREQ,REPYEAREND,REPYEARSTART,TYP_SGEXP_RN,UNIT_MULT,TIME_PERIOD,UNIT_MEASURE,OBS_VALUE
RBI:SG_EXP_RN(1.0),N_A,AFY,1992,1991,SE22,0,1992-03-31,INR,336880000000
RBI:SG_EXP_RN(1.0),N_A,AFY,1992,1991,SE21,0,1992-03-31,INR,409000000000
RBI:SG_EXP_RN(1.0),N_A,AFY,1992,1991,SE3,0,1992-03-31,INR,271430000000
RBI:SG_EXP_RN(1.0),N_A,AFY,1992,1991,SE33,0,1992-03-31,INR,44790000000
RBI:SG_EXP_RN(1.0),N_A,AFY,1992,1991,SE32,0,1992-03-31,INR,78100000000
RBI:SG_EXP_RN(1.0),N_A,AFY,1991,1990,SE21,0,1991-03-31,INR,334100000000
RBI:SG_EXP_RN(1.0),N_A,AFY,1991,1990,SE22,0,1991-03-31,INR,299600000000
RBI:SG_EXP_RN(1.0),N_A,AFY,1991,1990,SE3,0,1991-03-31,INR,226000000000
RBI:SG_EXP_RN(1.0),N_A,AFY,1991,1990,SE33,0,1991-03-31,INR,35930000000
RBI:SG_EXP_RN(1.0),N_A,AFY,1991,1990,SE32,0,1991-03-31,INR,70180000000
RBI:SG_EXP_RN(1.0),N_A,AFY,1991,1990,SE31,0,1991-03-31,INR,86550000000
RBI:SG_EXP_RN(1.0),N_A,AFY,1991,1990,SE2,0,1991-03-31,INR,633700000000
RBI:SG_EXP_RN(1.0),N_A,AFY,1990,1989,SE2,0,1990-03-31,INR,531500000000
RBI:SG_EXP_RN(1.0),N_A,AFY,1990,1989,SE32,0,1990-03-31,INR,59750000000
RBI:SG_EXP_RN(1.0),N_A,AFY,1990,1989,SE31,0,1990-03-31,INR,71860000000
RBI:SG_EXP_RN(1.0),N_A,AFY,1990,1989,SE22,0,1990-03-31,INR,257740000000
RBI:SG_EXP_RN(1.0),N_A,AFY,1990,1989,SE3,0,1990-03-31,INR,192530000000
RBI:SG_EXP_RN(1.0),N_A,AFY,1990,1989,SE33,0,1990-03-31,INR,29310000000
RBI:SG_EXP_RN(1.0),N_A,AFY,1990,1989,SE21,0,1990-03-31,INR,273760000000
RBI:SG_EXP_RN(1.0),N_A,AFY,1989,1988,SE31,0,1989-03-31,INR,59350000000
