DATAFLOW,AUDST,COMP_COUNT,FREQ,PERF_IND_RN,PUC_CLS_RN,REPYEAREND,REPYEARSTART,UNIT_MULT,TIME_PERIOD,UNIT_MEASURE,OBS_VALUE
RBI:PRF_LNGNFC_PUC_ANN_RN(1.0),N_A,3007,AFY,NET_PFT,ALL_COMP,2017,2016,0,2017-03-31,PT,11.2479
RBI:PRF_LNGNFC_PUC_ANN_RN(1.0),N_A,638,AFY,NET_PFT,LES_THN_5,2017,2016,0,2017-03-31,PT,-23.3981
RBI:PRF_LNGNFC_PUC_ANN_RN(1.0),N_A,498,AFY,OPR_PFT,10_TO_15,2017,2016,0,2017-03-31,PT,7.1317
RBI:PRF_LNGNFC_PUC_ANN_RN(1.0),N_A,431,AFY,OPR_PFT,15_TO_25,2017,2016,0,2017-03-31,PT,11.1708
RBI:PRF_LNGNFC_PUC_ANN_RN(1.0),N_A,803,AFY,OPR_PFT,25_N_ABOVE,2017,2016,0,2017-03-31,PT,5.3667
RBI:PRF_LNGNFC_PUC_ANN_RN(1.0),N_A,637,AFY,OPR_PFT,5_TO_10,2017,2016,0,2017-03-31,PT,8.4756
RBI:PRF_LNGNFC_PUC_ANN_RN(1.0),N_A,3007,AFY,OPR_PFT,ALL_COMP,2017,2016,0,2017-03-31,PT,5.3717
RBI:PRF_LNGNFC_PUC_ANN_RN(1.0),N_A,638,AFY,OPR_PFT,LES_THN_5,2017,2016,0,2017-03-31,PT,-24.201
RBI:PRF_LNGNFC_PUC_ANN_RN(1.0),N_A,498,AFY,OTH_INC,10_TO_15,2017,2016,0,2017-03-31,PT,4.6816
RBI:PRF_LNGNFC_PUC_ANN_RN(1.0),N_A,431,AFY,OTH_INC,15_TO_25,2017,2016,0,2017-03-31,PT,-9.0697
RBI:PRF_LNGNFC_PUC_ANN_RN(1.0),N_A,803,AFY,OTH_INC,25_N_ABOVE,2017,2016,0,2017-03-31,PT,6.3452
RBI:PRF_LNGNFC_PUC_ANN_RN(1.0),N_A,637,AFY,OTH_INC,5_TO_10,2017,2016,0,2017-03-31,PT,20.9732
