DATAFLOW,AUDST,COMP_COUNT,FREQ,PUC_CLS_RN,REPYEAREND,REPYEARSTART,TYP_RATIO_RN,UNIT_MULT,TIME_PERIOD,UNIT_MEASURE,OBS_VALUE
RBI:RATIO_LNGNFC_PUC_ANN_RN(1.0),N_A,638,AFY,LES_THN_5,2017,2016,OPR_PFTS_TO_SAL,0,2017-03-31,RPT,9.546
RBI:RATIO_LNGNFC_PUC_ANN_RN(1.0),N_A,638,AFY,LES_THN_5,2017,2016,OTH_INC_NET_PFT,0,2017-03-31,RPT,38.7397
RBI:RATIO_LNGNFC_PUC_ANN_RN(1.0),N_A,638,AFY,LES_THN_5,2017,2016,SC_TO_SAL,0,2017-03-31,RPT,8.0901
RBI:RATIO_LNGNFC_PUC_ANN_RN(1.0),N_A,638,AFY,LES_THN_5,2017,2016,TAX_PROV_TO_EBT,0,2017-03-31,RPT,25.1719
RBI:RATIO_LNGNFC_PUC_ANN_RN(1.0),N_A,520,AFY,10_TO_15,2018,2017,CORM_TO_SAL,0,2018-03-31,RPT,53.4265
RBI:RATIO_LNGNFC_PUC_ANN_RN(1.0),N_A,520,AFY,10_TO_15,2018,2017,CSH_CVG_RATIO,0,2018-03-31,RPT,6.076939
RBI:RATIO_LNGNFC_PUC_ANN_RN(1.0),N_A,520,AFY,10_TO_15,2018,2017,EBITDA_TO_SAL,0,2018-03-31,RPT,14.6684
RBI:RATIO_LNGNFC_PUC_ANN_RN(1.0),N_A,520,AFY,10_TO_15,2018,2017,EBIT_TO_SAL,0,2018-03-31,RPT,11.7575
RBI:RATIO_LNGNFC_PUC_ANN_RN(1.0),N_A,520,AFY,10_TO_15,2018,2017,INT_BURDEN,0,2018-03-31,RPT,20.5298
RBI:RATIO_LNGNFC_PUC_ANN_RN(1.0),N_A,520,AFY,10_TO_15,2018,2017,INT_CVG,0,2018-03-31,RPT,4.870979
RBI:RATIO_LNGNFC_PUC_ANN_RN(1.0),N_A,520,AFY,10_TO_15,2018,2017,INT_TO_SAL,0,2018-03-31,RPT,2.4138
RBI:RATIO_LNGNFC_PUC_ANN_RN(1.0),N_A,520,AFY,10_TO_15,2018,2017,NET_PFT_TO_SAL,0,2018-03-31,RPT,7.0757
RBI:RATIO_LNGNFC_PUC_ANN_RN(1.0),N_A,520,AFY,10_TO_15,2018,2017,OPR_PFTS_TO_SAL,0,2018-03-31,RPT,11.0289
RBI:RATIO_LNGNFC_PUC_ANN_RN(1.0),N_A,520,AFY,10_TO_15,2018,2017,OTH_INC_NET_PFT,0,2018-03-31,RPT,51.4369
