DATAFLOW,AUDST,COMP_COUNT,FREQ,INDS_GRP_RN,PERF_IND_RN,REPYEAREND,REPYEARSTART,UNIT_MULT,TIME_PERIOD,UNIT_MEASURE,OBS_VALUE
RBI:PRF_LNGNFC_IND_QTR_RN(1.0),N_A,40,QFY,MNF_CCP,EXPD,2015,2014,0,2014-06-30,PT,13.5855
RBI:PRF_LNGNFC_IND_QTR_RN(1.0),N_A,40,QFY,MNF_CCP,GROSS_PFT_EBIT,2015,2014,0,2014-06-30,PT,13.8869
RBI:PRF_LNGNFC_IND_QTR_RN(1.0),N_A,40,QFY,MNF_CCP,INT,2015,2014,0,2014-06-30,PT,9.1443
RBI:PRF_LNGNFC_IND_QTR_RN(1.0),N_A,40,QFY,MNF_CCP,NET_PFT,2015,2014,0,2014-06-30,PT,12.5209
RBI:PRF_LNGNFC_IND_QTR_RN(1.0),N_A,40,QFY,MNF_CCP,OPR_PFT,2015,2014,0,2014-06-30,PT,7.5273
RBI:PRF_LNGNFC_IND_QTR_RN(1.0),N_A,40,QFY,MNF_CCP,OTH_INC,2015,2014,0,2014-06-30,PT,21.4974
RBI:PRF_LNGNFC_IND_QTR_RN(1.0),N_A,40,QFY,MNF_CCP,PC_SHARE_SAL,2015,2014,0,2014-06-30,PT,3.283886
RBI:PRF_LNGNFC_IND_QTR_RN(1.0),N_A,40,QFY,MNF_CCP,SALES,2015,2014,0,2014-06-30,INR,250768900000
RBI:PRF_LNGNFC_IND_QTR_RN(1.0),N_A,40,QFY,MNF_CCP,SALES,2015,2014,0,2014-06-30,PT,13.2717
RBI:PRF_LNGNFC_IND_QTR_RN(1.0),N_A,40,QFY,MNF_CCP,TAX_PROV,2015,2014,0,2014-06-30,PT,13.1153
RBI:PRF_LNGNFC_IND_QTR_RN(1.0),N_A,69,QFY,MNF_CEE,DEPRC,2015,2014,0,2014-06-30,PT,8.8707
RBI:PRF_LNGNFC_IND_QTR_RN(1.0),N_A,69,QFY,MNF_CEE,EBITDA,2015,2014,0,2014-06-30,PT,6.868
RBI:PRF_LNGNFC_IND_QTR_RN(1.0),N_A,69,QFY,MNF_CEE,EXPD,2015,2014,0,2014-06-30,PT,-1.7029
RBI:PRF_LNGNFC_IND_QTR_RN(1.0),N_A,69,QFY,MNF_CEE,GROSS_PFT_EBIT,2015,2014,0,2014-06-30,PT,6.1522
RBI:PRF_LNGNFC_IND_QTR_RN(1.0),N_A,69,QFY,MNF_CEE,INT,2015,2014,0,2014-06-30,PT,-6.0155
RBI:PRF_LNGNFC_IND_QTR_RN(1.0),N_A,69,QFY,MNF_CEE,OPR_PFT,2015,2014,0,2014-06-30,PT,30.9327
RBI:PRF_LNGNFC_IND_QTR_RN(1.0),N_A,69,QFY,MNF_CEE,OTH_INC,2015,2014,0,2014-06-30,PT,-27.695
RBI:PRF_LNGNFC_IND_QTR_RN(1.0),N_A,69,QFY,MNF_CEE,PC_SHARE_SAL,2015,2014,0,2014-06-30,PT,1.491669
RBI:PRF_LNGNFC_IND_QTR_RN(1.0),N_A,69,QFY,MNF_CEE,SALES,2015,2014,0,2014-06-30,INR,113909000000
RBI:PRF_LNGNFC_IND_QTR_RN(1.0),N_A,69,QFY,MNF_CEE,SALES,2015,2014,0,2014-06-30,PT,-2.1571
RBI:PRF_LNGNFC_IND_QTR_RN(1.0),N_A,69,QFY,MNF_CEE,TAX_PROV,2015,2014,0,2014-06-30,PT,10.9957
RBI:PRF_LNGNFC_IND_QTR_RN(1.0),N_A,223,QFY,MNF_CHM_PRD,DEPRC,2015,2014,0,2014-06-30,PT,4.9614
RBI:PRF_LNGNFC_IND_QTR_RN(1.0),N_A,223,QFY,MNF_CHM_PRD,EBITDA,2015,2014,0,2014-06-30,PT,19.2975
RBI:PRF_LNGNFC_IND_QTR_RN(1.0),N_A,223,QFY,MNF_CHM_PRD,EXPD,2015,2014,0,2014-06-30,PT,13.6861
RBI:PRF_LNGNFC_IND_QTR_RN(1.0),N_A,223,QFY,MNF_CHM_PRD,GROSS_PFT_EBIT,2015,2014,0,2014-06-30,PT,22.1063
RBI:PRF_LNGNFC_IND_QTR_RN(1.0),N_A,223,QFY,MNF_CHM_PRD,INT,2015,2014,0,2014-06-30,PT,-12.666
RBI:PRF_LNGNFC_IND_QTR_RN(1.0),N_A,223,QFY,MNF_CHM_PRD,NET_PFT,2015,2014,0,2014-06-30,PT,23.9562
RBI:PRF_LNGNFC_IND_QTR_RN(1.0),N_A,223,QFY,MNF_CHM_PRD,OPR_PFT,2015,2014,0,2014-06-30,PT,23.7536
RBI:PRF_LNGNFC_IND_QTR_RN(1.0),N_A,223,QFY,MNF_CHM_PRD,OTH_INC,2015,2014,0,2014-06-30,PT,-9.6558
RBI:PRF_LNGNFC_IND_QTR_RN(1.0),N_A,223,QFY,MNF_CHM_PRD,PC_SHARE_SAL,2015,2014,0,2014-06-30,PT,7.056741
RBI:PRF_LNGNFC_IND_QTR_RN(1.0),N_A,223,QFY,MNF_CHM_PRD,SALES,2015,2014,0,2014-06-30,INR,538877100000
