DATAFLOW,AUDST,COMP_COUNT,FREQ,REPYEAREND,REPYEARSTART,TYP_RATIO_RN,UNIT_MULT,TIME_PERIOD,UNIT_MEASURE,OBS_VALUE
RBI:RATIO_LNGNFC_QTR_RN(1.0),N_A,2775.000000000000,QFY,2017,2016,INT_TO_SAL,0,2016-06-30,RPT,4.888260556613
RBI:RATIO_LNGNFC_QTR_RN(1.0),N_A,2775.000000000000,QFY,2017,2016,NET_PFT_TO_SAL,0,2016-06-30,RPT,7.483801778609
RBI:RATIO_LNGNFC_QTR_RN(1.0),N_A,2775.000000000000,QFY,2017,2016,OPR_PFTS_TO_SAL,0,2016-06-30,RPT,16.952451378632
RBI:RATIO_LNGNFC_QTR_RN(1.0),N_A,2775.000000000000,QFY,2017,2016,OTH_INC_NET_PFT,0,2016-06-30,RPT,40.077196220089
RBI:RATIO_LNGNFC_QTR_RN(1.0),N_A,2775.000000000000,QFY,2017,2016,SC_TO_SAL,0,2016-06-30,RPT,10.873617714583
RBI:RATIO_LNGNFC_QTR_RN(1.0),N_A,2775.000000000000,QFY,2017,2016,TAX_PROV_TO_EBT,0,2016-06-30,RPT,25.831583647121
RBI:RATIO_LNGNFC_QTR_RN(1.0),N_A,2702.000000000000,QFY,2017,2016,CORM_TO_SAL,0,2016-09-30,RPT,48.52706152485
RBI:RATIO_LNGNFC_QTR_RN(1.0),N_A,2702.000000000000,QFY,2017,2016,CSH_CVG_RATIO,0,2016-09-30,RPT,4.908052740301
RBI:RATIO_LNGNFC_QTR_RN(1.0),N_A,2702.000000000000,QFY,2017,2016,EBITDA_TO_SAL,0,2016-09-30,RPT,19.99547185323
RBI:RATIO_LNGNFC_QTR_RN(1.0),N_A,2702.000000000000,QFY,2017,2016,EBIT_TO_SAL,0,2016-09-30,RPT,15.558712300999
RBI:RATIO_LNGNFC_QTR_RN(1.0),N_A,2702.000000000000,QFY,2017,2016,INT_BURDEN,0,2016-09-30,RPT,26.184771352113
RBI:RATIO_LNGNFC_QTR_RN(1.0),N_A,2702.000000000000,QFY,2017,2016,INT_CVG,0,2016-09-30,RPT,3.819013679947
RBI:RATIO_LNGNFC_QTR_RN(1.0),N_A,2702.000000000000,QFY,2017,2016,INT_TO_SAL,0,2016-09-30,RPT,4.07401324135
RBI:RATIO_LNGNFC_QTR_RN(1.0),N_A,2702.000000000000,QFY,2017,2016,NET_PFT_TO_SAL,0,2016-09-30,RPT,8.683938260725
RBI:RATIO_LNGNFC_QTR_RN(1.0),N_A,2702.000000000000,QFY,2017,2016,OPR_PFTS_TO_SAL,0,2016-09-30,RPT,16.557780118949
RBI:RATIO_LNGNFC_QTR_RN(1.0),N_A,2702.000000000000,QFY,2017,2016,OTH_INC_NET_PFT,0,2016-09-30,RPT,39.586782299322
RBI:RATIO_LNGNFC_QTR_RN(1.0),N_A,2702.000000000000,QFY,2017,2016,SC_TO_SAL,0,2016-09-30,RPT,11.308088720235
RBI:RATIO_LNGNFC_QTR_RN(1.0),N_A,2702.000000000000,QFY,2017,2016,TAX_PROV_TO_EBT,0,2016-09-30,RPT,25.174410627955
RBI:RATIO_LNGNFC_QTR_RN(1.0),N_A,2784.000000000000,QFY,2017,2016,CORM_TO_SAL,0,2016-12-31,RPT,51.362098364006
RBI:RATIO_LNGNFC_QTR_RN(1.0),N_A,2784.000000000000,QFY,2017,2016,CSH_CVG_RATIO,0,2016-12-31,RPT,3.838083449319
RBI:RATIO_LNGNFC_QTR_RN(1.0),N_A,2784.000000000000,QFY,2017,2016,EBITDA_TO_SAL,0,2016-12-31,RPT,18.955454262337
RBI:RATIO_LNGNFC_QTR_RN(1.0),N_A,2784.000000000000,QFY,2017,2016,EBIT_TO_SAL,0,2016-12-31,RPT,14.468802920764
RBI:RATIO_LNGNFC_QTR_RN(1.0),N_A,2784.000000000000,QFY,2017,2016,INT_BURDEN,0,2016-12-31,RPT,34.133999857973
RBI:RATIO_LNGNFC_QTR_RN(1.0),N_A,2784.000000000000,QFY,2017,2016,INT_CVG,0,2016-12-31,RPT,2.929630292848
RBI:RATIO_LNGNFC_QTR_RN(1.0),N_A,2784.000000000000,QFY,2017,2016,INT_TO_SAL,0,2016-12-31,RPT,4.938781168424
RBI:RATIO_LNGNFC_QTR_RN(1.0),N_A,2784.000000000000,QFY,2017,2016,NET_PFT_TO_SAL,0,2016-12-31,RPT,6.835982427697
RBI:RATIO_LNGNFC_QTR_RN(1.0),N_A,2784.000000000000,QFY,2017,2016,OPR_PFTS_TO_SAL,0,2016-12-31,RPT,15.930664737423
RBI:RATIO_LNGNFC_QTR_RN(1.0),N_A,2784.000000000000,QFY,2017,2016,OTH_INC_NET_PFT,0,2016-12-31,RPT,44.248058810961
RBI:RATIO_LNGNFC_QTR_RN(1.0),N_A,2784.000000000000,QFY,2017,2016,SC_TO_SAL,0,2016-12-31,RPT,10.675632916618
RBI:RATIO_LNGNFC_QTR_RN(1.0),N_A,2784.000000000000,QFY,2017,2016,TAX_PROV_TO_EBT,0,2016-12-31,RPT,24.754829458338
RBI:RATIO_LNGNFC_QTR_RN(1.0),N_A,2726.000000000000,QFY,2017,2016,CORM_TO_SAL,0,2017-03-31,RPT,51.250841515617
RBI:RATIO_LNGNFC_QTR_RN(1.0),N_A,2726.000000000000,QFY,2017,2016,CSH_CVG_RATIO,0,2017-03-31,RPT,4.434291431621
RBI:RATIO_LNGNFC_QTR_RN(1.0),N_A,2726.000000000000,QFY,2017,2016,EBITDA_TO_SAL,0,2017-03-31,RPT,18.056196423073
RBI:RATIO_LNGNFC_QTR_RN(1.0),N_A,2726.000000000000,QFY,2017,2016,EBIT_TO_SAL,0,2017-03-31,RPT,13.838461084045
RBI:RATIO_LNGNFC_QTR_RN(1.0),N_A,2726.000000000000,QFY,2017,2016,INT_BURDEN,0,2017-03-31,RPT,29.424848890721
