DATAFLOW,AUDST,COMP_COUNT,FREQ,IND_CLASF_RN,REPYEAREND,REPYEARSTART,TYP_RATIO_RN,UNIT_MULT,TIME_PERIOD,UNIT_MEASURE,OBS_VALUE
RBI:RATIO_LNGNFC_IND_ANN_RN(1.0),N_A,202,AFY,ICC_SRV_IT,2019,2018,CSH_CVG_RATIO,0,2019-03-31,RPT,61.949640451613
RBI:RATIO_LNGNFC_IND_ANN_RN(1.0),N_A,202,AFY,ICC_SRV_IT,2019,2018,EBITDA_TO_SAL,0,2019-03-31,RPT,29.664001609612
RBI:RATIO_LNGNFC_IND_ANN_RN(1.0),N_A,202,AFY,ICC_SRV_IT,2019,2018,EBIT_TO_SAL,0,2019-03-31,RPT,27.504997322765
RBI:RATIO_LNGNFC_IND_ANN_RN(1.0),N_A,202,AFY,ICC_SRV_IT,2019,2018,INT_BURDEN,0,2019-03-31,RPT,1.740922101822
RBI:RATIO_LNGNFC_IND_ANN_RN(1.0),N_A,202,AFY,ICC_SRV_IT,2019,2018,INT_CVG,0,2019-03-31,RPT,57.44082397217
RBI:RATIO_LNGNFC_IND_ANN_RN(1.0),N_A,202,AFY,ICC_SRV_IT,2019,2018,INT_TO_SAL,0,2019-03-31,RPT,0.478840577497
RBI:RATIO_LNGNFC_IND_ANN_RN(1.0),N_A,202,AFY,ICC_SRV_IT,2019,2018,NET_PFT_TO_SAL,0,2019-03-31,RPT,19.648475284926
RBI:RATIO_LNGNFC_IND_ANN_RN(1.0),N_A,202,AFY,ICC_SRV_IT,2019,2018,OPR_PFTS_TO_SAL,0,2019-03-31,RPT,24.528708569659
RBI:RATIO_LNGNFC_IND_ANN_RN(1.0),N_A,202,AFY,ICC_SRV_IT,2019,2018,OTH_INC_NET_PFT,0,2019-03-31,RPT,26.135834793721
RBI:RATIO_LNGNFC_IND_ANN_RN(1.0),N_A,202,AFY,ICC_SRV_IT,2019,2018,SC_TO_SAL,0,2019-03-31,RPT,46.33443303128
RBI:RATIO_LNGNFC_IND_ANN_RN(1.0),N_A,202,AFY,ICC_SRV_IT,2019,2018,TAX_PROV_TO_EBT,0,2019-03-31,RPT,24.376804799782
