DATAFLOW,AUDST,FREQ,MEASURE_RN,REPYEAREND,REPYEARSTART,UNIT_MULT,TIME_PERIOD,UNIT_MEASURE,OBS_VALUE
RBI:CERTI_DEPO_RN(1.0),N_A,F,TOT_AMT_OUST,2019,2018,0,2019-03-15,INR,2204554588000
RBI:CERTI_DEPO_RN(1.0),N_A,F,ISSUED_FORTNIGHT,2019,2018,0,2019-03-15,INR,472428982000.00006
RBI:CERTI_DEPO_RN(1.0),N_A,F,MAX_RATE,2019,2018,0,2019-03-15,INR,8.95
RBI:CERTI_DEPO_RN(1.0),N_A,F,MIN_RATE,2019,2018,0,2019-03-15,INR,7.22
RBI:CERTI_DEPO_RN(1.0),N_A,F,MIN_RATE,2019,2018,0,2019-02-15,INR,6.44
RBI:CERTI_DEPO_RN(1.0),N_A,F,TOT_AMT_OUST,2019,2018,0,2019-02-15,INR,2002508000000
RBI:CERTI_DEPO_RN(1.0),N_A,F,MAX_RATE,2019,2018,0,2019-02-15,INR,8.9
RBI:CERTI_DEPO_RN(1.0),N_A,F,ISSUED_FORTNIGHT,2019,2018,0,2019-02-15,INR,333841786000
RBI:CERTI_DEPO_RN(1.0),N_A,F,TOT_AMT_OUST,2019,2018,0,2018-08-31,INR,1639750247000
RBI:CERTI_DEPO_RN(1.0),N_A,F,ISSUED_FORTNIGHT,2019,2018,0,2018-08-31,INR,241305350000
RBI:CERTI_DEPO_RN(1.0),N_A,F,MIN_RATE,2019,2018,0,2018-08-31,INR,6.95
RBI:CERTI_DEPO_RN(1.0),N_A,F,MAX_RATE,2019,2018,0,2018-08-31,INR,8.9
RBI:CERTI_DEPO_RN(1.0),N_A,F,TOT_AMT_OUST,2018,2017,0,2017-09-15,INR,824119600000.0001
RBI:CERTI_DEPO_RN(1.0),N_A,F,MAX_RATE,2018,2017,0,2017-09-15,INR,6.53
RBI:CERTI_DEPO_RN(1.0),N_A,F,MIN_RATE,2018,2017,0,2017-09-15,INR,6.12
RBI:CERTI_DEPO_RN(1.0),N_A,F,ISSUED_FORTNIGHT,2018,2017,0,2017-09-15,INR,117665518000
RBI:CERTI_DEPO_RN(1.0),N_A,F,MAX_RATE,2017,2016,0,2017-03-31,INR,6.7
RBI:CERTI_DEPO_RN(1.0),N_A,F,ISSUED_FORTNIGHT,2017,2016,0,2017-03-31,INR,245974195000
RBI:CERTI_DEPO_RN(1.0),N_A,F,MIN_RATE,2017,2016,0,2017-03-31,INR,6.21
RBI:CERTI_DEPO_RN(1.0),N_A,F,TOT_AMT_OUST,2017,2016,0,2017-03-31,INR,1557412500000
RBI:CERTI_DEPO_RN(1.0),N_A,F,ISSUED_FORTNIGHT,2017,2016,0,2016-09-30,INR,282360000000
RBI:CERTI_DEPO_RN(1.0),N_A,F,MAX_RATE,2017,2016,0,2016-09-30,INR,7.35
RBI:CERTI_DEPO_RN(1.0),N_A,F,TOT_AMT_OUST,2017,2016,0,2016-09-30,INR,1876810000000
RBI:CERTI_DEPO_RN(1.0),N_A,F,MIN_RATE,2017,2016,0,2016-09-30,INR,6.53
RBI:CERTI_DEPO_RN(1.0),N_A,F,MIN_RATE,2017,2016,0,2016-04-15,INR,7.06
RBI:CERTI_DEPO_RN(1.0),N_A,F,MAX_RATE,2017,2016,0,2016-04-15,INR,8.03
RBI:CERTI_DEPO_RN(1.0),N_A,F,TOT_AMT_OUST,2017,2016,0,2016-04-15,INR,2383230000000
RBI:CERTI_DEPO_RN(1.0),N_A,F,ISSUED_FORTNIGHT,2017,2016,0,2016-04-15,INR,142280000000
RBI:CERTI_DEPO_RN(1.0),N_A,F,MIN_RATE,2016,2015,0,2015-05-15,INR,8.16
RBI:CERTI_DEPO_RN(1.0),N_A,F,ISSUED_FORTNIGHT,2016,2015,0,2015-05-15,INR,106602526999.99998
RBI:CERTI_DEPO_RN(1.0),N_A,F,MAX_RATE,2016,2015,0,2015-05-15,INR,8.5
RBI:CERTI_DEPO_RN(1.0),N_A,F,TOT_AMT_OUST,2016,2015,0,2015-05-15,INR,2685430000000
RBI:CERTI_DEPO_RN(1.0),N_A,F,TOT_AMT_OUST,2015,2014,0,2014-10-31,INR,2625090000000
RBI:CERTI_DEPO_RN(1.0),N_A,F,MIN_RATE,2015,2014,0,2014-10-31,INR,8.31
RBI:CERTI_DEPO_RN(1.0),N_A,F,ISSUED_FORTNIGHT,2015,2014,0,2014-10-31,INR,104060000000
RBI:CERTI_DEPO_RN(1.0),N_A,F,MAX_RATE,2015,2014,0,2014-10-31,INR,8.98
RBI:CERTI_DEPO_RN(1.0),N_A,F,MIN_RATE,2014,2013,0,2013-11-15,INR,8.67
RBI:CERTI_DEPO_RN(1.0),N_A,F,MAX_RATE,2014,2013,0,2013-11-15,INR,9.5
RBI:CERTI_DEPO_RN(1.0),N_A,F,ISSUED_FORTNIGHT,2014,2013,0,2013-11-15,INR,96020000000
RBI:CERTI_DEPO_RN(1.0),N_A,F,TOT_AMT_OUST,2014,2013,0,2013-11-15,INR,3179720000000
RBI:CERTI_DEPO_RN(1.0),N_A,F,ISSUED_FORTNIGHT,2014,2013,0,2013-05-31,INR,147850000000
RBI:CERTI_DEPO_RN(1.0),N_A,F,MAX_RATE,2014,2013,0,2013-05-31,INR,9.95
RBI:CERTI_DEPO_RN(1.0),N_A,F,TOT_AMT_OUST,2014,2013,0,2013-05-31,INR,3609350000000
RBI:CERTI_DEPO_RN(1.0),N_A,F,MIN_RATE,2014,2013,0,2013-05-31,INR,7.93
RBI:CERTI_DEPO_RN(1.0),N_A,F,MAX_RATE,2013,2012,0,2012-11-30,INR,8.9
RBI:CERTI_DEPO_RN(1.0),N_A,F,ISSUED_FORTNIGHT,2013,2012,0,2012-11-30,INR,429600000000
RBI:CERTI_DEPO_RN(1.0),N_A,F,MIN_RATE,2013,2012,0,2012-11-30,INR,8.29
