DATAFLOW,AUDST,FREQ,IO_BOP_RN,REPYEAREND,REPYEARSTART,TRANC_TYP_RN,UNIT_MULT,TIME_PERIOD,UNIT_MEASURE,OBS_VALUE
RBI:IND_OVR_BOP_RN(1.0),N_A,QFY,CA_LN_CB_BY_IND,2021,2020,TRANC_DEB,0,2021-03-31,USD,745443058.203982
RBI:IND_OVR_BOP_RN(1.0),N_A,QFY,CA_LN_CB_BY_IND,2021,2020,TRANC_NET,0,2021-03-31,INR,-4586788720
RBI:IND_OVR_BOP_RN(1.0),N_A,QFY,CA_LN_CB_BY_IND,2021,2020,TRANC_NET,0,2021-03-31,USD,-62930808.575911
RBI:IND_OVR_BOP_RN(1.0),N_A,QFY,CA_LN_CB_TO_IND,2021,2020,TRANC_CRD,0,2021-03-31,INR,812800150691.108
RBI:IND_OVR_BOP_RN(1.0),N_A,QFY,CA_LN_CB_TO_IND,2021,2020,TRANC_CRD,0,2021-03-31,USD,11151630000
RBI:IND_OVR_BOP_RN(1.0),N_A,QFY,CA_LN_CB_TO_IND,2021,2020,TRANC_DEB,0,2021-03-31,INR,365451504001.228
RBI:IND_OVR_BOP_RN(1.0),N_A,QFY,CA_LN_CB_TO_IND,2021,2020,TRANC_DEB,0,2021-03-31,USD,5014000000
RBI:IND_OVR_BOP_RN(1.0),N_A,QFY,CA_LN_CB_TO_IND,2021,2020,TRANC_NET,0,2021-03-31,INR,447348646689.88
RBI:IND_OVR_BOP_RN(1.0),N_A,QFY,CA_LN_CB_TO_IND,2021,2020,TRANC_NET,0,2021-03-31,USD,6137630000
RBI:IND_OVR_BOP_RN(1.0),N_A,QFY,CA_LN_COMM_BORRW,2021,2020,TRANC_CRD,0,2021-03-31,INR,862545888251.108
RBI:IND_OVR_BOP_RN(1.0),N_A,QFY,CA_LN_COMM_BORRW,2021,2020,TRANC_CRD,0,2021-03-31,USD,11834142249.6281
RBI:IND_OVR_BOP_RN(1.0),N_A,QFY,CA_LN_COMM_BORRW,2021,2020,TRANC_DEB,0,2021-03-31,INR,419784030281.228
RBI:IND_OVR_BOP_RN(1.0),N_A,QFY,CA_LN_COMM_BORRW,2021,2020,TRANC_DEB,0,2021-03-31,USD,5759443058.20398
RBI:IND_OVR_BOP_RN(1.0),N_A,QFY,CA_LN_COMM_BORRW,2021,2020,TRANC_NET,0,2021-03-31,INR,442761857969.88
RBI:IND_OVR_BOP_RN(1.0),N_A,QFY,CA_LN_COMM_BORRW,2021,2020,TRANC_NET,0,2021-03-31,USD,6074699191.42409
RBI:IND_OVR_BOP_RN(1.0),N_A,QFY,CA_LN_EXT_AST,2021,2020,TRANC_CRD,0,2021-03-31,INR,392119253349.298
